"","DWpM","WWP","PDW","BDns","BLen","BMax","BThk","SLen","SDia"
"SL18-NC-2",0.00631379152050945,0.36253906732124,-0.13150809277458,47.0916937942419,0.345167442049875,0.300679100730751,0.517512334927736,0.389065934975495,0.564791468345221
"SL18-NC-1",-0.0601961559837191,-0.759355866429063,-0.0298941674570369,-4.86428303559826,-0.224336891458041,-0.0150183387078367,0.00690193340614096,0.124805876757282,0.318965496692607
"SL18-NC-5",-0.103943740967909,-1.06060388646603,-0.14801298148661,-14.1465319911884,0.207340668792208,-0.118019387517316,0.0756660432062113,0.285209174736524,0.0101438739523553
"SL18-JS-6",0.0235274932511842,-0.256179004277421,0.419956742547186,-8.33080787617601,0.281854479366877,-0.051070416803251,-0.205414235529237,0.348126148011417,0.0896587361866551
"SL18-JS-5",-0.0596907079489553,-0.621427828187096,-0.269545320636636,-4.54164823416359,0.0101208577738448,-0.0802104984952929,0.310318862385752,-0.353380449333877,-0.0481791771653419
"SL18-JS-9",-0.103664795751856,-1.40149475923016,-0.0511515901259555,-11.8214187542974,-0.120982070115731,0.183352316325285,-0.603863310578463,-0.0147578459935428,-0.359916796108296
"SL18-NC-8",-0.0681523035735324,-0.823520368101095,0.00738173908456756,-18.1858875649541,-0.274309386416687,0.0977816723426153,0.874026977866933,-0.0921029256976817,1.12428911289518
"SL18-NC-10",-0.126879485337502,-1.45037119229015,-0.366056518636579,-10.0076218798412,0.0164820768620602,-0.197411023281894,-0.371187370916009,-0.443281292581078,-0.416966770986743
"SL18-NC-9",-0.0202717562686421,-0.186023761812433,0.055678112418411,2.86249031593061,-0.0542303185110461,0.0827375972727506,-0.147352619832404,0.0428615975314183,0.203783421947057
"SL18-NC-12",-0.0955275378655473,-1.22194690460633,-0.0417733320803785,-14.3339815773843,0.0833702603768497,-0.173829973402665,0.122989595256009,-0.0116905479811071,-0.00108017122213534
"SL18-NL-2",-0.0746726693026805,-1.15464060633174,-0.019965699618457,-16.1361503624878,-0.0790815853603563,0.152884700658588,0.221004783654253,0.0551762906208136,0.0673022378569577
"SL18-NL-3",-0.0488351407452242,-0.527230830255128,-0.111298588229713,-12.1834691388466,-0.11657295837393,-0.109195845962928,-0.0750567546828369,-0.0227935965416578,-0.173789916308979
"SL18-NL-5",-0.0199128075836113,-0.312875791823081,-0.0324476249734099,-1.79529056995177,0.0668529258790016,-0.194678207359869,-0.179435989048311,-0.146031654837549,0.204310929929689
"SL18-NL-7",-0.0662845921125206,-0.823461171307464,0.0439166347742385,-26.8378032647271,0.00938538347150319,0.0261811414174111,-0.00211962534112777,0.402029171276965,0.302058558690801
"SL18-NL-6",0.00852404139699451,0.19721080471636,-0.130065738016556,66.0977132893089,-0.0324159786445327,-0.127921643278122,0.384956903444008,0.530360297841761,0.410919584275435
"SL18-NL-9",-0.0644779939185074,-0.6541119507701,-0.226001171275428,-7.97286438780189,-0.0360837479372013,-0.0792115847056205,-0.156235842022353,-0.087249572585301,0.208323298425386
"SL18-NL-10",-0.0250263849728638,-0.3161642362725,-0.016898417557398,11.8767069935283,-0.111612005785975,0.292144557938019,0.580114838830695,0.183159045122564,0.182081174382796
"SL18-JS-19",-0.055984950900996,-0.904539923262266,-0.0817412184915952,-36.1821384449083,-0.236355175227473,-0.0911514064258223,-0.113944132983738,-0.163844035050514,0.120444670965562
"SL18-JS-16",-0.101198260447963,-1.26594047394952,-0.0874122191314764,-25.9880518343122,0.0256713117385978,0.0593336727123904,0.0268882614796781,0.169207025609429,0.193275065563856
"SL18-JS-11",-0.0811433897385616,-0.751727586240368,-0.155653636079405,1.42030934753273,0.139506344992698,0.132184578336107,-0.171321851935065,-0.0821768704987862,0.102454051601951
"SL18-BL-10",0.036030000627707,0.562031939520637,-0.0027998452147093,12.8275355910431,0.0138341969683927,0.011496404091134,0.00847160935592802,-0.0955419941771305,-0.0915149239199818
"SL18-BL-11",0.0400708721610333,0.556228922554777,0.00684419260051473,12.3115509609582,0.0386705350989786,0.0328035455351644,0.0116362833645988,-0.0271566553769137,-0.113063170777824
"SL18-BL-12",0.0410295411399919,0.539702746114565,0.0299017190745257,10.303398956121,0.0194264294393147,-0.00317138424493576,-0.0678905961473897,-0.106627350068821,-0.168142174487544
"SL18-BL-13",0.0422377792133089,0.617028920173516,-0.00302272853519625,12.9361114509368,-0.00986655773740735,0.000627860193689666,0.0589280062925875,0.0419456032351731,0.0273779250952355
"SL18-BL-14",0.038291111635942,0.547016280157357,0.0156786184359674,9.27523480849517,0.0154707687343527,-0.00343977729462119,-0.00399391506109521,-0.0762845631370643,-0.0916631824298288
"SL18-BL-15",0.0358245092335581,0.479483584740797,0.0122839494001652,10.6619611747244,0.0335890514282059,0.0149705767918348,-0.0403981491393948,-0.0488992252858884,-0.0895834847945369
"SL18-BL-16",0.0515192987823621,0.695966499073084,0.0603755484586938,8.76486712144802,0.0227723210291391,-0.0423441677357783,0.019612376066871,-0.0900539004523425,-0.106320939434728
"SL18-CC-10",0.0540133837383061,0.606929905122598,-0.0052765357545635,-0.693098648412345,0.0754837061591459,-0.0918611478122621,-0.00838241292258216,-0.0553257354613476,-0.180936408335811
"SL18-CC-11",0.120182557359063,1.95159958936602,-0.145684287969675,58.4314985124313,-0.0127946672405172,-0.118319712699235,0.1749754543799,-0.253371318957211,-0.0975809732998665
"SL18-SF-13",0.0410652526400814,0.286494218632133,0.136006636404122,4.87795399957586,0.0847368294622871,-0.0573564572150916,-0.328453944209175,-0.482256252115209,-0.434881013335367
"SL18-OI-2",-0.0241832445708872,-0.48371197017344,0.111822696491276,-17.1983197743004,-0.12539571748905,0.0598397741703051,0.282180276949247,0.302556297640129,0.134961391454025
"SL18-OI-14",0.02287291908064,0.493290448127538,0.064100045662968,-31.7132871403732,-0.146172721245295,-0.11442834339582,0.042031293806822,0.184556710278198,-0.348291395798784
"SL18-PI-1",0.0188491696556339,0.294054693818355,-0.0300320858530763,9.34882432759863,0.0298274930156975,-0.053598848448735,-0.0290871984090624,-0.0789669258153184,-0.0600158112305222
"SA18-CB-1",0.0199720000072382,0.361189831010007,-0.0120024458196386,7.63315720075984,0.212292735432325,-0.0571287181298828,-0.0960317261066673,0.0976754264013042,0.534838948446987
"SA18-CB-3",0.0611604568075315,1.13761669525792,-0.161687974937065,30.7961490685638,0.14468406340405,0.377739252064028,-0.000696886830122822,-0.194639325741272,0.257332884740254
"SA18-CB-4",0.0628220060104731,1.33975369263441,-0.168886149821447,-8.98299498629619,0.11438000446981,-0.0190227292378812,0.1589387405015,-0.168242109899783,-0.175338079803286
"SA18-CB-7",0.155406327041785,2.37680850545543,0.0393908530522985,31.4125089249822,0.040074954371522,0.0767103347399912,-0.283064305718565,0.0385321325753496,-0.136886156957105
"SA18-CB-10",0.11652928689131,2.26823939828484,-0.127028288083104,30.0651779548119,-0.0978230516306818,-0.18746293671088,0.20716185698095,0.0935987893380835,-0.0645873812008014
"SL18-NC-11",-0.0681840630471038,-0.960396187734144,-0.0467810491702705,-6.52720885369608,-0.137744363372674,-0.176190489279202,-0.215149248224468,-0.570843279362291,0.163564936175689
"SL18-TI-1",0.0150390674294592,0.22363918614568,0.000262435757938059,4.33224928969038,0.0187923816517726,-0.0328036818009422,-0.0255515659043548,-0.0354013073757321,-0.00658289746531381
"SL18-TI-2",0.00893944513846809,0.139430755546352,0.0101412848767045,2.99263353362941,0.0203744732980228,-0.0351896067195397,-0.0632292528495725,-0.0638611183880442,-0.079567876105761
"SL18-TI-3",0.0199326993173422,0.333389548209552,0.0040865801744656,4.98802046839409,0.06275839270583,-0.0451317353183722,-0.201236323686149,-0.135138496249097,-0.176364388915597
"SL18-TI-4",0.0269087758276114,0.44071695668291,-0.0134109673259083,7.95295306839367,0.0536206858920373,-0.050862779529793,-0.0415380482171537,-0.0980473411059885,-0.018731337878153
"SL18-BL-17",0.0152036892610726,0.201264224698044,0.0158498376998701,8.42527121269807,0.0141663575259534,0.00604892325311476,-0.0928858557015269,-0.025761757929768,-0.107591953027589
"SL18-OD-3",-0.0255960732675684,-0.434701520822651,0.0280779712012276,-19.906131063082,-0.0582533885803712,-0.0753180997558219,-0.261489787735167,0.237953158503139,-0.159728086787886
"SL18-OD-5",-0.0603249029418811,-0.698303435193092,-0.059164259422779,-4.47380104182431,0.111801127550351,-0.329314610154092,0.286539479469944,-0.151744431241066,-0.264504602097663
"SL18-OD-6",-0.0208128414129475,-0.623447166035377,0.0435261463668565,-0.782722758140478,-0.0510576790576256,-0.131998788017596,0.204591639864728,0.373990107225691,0.286133394420337
"SL18-OD-10",0.0296117735287481,0.511288644538777,-0.0249712534009553,-5.59538141577937,0.0946495195019433,0.0385609916288439,0.0150380369243636,-0.335253223291123,-0.394760919147469
"SA18-CB-2",0.0579012768160046,0.680728981922559,-0.0189316411410094,7.47398304826043,-0.0295007336217857,0.110114791782155,-0.163734104363305,-0.117294534738523,-0.241037042701995
"SL18-NC-15",-0.0846654824518245,-0.985022460384766,-0.102095882904411,37.8512097656386,-0.0180665445867587,-0.125621377021897,-0.138342381988877,-0.108980481976426,-0.10910075090601
"SL18-BL-18",0.0179702883906481,0.233390930189154,-0.0074896112396416,6.24755756793365,-0.0140375072519785,0.0101257925665085,0.100558015310004,0.0527154884222241,0.0779200654396452
"SL18-FW-21",0.0233815582356309,0.352414184222748,-0.00102614444567184,9.02804164356492,0.023876662784886,-0.014887251651753,-0.0654111784725222,0.0143604952801119,0.00845534292894059
"SL18-SF-17",0.0327759014709746,0.319287485943678,0.0194695628444852,-9.4570989438135,0.0215013633171649,0.202382588322936,0.422883253896498,-0.170422457675476,0.168018327145693
"SL18-LL-9",-0.0368348182603995,-0.545765407473655,-0.0188791065166106,-6.25114039235396,0.0204027420183405,-0.0676429654785411,0.386179695174877,0.363874180487691,0.0383867891643826
"SL18-LD-2",-0.0595467780298881,-1.22278495900988,0.411160404549257,-51.2135384482447,0.0221579362239695,0.0139671285767964,-0.0581318217268165,0.314989940356155,0.184662366518332
"SL18-FW-12",0.0137458889958677,0.284217137848385,-0.0302986605514301,2.9606598512856,0.0122234301367219,-0.0588147027093932,0.00323477652401378,-0.0297755253061222,0.0201728963494772
"SL18-SF-19",-0.00273531173052291,-0.0378500325302548,0.2147551754813,33.7956971863158,-0.0248677154662944,0.108692403325402,0.124780582221623,-0.0488336686460449,0.319809246823136
"SA18-CB-5",0.0317380260622776,0.325769876823629,0.0113860916335025,-14.3707732848947,-0.0772700311585293,0.0730202795966062,0.222821906245399,0.241560904946715,0.235208913342017
"SL18-SF-15",0.0302263637637247,0.35908042569252,-0.0247483327158898,20.1567172959182,-0.0871561005328714,-0.0109847597552268,-0.0874690868100459,0.180748024689544,-0.655540402725547
"SL18-SF-18",-0.0114359378212186,-0.26456606953795,0.0885485394909568,-3.66162089430657,-0.0314183623823643,0.0539195855522198,-0.0830608375859424,0.0924608725321931,-0.0199817676490337
"SA18-CB-9",0.0622434702491371,0.649027133146952,0.0223239669392264,12.6542694052997,0.143223634362253,0.297077585057741,-0.371248947745048,-0.204550072478323,-0.425743505518449
"SL18-OI-7",0.0703644612827347,0.838287020941358,-0.0348783284402247,33.1362796055828,-0.0287381760007518,-0.0148980176880792,-0.251962024056951,-0.419301680938497,-0.236746206867586
"SL18-OI-9",-0.00533155715420271,-0.2977755939758,0.0833874628325909,9.21728876397718,0.0552741519542306,0.21302453712631,-0.334823601987101,-0.32581264481027,-1.41059673800108
"SL18-TI-5",0.0187570103380846,0.290968178286587,-0.00803180187340762,1.94545762614689,0.00632938602756155,-0.0142580568191174,-0.0894658989928617,-0.0651998098321996,-0.110704148408612
"SL18-CB-2",0.0000000000000000339367536205772,0.000000000000000744883005564406,-0.000000000000000430806863615997,0.0000000000000479638890727722,0.0000000000000000302715830792216,-0.000000000000000230457443761302,0.00000000000000260353109302626,-0.00000000000000136119848804679,-0.00000000000000226407176331249
"SL18-CB-3",0.0000000000000000435290792046463,0.000000000000000914387436189579,0.0000000000000000711575728269457,-0.0000000000000274707654912927,0.0000000000000000458988430339758,-0.000000000000000231915813582057,-0.00000000000000219330263945001,-0.000000000000000375411082288276,-0.00000000000000134077767976296
"SL18-CB-4",-0.0000000000000000924872164056138,0.000000000000000927407337676184,-0.000000000000000275360794182906,0.0000000000000278710371355235,0.000000000000000514184803066569,0.000000000000000624314263791467,-0.00000000000000136460678146133,0.000000000000000421704021789752,0.00000000000000468482057774643
"SL18-CB-7",0.000000000000000218906232588227,0.00000000000000385224490238885,-0.000000000000000328251650953349,0.0000000000000665500662628763,-0.0000000000000000966371677868204,-0.00000000000000112713404403634,0.00000000000000441662858820976,-0.00000000000000424776519457453,0.00000000000000114037254240933
"SL18-TI-6",0.0000000000000000597213158192131,0.00000000000000132842554804786,-0.00000000000000016361532264526,0.0000000000000442336530914993,0.00000000000000037436823659193,-0.000000000000000897564334161377,0.000000000000000143613786204315,0.00000000000000107744015747975,-0.000000000000000105373114713192
"SL18-OD-1",-0.0000000000000000816125646751463,-0.00000000000000122549743894305,0.0000000000000000537082955570622,-0.0000000000000164676167602857,0.000000000000000411061840965872,0.000000000000000833737825912429,0.00000000000000345234354482706,0.00000000000000119266898822924,0.00000000000000145474375140011
"SL18-OD-4",0.000000000000000193213472305949,0.00000000000000262555887004821,0.000000000000000204364979522941,-0.0000000000000205506784045489,-0.000000000000000087210476656131,-0.000000000000000785138350822583,0.00000000000000282211976101124,-0.00000000000000133678577225962,0.00000000000000269409914746199
"SL19-LR-5",-0.000000000000000179789211592297,-0.0000000000000018353726169022,-0.000000000000000187609934058901,0.0000000000000438434614846967,-0.000000000000000259211697518161,0.000000000000000726281808377104,0.000000000000000872871932806137,0.0000000000000000890655002553394,0.0000000000000000343727168693804
"SL19-LR-2",0.000000000000000103616672357881,0.0000000000000017877600873612,-0.000000000000000230887857876145,0.000000000000191085539713899,0.000000000000000274355185536207,0.000000000000000456788527666488,-0.00000000000000330854126961548,-0.00000000000000206919397194612,-0.0000000000000052708394622279
"SL18-DB-6",0.000000000000000029141252117597,0.000000000000000220232969778928,0.00000000000000000268265762546995,-0.00000000000000311166440778725,0.000000000000000396848106896976,0.000000000000000415380011189029,0.000000000000000991654742077623,0.00000000000000142850208473575,0.0000000000000042718132430383
"SL18-CB-10",-0.0000000000000000112084897246097,-0.00000000000000041641816135898,0.0000000000000000369022989333439,-0.0000000000000432733005460115,-0.00000000000000100183909169085,-0.0000000000000000906936772281192,0.00000000000000160420029995499,-0.000000000000000607571703016495,0.000000000000000650402283630425
"SA18-CB-10-FG1",0.0671091821390865,1.36544037963608,-0.100850430109598,22.6394968656918,-0.0287190758247588,-0.198216656940056,0.212917522442275,0.198519942775134,-0.237439989550377
"SL18-LD-10-FG1",0.0134926474214658,0.096668573679447,0.0262870931897031,2.29162475434537,0.0671105171614816,0.186146632095588,-0.0267230197219888,0.0369895061499444,-0.0530710398025638
"SL18-NL-6-FG1",0.0554072850618435,0.857732324205826,-0.114594098796994,93.1444496742902,-0.000232052640077653,0.00373972302775526,0.277075574256054,0.0642597239640791,0.365893065063653
"SL18-LD-10-FG2",-0.00579766972519512,-0.155940811327797,0.0810929512107108,1.81574125216506,-0.0836944747265702,0.112864240096964,0.966558749764777,-0.0669286904192147,0.393560321800339
"SL18-NL-9-FG2",-0.0173220219048838,-0.035411293836259,-0.161544176289058,27.6854925542559,0.0154700570336243,-0.167311436562907,-0.0916709090884091,-0.107491974571207,-0.231703196642712
"SL18-OI-15-FG1",0.0222207443311711,0.30235994044147,-0.0553181580731292,19.3426160268263,-0.223612296570893,-0.204569669182573,0.240267556742938,0.0862575732729304,0.313117567430822
"SL18-OI-16-FG3",-0.0180172849496017,-0.412172722644513,0.0288347246184073,5.63657282971558,0.0283860135226225,-0.202410253644395,-0.0638208063594961,-0.572763705414717,-0.382512279066871
"SL18-LD-13-FG2",-0.0209559492176032,-0.473283759664276,0.109699728757884,-0.577872477570049,0.0584265625416739,0.120646371923258,-0.184732972303969,-0.0787136351056335,-0.13114140418481
"SL18-OI-17-FG1",0.0143744870716367,0.34338127705579,-0.0375647587341055,2.93081150104606,-0.00586046122343173,0.104073702814534,-0.387551926251795,-0.582747869740576,-0.516519087233639
"SL18-OI-18-FG1",0.0131690427515453,0.082686749345361,0.0317174962692628,-4.09910640748496,-0.00745104656788332,0.209793788991982,0.851171581274636,0.527793604345428,0.969667921247877
"SL18-OI-18-FG2",-0.00611792315609415,-0.253461473638269,0.0973684207273259,-26.5090053384426,-0.131115307489704,-0.0344562326431978,-0.385562351949406,-0.282972802350108,-0.076992150017621
"SL18-OI-2-FG2",-0.00821694173145305,-0.162981181089904,0.063206159055482,-26.2370919187562,-0.0657078144788336,0.0191731886775737,0.419760003500113,0.24233936837596,0.292435591035691
"SL18-LD-1-FG1",-0.0230622187144216,-0.501967468421069,0.121486930477007,-2.96668347258502,0.0136481893561257,-0.286213628707633,-0.922719737682049,-0.0772758340843167,-0.486314137600989
"SL18-OI-2-FG3",-0.00816385919724297,-0.143587729136724,0.0463563020814775,-9.0819900275367,-0.0197115629741451,0.118764773121243,0.0638670519162255,0.108197709665663,0.0134413868460693
"SL18-OI-6-FG1",0.00718048475023855,0.0738766269801294,0.124542230406809,-43.285682890494,-0.167007935379759,-0.154727868747903,0.0098972498702949,-0.337125394973886,-0.0611039834057763
"SL18-OI-9-FG1",-0.0030357885792496,-0.161395522366207,0.0208497662807497,7.17484699201501,0.0842250095944172,0.0699933873230254,-0.194883285725747,-0.286494778496145,-0.783793466191748
"SL18-SF-13-FG1",-0.0131605157279426,-0.392987039165066,0.138477900704952,-16.8706828133257,0.0149188601903239,0.296694720581094,-0.366236093498087,-0.0569215578903457,-0.241291214588545
"SL18-LD-1-FG2",0.0155291897271193,0.0783258720369835,0.032657127169943,12.9372494411269,0.0918160001257975,0.199007209218614,0.411274939290106,0.129959020112438,0.63001673983716
"SA18-CB-4-FG3",0.0291814814491075,0.667797726776339,-0.10084100313268,-16.8504198890643,0.0803657407638026,-0.110218725385625,0.411540208624726,0.183940738658292,0.245593376618572
"SL18-LD-2-FG2",-0.0324305911836352,-0.68045534311645,0.302484710336468,-40.2687709780565,0.0798522192839238,-0.103326077732191,0.105780785566355,-0.0296019911541574,-0.0788517348685298
"SL18-LD-3-FG1",-0.0142638389782621,-0.328901643623252,0.114458151986771,-24.0507171180904,-0.108614202426199,-0.141079228302802,0.109696339974946,-0.248849901223963,0.0559654768096559
"SL18-LD-3-FG2",0.0109939096561553,0.149691955281412,-0.0279058713246533,14.5665114663677,0.061964626786983,0.238316164578466,-0.56551873801094,-0.0197377143177706,-0.0764642237755602
"SL18-LD-4-FG3",0.00640493166688104,0.016439536492142,0.0272888956394159,-4.00319300931077,0.0597502755558252,-0.0957010368142527,0.434921499838134,0.0720693030663657,0.170097788127188
"SA18-CB-7-FG1",0.108324662233511,1.46205062849261,0.054943761891116,18.1487293106409,0.0340417505372528,-0.086731094808421,-0.513265311461949,-0.233213528482826,-0.45804007817737
"SL18-LD-9-FG2",-0.00470837688518341,-0.179909624143812,0.0890649372381219,-35.416199527626,0.046754754776582,-0.0654238408998987,0.795428235666224,0.168868134557126,0.936009191567399
"SL18-LD-9-FG3",0.0125602489446203,0.045005779363231,0.0377213953162023,-4.76655309299624,0.0967037583661887,0.108655708738677,-0.0291575373605503,-0.477389817967805,-0.100523881064553
"SL18-LL-9-FG3",-0.0378782453450765,-0.524400395431662,-0.124411286530373,-6.21895833759114,-0.142501622315537,0.162372384573597,0.71716221698706,0.233477971043443,-0.163571591071077
"SL18-NL-10-FG1",-0.00298319538768282,0.127575417181987,-0.0801230188275256,32.7179772671938,-0.181704316509233,0.122650900440417,0.192389200083278,-0.12083523855236,0.173452327587213
"SL18-NL-2-FG1",0.00435463810080532,-0.104705041925091,0.0143084446739012,8.03672450861346,-0.0355737623595917,0.14508965621575,-0.0418245800617952,-0.0871058168334074,-0.427972854601369
"SL18-NL-2-FG3",-0.051437139510752,-0.72342578598809,-0.0257022943291579,-32.1260876779336,-0.143535751871216,0.299886349066815,0.341486994969956,-0.0160199708631128,0.177197691238388
"SL18-NL-3-FG1",-0.0507575718483217,-0.517189118981863,-0.0887991471431565,-15.3315474396985,-0.0372035683438006,-0.0782158220903285,0.158604239656,0.128928685402536,0.0500326542159213
"SL18-NL-3-FG3",-0.00712850712847681,-0.098372902649031,-0.0577650459927156,-7.75669691631045,-0.0547059861174109,-0.142247767349885,0.0797448641774244,0.129534357257938,-0.0924815456535087
"SL18-OI-11-FG3",0.0541982106931626,0.599564350636489,-0.0585063636887694,-4.98532418142163,-0.165744121273787,-0.0620374228979544,-0.203052714320778,0.205802271249354,-0.0913400610339683
"SL18-JS-16-FG3",-0.0675553596396204,-0.758550370792286,-0.084352751009276,-18.8483998983374,-0.0115212251535835,0.0441970736558,0.260924776629383,-0.113910616521478,0.356088947007052
"SL18-CC-1-FG2",0.0186586614264959,0.450236942531719,-0.0139227745151327,-1.43517772163916,-0.0186600828903829,0.0401394693597478,0.792227585377993,0.28619888809961,0.770624659441037
"SL18-CC-5-FG2",0.0290154845204545,0.525572887784821,-0.0821838348175137,8.25269307021671,0.043689072357121,0.0575419725544813,-0.38985923887579,0.257177374950105,-0.318878433285835
"SL18-CC-5-FG3",0.0177435081079324,0.312642150252752,-0.19477698220047,-10.7197739093406,-0.0475752163564791,0.149792273899873,-0.589718938303503,0.10211700601157,-0.470980779803681
"SL18-JS-16-FG1",-0.0708579851899701,-0.888958386008725,-0.058510084145351,-12.4900700136028,0.000593017888857861,0.106346814518039,-0.143312620450236,0.103478487857116,-0.0363939970160528
"SL18-NC-12-FG2",-0.0784968989722698,-1.05568907287741,-0.0229138268686486,-6.17020721532721,0.1433090942109,-0.0483640349313074,0.0380553944206688,0.00332205793786036,0.186234169469565
"SL18-OD-5-FG1",-0.0540369375423037,-0.623584300038892,-0.0457165805747626,-3.51422396348809,0.0890991893645269,-0.15810991374708,0.0315103991768594,-0.303717810929276,-0.334917988190228
"SA18-CB-9-FG1",0.0622434643072548,0.649027341339237,0.0223240478622881,12.6542567432498,0.14322329451099,0.297077929098776,-0.371247568879685,-0.204549666769156,-0.425741481210527
"SL18-CC-5-FG1",-0.0253295782931145,-0.243867353716701,-0.153286577919631,-9.45832274149467,0.0808679701849006,-0.0121126634101774,-0.32194991879225,-0.10132725937731,-0.476781183748563
"SL18-CC-12-FG3",0.0626002055450904,1.04320214269296,-0.0738518684472765,21.379930869571,0.0919058086664409,0.233639524454122,-0.0457878239744307,-0.121895405800752,-0.122746658999281
