"","dryWgtPerM","wetWgtPerM","percDryWgt","plotDensity"
"h2hMat",0.0950083022919326,0.120633589112502,0.209671131437569,0.107852255034176
"Vus",0.035582031540829,3.57805028184074,0.221924632370101,1139.67427252712
"ErrVars",0.338932939071906,26.0824307513804,0.836516893883506,9427.32103198442
