"","DWpM","WWpM","PDW","BD"
"SL18-OI-4",-0.00645534671752968,-0.077778265917836,0.0316242227314726,-7.67836602208302
"SL18-OI-5",0.00764582059752428,0.0539459182063959,0.0770683638302455,-2.12958167431205
"SL18-OI-6",-0.0245689193504553,-0.33698585779669,0.0204820371327477,-3.42343875804138
"SL18-OI-11",-0.00363004678221787,0.237175168316982,-0.186814640347059,-9.64072038639043
"SL18-OI-15",0.0480756377267071,0.545788676965618,-0.0958945776565786,-2.27138234988275
"SL18-OI-16",-0.0218689016665731,-0.247431463681624,-0.0936987418818385,-8.51036678123845
"SL18-OI-17",-0.0304090602744106,-0.35484171536538,0.0316928389864353,-5.67222825254181
"SL18-OI-18",-0.0209418701789207,-0.338640528649244,0.229687982838819,-8.27603853171652
"SL18-LD-1",-0.0122406097733468,-0.235957099139619,0.176343092370578,-11.3787947426217
"SL18-LD-3",0.000264354392093399,-0.0371824335654431,0.119500366017131,-4.30492050846318
"SL18-LD-4",-0.000715866215270205,-0.0634350330485492,0.127406485537211,-3.73280844482755
"SL18-LD-5",-0.00297290449181479,-0.0898507077882808,0.140832769168141,-5.06575185431607
"SL18-LD-9",0.00505626637194705,-0.00531917976547941,0.144250875082176,-4.269863123627
"SL18-LD-10",-0.00434323593167736,-0.0687320657137247,0.0920462650667763,-3.81858439902248
"SL18-LD-13",-0.0223330821040558,-0.267331322561876,0.0942962761395819,-10.4250031041691
"SL18-FW-2",0.023170661535486,0.269751410813736,-0.000902531045898327,1.53834017688441
"SL18-FI-1",0.0140766730310578,0.172187052341681,-0.0159013241449458,-0.569587639400265
"SL18-FI-2",0.0171557603644627,0.203955039427962,-0.0160592773398053,0.925741194625628
"SL18-CC-1",0.0460415047600706,0.492108833311603,0.0379520776478995,-0.361606911954522
"SL18-CC-2",-0.0135930822811064,0.0349622412844017,-0.316250468472404,-4.70313860550987
"SL18-CC-3",0.130189671058303,1.95560481217527,-0.290639281313002,12.3207556535226
"SL18-CC-4",0.012118097543152,0.242453059743304,-0.0780462504240508,1.63151142286196
"SL18-CC-5",-0.0202539610950271,-0.0653789886779358,-0.131449450886003,1.73640840015636
