"","Indiv","Trait","Sex","Born","Breed","isCandidate","Age","Class","c0","c1","lb","oc","ub","Ne","oc_using_AshFDWpM","AshFDWpM","oc_using_DWpM","DWpM","loc","Region"
"SL18-LD-3-FG2","SL18-LD-3-FG2",-0.0157803144653887,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.017441854134074,NA,"Ne60",0.017441854134074,-0.0157803144653887,0.0115891667183946,-0.0535751964911793,"LD","GOM"
"SL18-LD-4-FG3","SL18-LD-4-FG3",0.00761853612214263,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.0114881037950248,NA,"Ne60",0.0114881037950248,0.00761853612214263,0.00528130866139115,-0.0534742096845066,"LD","GOM"
"SA18-CB-7-FG1","SA18-CB-7-FG1",0.200953037838811,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,2.55544989865547e-06,NA,"Ne60",2.55544989865547e-06,0.200953037838811,2.67367288855073e-07,0.149647173975756,"CB","GOM"
"SL18-LD-9-FG2","SL18-LD-9-FG2",-0.0125085647051439,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,1.89135655390579e-06,NA,"Ne60",1.89135655390579e-06,-0.0125085647051439,1.4767268765795e-07,-0.0512694888754136,"LD","GOM"
"SL18-LD-9-FG3","SL18-LD-9-FG3",-0.017601850987183,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.00937081024646919,NA,"Ne60",0.00937081024646919,-0.017601850987183,0.00619799871647366,-0.034112291996346,"LD","GOM"
"SL18-LL-9-FG3","SL18-LL-9-FG3",0.00945204530057039,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,2.77321146700057e-07,NA,"Ne60",2.77321146700057e-07,0.00945204530057039,3.51848528635427e-08,-0.125799852535618,"LL","GOM"
"SL18-NL-10-FG1","SL18-NL-10-FG1",-0.0501765056401071,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.00031315724704912,NA,"Ne60",0.00031315724704912,-0.0501765056401071,0.00057464925172375,-0.0524856570900479,"NL","GOM"
"SL18-NL-2-FG1","SL18-NL-2-FG1",-0.0677069565932572,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.00707639081670908,NA,"Ne60",0.00707639081670908,-0.0677069565932572,0.0141620151358462,0.00584271977997859,"NL","GOM"
"SL18-NL-2-FG3","SL18-NL-2-FG3",-0.206209975079711,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,1.59493179241883e-07,NA,"Ne60",1.59493179241883e-07,-0.206209975079711,1.95520870776826e-07,-0.139292428574959,"NL","GOM"
"SL18-NL-3-FG1","SL18-NL-3-FG1",-0.0873171634671531,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,7.2892031213583e-07,NA,"Ne60",7.2892031213583e-07,-0.0873171634671531,4.33998656100886e-08,-0.177269316264618,"NL","GOM"
"SL18-NL-3-FG3","SL18-NL-3-FG3",-0.0133072402407714,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.00617635876162254,NA,"Ne60",0.00617635876162254,-0.0133072402407714,0.00642280585606705,0.0254985894254376,"NL","GOM"
"SL18-OI-11-FG3","SL18-OI-11-FG3",0.195451528147228,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.0183541586849163,NA,"Ne60",0.0183541586849163,0.195451528147228,0.0218344140710766,0.239969464186983,"OI","GOM"
"SL18-JS-16-FG3","SL18-JS-16-FG3",-0.253688575916399,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,1.08355515829843e-07,NA,"Ne60",1.08355515829843e-07,-0.253688575916399,4.91780071577555e-08,-0.218880366464724,"JS","GOM"
"SL18-CC-1-FG2","SL18-CC-1-FG2",-0.141226759120217,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,1.25235619805242e-07,NA,"Ne60",1.25235619805242e-07,-0.141226759120217,5.48493874715538e-08,-0.0771456869772464,"CC","GOM"
"SL18-CC-5-FG2","SL18-CC-5-FG2",0.32057302375781,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.0275636528065696,NA,"Ne60",0.0275636528065696,0.32057302375781,0.00985468611435312,0.176052853669648,"CC","GOM"
"SL18-CC-5-FG3","SL18-CC-5-FG3",0.127931968922879,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.00210160426878253,NA,"Ne60",0.00210160426878253,0.127931968922879,0.00808216327442822,0.110644511290232,"CC","GOM"
"SL18-JS-16-FG1","SL18-JS-16-FG1",-0.184182727563752,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,2.9931262125987e-07,NA,"Ne60",2.9931262125987e-07,-0.184182727563752,9.16730025281104e-08,-0.175327468987645,"JS","GOM"
"SL18-NC-12-FG2","SL18-NC-12-FG2",-0.083174416331025,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.000925315451171563,NA,"Ne60",0.000925315451171563,-0.083174416331025,1.29116234663318e-07,-0.158438441897056,"NC","GOM"
"SL18-OD-5-FG1","SL18-OD-5-FG1",-0.126867079178939,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,2.4205102936392e-07,NA,"Ne60",2.4205102936392e-07,-0.126867079178939,7.49104770041682e-08,-0.159090158139864,"OD","GOM"
"SA18-CB-9-FG1","SA18-CB-9-FG1",0.0998105688386726,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.0260788007588928,NA,"Ne60",0.0260788007588928,0.0998105688386726,0.0386537879013422,0.188286432980654,"CB","GOM"
"SL18-CC-5-FG1","SL18-CC-5-FG1",0.135073464787444,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.000852859059261054,NA,"Ne60",0.000852859059261054,0.135073464787444,4.93734535444287e-07,0.0821457115086987,"CC","GOM"
"SL18-CC-12-FG3","SL18-CC-12-FG3",0.190489982971604,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.00356911199089487,NA,"Ne60",0.00356911199089487,0.190489982971604,1.40802239127628e-07,0.131054203013267,"CC","GOM"
"SL18-SF-17-FG2","SL18-SF-17-FG2",0.273258721862844,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.0274074912665951,NA,"Ne60",0.0274074912665951,0.273258721862844,0.0102426539209653,0.0995608525776308,"SF","GOM"
"SL18-JS-5-FG1","SL18-JS-5-FG1",-0.198594288704336,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,1.35602129023109e-07,NA,"Ne60",1.35602129023109e-07,-0.198594288704336,2.80986396432738e-08,-0.249553745671422,"JS","GOM"
"SA18-CB-2-FG3","SA18-CB-2-FG3",0.00649596118218087,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.00292205733911506,NA,"Ne60",0.00292205733911506,0.00649596118218087,0.0172312076960616,0.105250409356599,"CB","GOM"
"SL18-CC-3-FG1","SL18-CC-3-FG1",-0.0267309373989114,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,1.34264682645082e-07,NA,"Ne60",1.34264682645082e-07,-0.0267309373989114,0.00227003654354064,0.101387603213874,"CC","GOM"
"SL18-NC-10-FG1","SL18-NC-10-FG1",-0.133976041646854,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,3.19202444351915e-07,NA,"Ne60",3.19202444351915e-07,-0.133976041646854,4.54394705457672e-08,-0.232028857413105,"NC","GOM"
"SL18-OI-17-FG4","SL18-OI-17-FG4",0.185419026039334,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.0195699840780165,NA,"Ne60",0.0195699840780165,0.185419026039334,0.0163509128187088,0.137086759441165,"OI","GOM"
"SL18-CC-3-FG2","SL18-CC-3-FG2",0.234180073009488,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.0241743428152643,NA,"Ne60",0.0241743428152643,0.234180073009488,0.0120625988924781,0.173578226962984,"CC","GOM"
"SL18-CC-1-FG1","SL18-CC-1-FG1",-0.0400942751907585,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,1.59622419969463e-06,NA,"Ne60",1.59622419969463e-06,-0.0400942751907585,5.24134423426073e-07,0.00390198208090065,"CC","GOM"
"SL18-OI-6-FG2","SL18-OI-6-FG2",0.399022224925392,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.0287922746806684,NA,"Ne60",0.0287922746806684,0.399022224925392,0.032401088728266,0.408099709022618,"OI","GOM"
"SL18-CC-12-FG2","SL18-CC-12-FG2",0.307246058727555,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.0283099991194505,NA,"Ne60",0.0283099991194505,0.307246058727555,0.0314201626535615,0.344428801490207,"CC","GOM"
"SL18-NC-10-FG3","SL18-NC-10-FG3",-0.128343612608775,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,4.48615710284098e-07,NA,"Ne60",4.48615710284098e-07,-0.128343612608775,4.12745829450692e-08,-0.23720560399438,"NC","GOM"
"SL18-CC-8-FG1","SL18-CC-8-FG1",-0.285702929342122,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,4.46031500203898e-08,NA,"Ne60",4.46031500203898e-08,-0.285702929342122,1.7801727882186e-08,-0.24613823480622,"CC","GOM"
"SL18-NC-5-FG2","SL18-NC-5-FG2",-0.0602612500538912,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,5.58315525192633e-07,NA,"Ne60",5.58315525192633e-07,-0.0602612500538912,2.78459862348428e-08,-0.243724900903206,"NC","GOM"
"SL18-CC-6-FG3","SL18-CC-6-FG3",-0.0764569518826928,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,3.17428808659014e-07,NA,"Ne60",3.17428808659014e-07,-0.0764569518826928,3.96597089521012e-08,-0.165300406419479,"CC","GOM"
"SL18-NL-7-FG4","SL18-NL-7-FG4",-0.060811089069416,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,1.2869507147828e-05,NA,"Ne60",1.2869507147828e-05,-0.060811089069416,1.81019929795455e-07,-0.124283614852916,"NL","GOM"
"SL18-CC-3-FG3","SL18-CC-3-FG3",0.0365766405107122,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,4.4867875011876e-07,NA,"Ne60",4.4867875011876e-07,0.0365766405107122,0.00679640434602586,0.129700567230482,"CC","GOM"
"SL18-JS-19-FG3","SL18-JS-19-FG3",-0.0394297682166745,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,8.18355559807722e-07,NA,"Ne60",8.18355559807722e-07,-0.0394297682166745,3.67105275151815e-08,-0.189276700546477,"JS","GOM"
"SL18-NC-15-FG3","SL18-NC-15-FG3",-0.170787172388209,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,9.79226533510599e-08,NA,"Ne60",9.79226533510599e-08,-0.170787172388209,4.2293434101736e-08,-0.0982209778030234,"NC","GOM"
"SL18-LL-9-FG2","SL18-LL-9-FG2",-0.171932891091596,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,4.66972944066259e-06,NA,"Ne60",4.66972944066259e-06,-0.171932891091596,0.00214161691575714,-0.177952542420398,"LL","GOM"
"SA18-CB-4-FG6","SA18-CB-4-FG6",0.124940791338116,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.00526613379414895,NA,"Ne60",0.00526613379414895,0.124940791338116,0.0081278526738271,0.127031641626209,"CB","GOM"
"SL18-JS-9-FG3","SL18-JS-9-FG3",-0.336782839150723,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,5.26988682190469e-08,NA,"Ne60",5.26988682190469e-08,-0.336782839150723,2.6115573405702e-08,-0.27222903548751,"JS","GOM"
"SL18-SF-13-FG2","SL18-SF-13-FG2",0.118368458010984,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,0.0060226103458314,NA,"Ne60",0.0060226103458314,0.118368458010984,0.0204393059935168,0.279082034605287,"SF","GOM"
"SL18-JS-19-FG2","SL18-JS-19-FG2",-0.0504932527536682,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,3.16392589814226e-07,NA,"Ne60",3.16392589814226e-07,-0.0504932527536682,3.00315331112568e-08,-0.209093292693232,"JS","GOM"
"SL18-NL-5-FG1","SL18-NL-5-FG1",-0.0594540833867301,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,1.75459270411058e-05,NA,"Ne60",1.75459270411058e-05,-0.0594540833867301,3.67397597431608e-07,-0.079229062509391,"NL","GOM"
"SL18-NC-8-FG1","SL18-NC-8-FG1",-0.174312688840945,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00257731958762887,0,0,5.40349553684522e-07,NA,"Ne60",5.40349553684522e-07,-0.174312688840945,5.75306310570096e-07,-0.141197967458044,"NC","GOM"
"SL18-SF-19-MG2","SL18-SF-19-MG2",0.00778618935387144,"male",1,"missing",TRUE,1,"missing.Age1.male",0.0023696682464455,0,0,0.0014570516755896,NA,"Ne60",0.0014570516755896,0.00778618935387144,0.00182397405526837,0.0451729002875645,"SF","GOM"
"SL18-OI-4-MG1","SL18-OI-4-MG1",0.062651532393447,"male",1,"missing",TRUE,1,"missing.Age1.male",0.0023696682464455,0,0,6.27798575812718e-07,NA,"Ne60",6.27798575812718e-07,0.062651532393447,3.67322108501896e-08,-0.0669095810651185,"OI","GOM"
"SL18-OI-11-MG2","SL18-OI-11-MG2",0.0115952749338051,"male",1,"missing",TRUE,1,"missing.Age1.male",0.0023696682464455,0,0,0.0007729652628061,NA,"Ne60",0.0007729652628061,0.0115952749338051,1.07850186358948e-05,-0.0129976905219125,"OI","GOM"
"SL18-OI-14-MG2","SL18-OI-14-MG2",-0.00711272230491506,"male",1,"missing",TRUE,1,"missing.Age1.male",0.0023696682464455,0,0,2.29592821507321e-06,NA,"Ne60",2.29592821507321e-06,-0.00711272230491506,0.00371620231172952,0.0744760801733646,"OI","GOM"
"SL18-OI-15-MG1","SL18-OI-15-MG1",0.0913287538810981,"male",1,"missing",TRUE,1,"missing.Age1.male",0.0023696682464455,0,0,0.000584343178904857,NA,"Ne60",0.000584343178904857,0.0913287538810981,0.00257078961665801,0.12887135884087,"OI","GOM"
"SL18-OI-16-MG1","SL18-OI-16-MG1",-0.021494445952076,"male",1,"missing",TRUE,1,"missing.Age1.male",0.0023696682464455,0,0,2.95196967080634e-06,NA,"Ne60",2.95196967080634e-06,-0.021494445952076,1.05219532092534e-07,-0.083783204252625,"OI","GOM"
"SL18-SF-17-MG1","SL18-SF-17-MG1",0.0950284539585673,"male",1,"missing",TRUE,1,"missing.Age1.male",0.0023696682464455,0,0,9.11462921144835e-06,NA,"Ne60",9.11462921144835e-06,0.0950284539585673,0.000720760302456915,0.045373105537253,"SF","GOM"
"SA18-CB-7-MG2","SA18-CB-7-MG2",0.318448039216143,"male",1,"missing",TRUE,1,"missing.Age1.male",0.0023696682464455,0,0,0.0385820376976917,NA,"Ne60",0.0385820376976917,0.318448039216143,0.0298257154046807,0.24562884131592,"CB","GOM"
