"","AshFDwPM","AshOnly","DWpM","WWP","PDW","BD"
"SL18-OI-4",0.0409709066929329,0.168857263566185,0.0190740650018029,0.0122483939995525,0.264537360586595,18.1802994254181
"SL18-OI-5",-0.0222319652758217,-0.583803141290674,-0.108628459472638,-0.415130226058181,0.165295150500739,-9.93266713915773
"SL18-OI-6",0.208868499711383,-0.94813082496014,0.166190222700464,0.382110139603416,0.564138979844363,-10.7909521879953
"SL18-OI-11",0.0371659613595193,0.282205532162127,0.0339197335583633,0.166879215843755,0.0463875011302337,4.47894423412466
"SL18-OI-15",0.0733740487195845,0.287184397367016,0.0962896169072987,0.370115539709677,0.0975268153624551,32.8946716325223
"SL18-OI-16",-0.0451338554132854,0.146014043651668,-0.0681353903938159,-0.173223161005579,0.144362865416231,22.4992782695289
"SL18-OI-17",0.0404890027393844,-0.430586290884833,0.0147492165186249,0.00119207890814385,-0.0161428661159256,-11.6084663434194
"SL18-OI-18",-0.00170155656208657,-0.24091284905772,-0.0132934707131623,-0.0924550233912387,0.306980389594704,-36.188356175124
"SL18-LD-1",0.0250306538111943,-0.181795290474708,-0.0531831659763579,-0.286590836505947,0.253419112396814,-11.9697893548215
"SL18-LD-3",0.0074376248867542,0.162489871972557,-0.0202623352981295,-0.102626095010179,0.120930886187605,-11.9167610214616
"SL18-LD-4",0.021793043239889,0.0344591077068299,-0.0280915835989306,-0.134318481252987,0.126378136840868,-23.186520744528
"SL18-LD-5",-0.000351441565133718,-0.0760200181752262,-0.0493969733318015,-0.0482669322346026,-0.025422558235899,-15.9178912373846
"SL18-LD-9",0.0123415949808428,-0.134243125344473,-0.00465771989979014,-0.0366427585427033,0.0835583710501037,-26.379423131695
"SL18-LD-10",0.0177503555597563,0.172405747996895,0.00967901294880249,0.0190719737053315,0.0909579816022151,3.41729889059895
"SL18-LD-13",-0.0383291965686756,-0.239032108333726,-0.0369981788300386,-0.10861169011201,0.106544782617889,19.1710877286599
"SL18-FW-2",-0.0124223377685329,-0.9745448795144,0.0507510520007205,0.150103293873782,0.0225551933224874,16.0882505496605
"SL18-FI-1",-0.0159150382941777,-1.20982972399137,0.044357062483569,0.125850442735985,0.0211850082887917,14.7414069264881
"SL18-FI-2",-0.0266495997706425,-1.09014756840719,0.0328383457260937,0.0921092129220586,0.0203853815206754,8.0251157082275
"SL18-CC-1",-0.00657966554493311,1.62226086551698,-0.000851769333560257,0.0259777483985264,0.0633490614572692,10.0165009199518
"SL18-CC-2",0.0707809992338422,0.467617947203424,0.104529949838857,0.336073862225368,-0.148299093096321,4.10317688076394
"SL18-CC-3",0.0800298936839166,0.183978848560924,0.0872967164419226,0.197199587266188,0.0684241184862233,-5.77821447061765
"SL18-CC-4",0.015318480506572,0.354633253727462,0.00274858840876833,0.0375286727991712,-0.0633281347682661,-3.61729399994751
"SL18-CC-5",0.0856260100759506,0.54769061416599,0.093987769188306,0.371025809887549,-0.204885785737507,-3.45056733040547
"SL18-CC-6",-0.0267773335586587,0.787920565393572,-0.0390134630236677,0.000404898918659002,-0.134392473788652,-12.8766358134268
"SL18-CC-7",0.0500269931100902,0.296501787389935,0.0862055786146195,0.325337704519178,-0.105932531997608,12.0927430368655
"SL18-CC-8",-0.0193118729271424,-0.0781431437983633,-0.0466427167389579,-0.0794539187975761,-0.159791396205293,-3.17817111768191
"SL18-CC-9",0.0110537045154199,0.367243307935913,0.00391210938261669,0.027203814886123,-0.0783792531013777,3.32885649958959
"SL18-CC-12",0.109953165498649,0.816709256958647,0.165905425918837,0.520324205387099,-0.019652207622262,37.2934922006881
"SL18-FW-14",-0.018624082982233,-0.991504866098472,0.0403876035979413,0.107069321935581,0.0187071650407702,10.6689425936098
"SL18-NC-2",0.0588533503149074,0.836562214411833,0.104060767523266,0.354588110776131,-0.0926005772041519,10.9178220783343
"SL18-NC-1",-0.0430462807047342,-0.0435306190553224,-0.083497856461718,-0.252394918881563,-0.0577043066685159,-5.11617755491442
"SL18-NC-5",-0.0838923923988415,1.202118642292,-0.165600349628255,-0.628545128328054,-0.190253336495892,-22.1728863222659
"SL18-JS-6",0.0942671819863481,0.377273508691101,0.161850509156915,0.310410778061181,0.639157086487588,-4.94379220137971
