"","crossID","Order_1","Year","plotNo","Region","plotNo_Numeric","date","GrowDays","Paint2Plant","femaPar","femaParLoc","malePar","maleParLoc","Crosses","CrossLoc","PlantingDens","development","line","position","block","PhotoScore","wetWgtPlot","lengthPlot","wetWgtPerM","percDryWgt","dryWgtPerM","AshFreedryWgtPerM","Ash.Free..","densityBlades","Carbon..Celignis.","Hydrogen..Celignis.","Nitrogen..Celignis.","Sulphur..Celignis.","Oxygen..Celignis.","Ash..Celignis.","Ash..WHOI.","Moisture","HHV","LHV","Total.Sugars","Mannuronic","Guluronic","Glucuronic","Mannitol","Fucose","Glucan","Xylan","Mannan","Galactan","B11","Na23","Mg26","Al27","P31","S34","K39","Ca44","Fe54","Mn55","Co59","Ni60","Cu63","Zn66","As75","Se78","Rb85","Sr88","Mo98","Cd111","C..UCONN.","N..UCONN.","C.N..UCONN.","Ash","C_N1","C_N_Combine","AshFDwPM","popChk","withinLoc","isSelf"
"605","SL19-UCONN-S259",377,"2020","2020_259","GOM","259","6_9_2020","185",NA,"SL18-CC-3-FG3","CC","SL18-OD-6-MG3","OD","SL18-CC-3-FG3xSL18-OD-6-MG3","CC X OD",3,1,"5",27,"5",3,4.61,0.96,4.81,11.72,0.563352197,NA,NA,130,NA,NA,NA,NA,NA,NA,43.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.05,NA,NA,0.321045374,"ES","0","0"
"606","SL19-UCONN-S26",378,"2020","2020_26","GOM","26","6_9_2020","185",NA,"SL18-CC-6-FG2","CC","SL18-OI-14-MG1","OI","SL18-CC-6-FG2xSL18-OI-14-MG1","CC X OI",3,1,"1",29,"5",3,2.12,1,2.12,11,0.233120687,NA,NA,130,NA,NA,NA,NA,NA,NA,43.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.72,NA,NA,0.13124496,"ES","0","0"
"397","SL19-UCONN-S260",379,"2020","2020_260","GOM","260","6_9_2020","185",NA,"SL18-JS-19-FG3","JS","SA18-CB-3-MG2","CB","SL18-JS-19-FG3xSA18-CB-3-MG2","JS X CB",3,1,"5",28,"5",2,0.31,1.011,0.31,10.52,0.032183786,NA,NA,130,NA,NA,NA,NA,NA,NA,42.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.52,NA,NA,0.0187453776,"ES","0","0"
"398","SL19-UCONN-S261",380,"2020","2020_261","GOM","261","6_9_2020","185",NA,"SL18-NC-12-FG2","NC","SL18-NL-5-MG2","NL","SL18-NC-12-FG2xSL18-NL-5-MG2","NC X NL",3,1,"5",30,"5",2,1.05,0.975,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,50.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6,NA,NA,NA,"ES","0","0"
"345","SL19-UCONN-S263",382,"2020","2020_263","GOM","263","6_9_2020","185",NA,"SL18-JS-5-FG1","JS","SA18-CB-1-MG12","CB","SL18-JS-5-FG1xSA18-CB-1-MG12","JS X CB",3,1,"5",32,"6",2,0.79,1,0.79,9.25,0.073085831,0.043243346,59.167892,140,NA,NA,NA,NA,NA,40.83,NA,11.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.37,1.42,17.87,40.83,NA,17.87,0.0432384775,"ES","0","0"
"349","SL19-UCONN-S264",383,"2020","2020_264","GOM","264","6_9_2020","185",NA,"SL18-JS-16-FG3","JS","SA18-CB-4-MG3","CB","SL18-JS-16-FG3xSA18-CB-4-MG3","JS X CB",3,1,"5",33,"6",2,0.93,0.92,1.01,9.87,0.099304978,0.056903671,57.301932,130,NA,NA,NA,NA,NA,42.7,NA,12.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.78,1.17,21.18,42.7,NA,21.18,0.057120651,"ES","0","0"
"480","SL19-UCONN-S265",384,"2020","2020_265","GOM","265","6_9_2020","185",NA,"SL18-OI-4-FG2","OI","SA18-CB-7-MG2","CB","SL18-OI-4-FG2xSA18-CB-7-MG2","OI X CB",2,1,"5",34,"6",3,10.54,0.87,12.11,16.67,2.019239106,1.110410519,54.991532,630,NA,NA,NA,NA,NA,45.01,NA,12.61,NA,NA,37.67,12.16,7.39,0.51,9.34,0.61,6.17,0.3,0.4,0.77,157.0718538,26524.47091,10960.76019,47.75683307,3171.414201,7808.578872,103447.6986,10680.85189,192.0341656,3.888740567,0.08671528,0.182143953,1.360359197,32.19445749,46.85021643,0.034749016,27.70575909,838.5522842,0.193563243,1.129783563,22.8,1.25,18.24,45.01,NA,18.24,1.1101034763,"ES","0","0"
"452","SL19-UCONN-S268",387,"2020","2020_268","GOM","268","6_9_2020","185",NA,"SL18-NC-1-FG1","NC","SL18-NC-12-MG3","NC","SL18-NC-1-FG1xSL18-NC-12-MG3","NC X NC",3,1,"5",37,"7",3,1,1,1,9.97,0.09967743,0.058244756,58.433244,170,NA,NA,NA,NA,NA,41.57,NA,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,1.3,18.62,41.57,NA,18.62,0.05825471,"ES","1","0"
"483","SL19-UCONN-S271",391,"2020","2020_271","GOM","271","6_9_2020","185",NA,"SL18-NC-15-FG3","NC","SL18-CC-1-MG2","CC","SL18-NC-15-FG3xSL18-CC-1-MG2","NC X CC",1,1,"5",40,"7",3,0.91,0.92,0.98,10.2,0.100402733,0.054735332,54.515779,90,NA,NA,NA,NA,NA,45.48,NA,10,NA,NA,33.58,6.17,7.04,0.93,10.93,1.15,5.78,0.24,0.44,0.91,133.235692,33554.89447,12639.38783,159.677352,2500.469858,13069.88098,85590.08249,10251.81249,671.8037732,7.640537161,0.116582151,0.904530045,1.931775271,69.65997779,21.53142132,0.059438326,25.51558645,1057.720155,0.249072689,0.608480635,NA,NA,NA,45.48,NA,NA,0.054498192,"ES","0","0"
"607","SL19-UCONN-S272",392,"2020","2020_272","GOM","272","6_9_2020","185",NA,"SL18-SF-17-FG2","SF","SL18-NC-12-MG1","NC","SL18-SF-17-FG2xSL18-NC-12-MG1","SF X NC",3,1,"5",41,"7",3,4.21,0.97,4.34,11.69,0.507413109,NA,NA,200,NA,NA,NA,NA,NA,NA,42.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.75,NA,NA,0.290455585,"ES","0","0"
"608","SL19-UCONN-S273",393,"2020","2020_273","GOM","273","6_9_2020","185",NA,"SL18-CC-5-FG2","CC","SL18-NC-10-MG2","NC","SL18-CC-5-FG2xSL18-NC-10-MG2","CC X NC",3,1,"5",43,"8",3,3.19,0.95,3.36,11.53,0.387601637,NA,NA,210,NA,NA,NA,NA,NA,NA,36.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.81,NA,NA,0.2448031152,"ES","0","0"
"399","SL19-UCONN-S275",395,"2020","2020_275","GOM","275","6_9_2020","185",NA,"SL18-NL-3-FG1","NL","SA18-CB-7-MG2","CB","SL18-NL-3-FG1xSA18-CB-7-MG2","NL X CB",3,1,"5",45,"8",2,0.58,1,0.58,8.44,0.04892366,NA,NA,250,NA,NA,NA,NA,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,NA,NA,0.02961596,"ES","0","0"
"314","SL19-UCONN-S277",397,"2020","2020_277","GOM","277","6_9_2020","185",NA,"SL18-LL-9-FG2","LL","SA18-CB-5-MG3","CB","SL18-LL-9-FG2xSA18-CB-5-MG3","LL X CB",1,1,"5",47,"8",2,0.28,0.983,0.29,11.03,0.03154006,0.021843483,69.256314,70,NA,NA,NA,NA,NA,30.74,NA,12.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.45,0.94,29.2,30.74,NA,29.2,0.0221541962,"ES","0","0"
"431","SL19-UCONN-S278",398,"2020","2020_278","GOM","278","6_9_2020","185",NA,"SL18-SF-17-FG2","SF","SA18-CB-7-MG3","CB","SL18-SF-17-FG2xSA18-CB-7-MG3","SF X CB",3,1,"5",48,"8",3,15.75,1.06,14.85,11.64,1.729189987,1.066984975,61.704323,310,28.41,3.66,1.15,0.62,27.85,38.3,NA,11.32,11.05,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.6363989,20270.97239,8390.866232,24.19835139,2383.385937,6140.515324,114120.3865,8788.381895,106.6480377,2.879192419,1.460523528,0.19657938,0.663312254,22.20995048,44.07650489,0.0281652,27.80856634,715.4184106,0.136290288,0.872237782,24.73,1.02,24.25,38.3,24.704347826087,24.4771739130435,1.06650918,"ES","0","0"
"438","SL19-UCONN-S279",399,"2020","2020_279","GOM","279","6_9_2020","185",NA,"SA18-CB-4-FG6","CB","SL18-JS-6-MG3","JS","SA18-CB-4-FG6xSL18-JS-6-MG3","CB X JS",3,1,"5",49,"9",3,8.38,0.99,8.47,13.64,1.154265069,0.697529942,60.430655,120,NA,NA,NA,NA,NA,39.57,NA,12.11,NA,NA,43.75,12.89,7.82,0.62,14.32,0.53,6.37,0.22,0.34,0.59,167.9819301,24974.35703,9909.688842,34.26543966,2350.95785,6912.39436,101186.1692,9807.757005,122.5646344,3.409820819,0.05642079,0.134301658,0.613550535,23.12114109,36.31782203,0.038615229,27.59120675,789.6618577,0.145297589,0.566226634,25,1.05,23.81,39.57,NA,23.81,0.6981526244,"ES","0","0"
"310","SL19-UCONN-S283",404,"2020","2020_283","GOM","283","6_9_2020","185",NA,"SL18-CC-3-FG1","CC","SL18-JS-11-MG2","JS","SL18-CC-3-FG1xSL18-JS-11-MG2","CC X JS",3,1,"5",54,"9",2,0.39,0.96,0.41,11.49,0.047017142,0.033206809,70.627026,NA,NA,NA,NA,NA,NA,29.37,NA,12.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.74,1.01,28.46,29.37,NA,28.46,0.0332730867,"ES","0","0"
"609","SL19-UCONN-S290",412,"2020","2020_290","GOM","290","6_9_2020","185",NA,"SA18-CB-5-FG6","CB","SL18-CC-6-MG2","CC","SA18-CB-5-FG6xSL18-CC-6-MG2","CB X CC",3,1,"5",61,"11",3,3.98,0.96,4.15,13.14,0.544987778,NA,NA,40,NA,NA,NA,NA,NA,NA,30.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.99,NA,NA,0.376318431,"ES","0","0"
"400","SL19-UCONN-S30",423,"2020","2020_30","GOM","30","6_9_2020","185",NA,"SL18-JS-19-FG3","JS","SL18-OI-17-MG1","OI","SL18-JS-19-FG3xSL18-OI-17-MG1","JS X OI",1,1,"1",34,"6",2,1.14,0.928,1.23,13.55,0.166598482,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.69,NA,NA,0.1055156115,"ES","0","0"
"502","SL19-UCONN-S34",467,"2020","2020_34","GOM","34","6_9_2020","185",NA,"SL18-OI-17-FG4","OI","SL18-CC-7-MG1","CC","SL18-OI-17-FG4xSL18-CC-7-MG1","OI X CC",3,1,"1",38,"7",3,7.11,1.037,6.85,10.79,0.739377608,0.383131118,51.818058,200,NA,NA,NA,NA,NA,48.18,40.37,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.11,1.45,15.25,44.275,NA,15.25,0.41187183375,"ES","0","0"
"401","SL19-UCONN-S35",478,"2020","2020_35","GOM","35","6_9_2020","185",NA,"SL18-OI-17-FG1","OI","SL18-OI-4-MG1","OI","SL18-OI-17-FG1xSL18-OI-4-MG1","OI X OI",3,1,"1",39,"7",2,1.38,0.97,1.42,12.73,0.181415223,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","1","0"
"610","SL19-UCONN-S42",507,"2020","2020_42","GOM","42","6_9_2020","185",NA,"SL18-CC-6-FG2","CC","SL18-OI-11-MG4","OI","SL18-CC-6-FG2xSL18-OI-11-MG4","CC X OI",3,1,"1",46,"8",3,3.62,1.035,3.5,11.7,0.40888204,NA,NA,110,NA,NA,NA,NA,NA,NA,44.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.68,NA,NA,0.2265354,"ES","0","0"
"330","SL19-UCONN-S43",508,"2020","2020_43","GOM","43","6_9_2020","185",NA,"SL18-JS-9-FG3","JS","SA18-CB-10-MG1","CB","SL18-JS-9-FG3xSA18-CB-10-MG1","JS X CB",1,1,"1",47,"8",2,0.74,0.99,0.75,12.41,0.092820179,0.058420548,62.939491,NA,NA,NA,NA,NA,NA,37.06,NA,11.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.07,1.36,18.43,37.06,NA,18.43,0.058581405,"ES","0","0"
"403","SL19-UCONN-S44",509,"2020","2020_44","GOM","44","6_9_2020","185",NA,"SL18-OI-6-FG3","OI","SL18-JS-6-MG1","JS","SL18-OI-6-FG3xSL18-JS-6-MG1","OI X JS",1,1,"1",48,"8",2,1.57,0.997,1.57,36.63,0.576919238,NA,NA,20,NA,NA,NA,NA,NA,NA,38.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.67,NA,NA,0.3527033103,"ES","0","0"
"433","SL19-UCONN-S45",510,"2020","2020_45","GOM","45","6_9_2020","185",NA,"SL18-SF-13-FG2","SF","SL18-JS-11-MG3","JS","SL18-SF-13-FG2xSL18-JS-11-MG3","SF X JS",3,1,"1",49,"9",3,7,1.03,6.79,12.17,0.826645737,0.505637167,61.167335,220,NA,NA,NA,NA,NA,38.83,NA,9.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.98,1.13,22.11,38.83,NA,22.11,0.5054740131,"ES","0","0"
"404","SL19-UCONN-S46",511,"2020","2020_46","GOM","46","6_9_2020","185",NA,"SL18-JS-19-FG3","JS","SL18-LD-13-MG3","LD","SL18-JS-19-FG3xSL18-LD-13-MG3","JS X LD",1,1,"1",50,"9",2,1.65,0.937,1.77,13.67,0.241280563,NA,NA,30,NA,NA,NA,NA,NA,NA,35.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.61,NA,NA,0.1557974001,"ES","0","0"
"447","SL19-UCONN-S53",519,"2020","2020_53","GOM","53","6_9_2020","185",NA,"SA18-CB-2-FG3","CB","SL18-CC-2-MG5","CC","SA18-CB-2-FG3xSL18-CC-2-MG5","CB X CC",2,1,"1",58,"10",3,13.37,0.972,13.76,10.23,1.407620503,0.834541021,59.287359,110,27.61,3.51,1.47,0.7,25.99,40.71,NA,10.68,10.65,9.88,40.21,11.45,7.7,0.71,11.66,0.9,6.14,0.31,0.42,0.86,185.5782157,20145.10113,8868.498746,36.5361881,2698.40406,7328.405223,118117.2985,9950.925812,230.4199714,3.91062052,0.064854447,0.164098539,0.946647969,27.58483485,41.69065575,0.033696079,30.98682087,799.5295905,0.162340152,0.738917536,22.38,1.11,20.16,40.71,18.7823129251701,19.471156462585,0.8345944992,"ES","0","0"
"414","SL19-UCONN-S56",522,"2020","2020_56","GOM","56","6_9_2020","185",NA,"SA18-CB-9-FG1","CB","SL18-OI-7-MG3","OI","SA18-CB-9-FG1xSL18-OI-7-MG3","CB X OI",3,1,"1",62,"11",3,7.05,1.02,6.91,15.74,1.087371821,0.730764383,67.204646,150,30.17,4.31,1.11,0.47,31.14,32.8,NA,9.75,12.16,11.21,51.18,11.83,6.29,0.6,23.37,0.56,7.46,0.16,0.35,0.55,146.4848615,20795.0733,8924.993855,28.64617902,2120.73379,5923.271182,83722.30707,8525.611235,300.9613636,3.916117664,0.085229816,0.24184025,1.002078841,17.32836138,31.56316311,0.043824431,21.50565364,631.6622065,0.123159977,0.27489441,27.15,0.95,28.58,32.8,27.1801801801802,27.8800900900901,0.730890048,"ES","0","0"
"405","SL19-UCONN-S57",523,"2020","2020_57","GOM","57","6_9_2020","185",NA,"SL18-CC-3-FG1","CC","SL18-OI-16-MG2","OI","SL18-CC-3-FG1xSL18-OI-16-MG2","CC X OI",3,1,"1",63,"11",2,1.62,0.86,1.88,16.81,0.316584317,NA,NA,150,NA,NA,NA,NA,NA,NA,28.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.93,NA,NA,0.2246010996,"ES","0","0"
"322","SL19-UCONN-S58",524,"2020","2020_58","GOM","58","6_9_2020","185",NA,"SL18-CC-8-FG1","CC","SL18-NC-8-MG2","NC","SL18-CC-8-FG1xSL18-NC-8-MG2","CC X NC",3,1,"2",1,"1",2,0.46,0.845,0.55,12.55,0.068428155,0.044159187,64.533651,70,NA,NA,NA,NA,NA,35.47,NA,12.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.28,0.91,27.78,35.47,NA,27.78,0.0445418325,"ES","0","0"
"466","SL19-UCONN-S63",530,"2020","2020_63","GOM","63","6_9_2020","185",NA,"SL18-SF-13-FG2","SF","SA18-CB-2-MG3","CB","SL18-SF-13-FG2xSA18-CB-2-MG3","SF X CB",3,1,"2",6,"1",3,9.46,1.02,9.27,12.24,1.135354404,0.643168313,56.649123,180,NA,NA,NA,NA,NA,43.35,NA,11.49,NA,NA,38.05,11.91,7.84,0.81,8.5,0.68,6.87,0.32,0.4,0.72,179.6708434,31992.42935,12022.6272,71.85979336,2114.763265,8660.214697,88995.04634,10250.68664,267.9963189,4.379620415,0.086474627,0.347461967,0.816648369,32.56917927,35.70479546,0.044493743,26.40226435,773.8307812,0.192840372,0.79925901,25,1.25,20,43.35,NA,20,0.642778092,"ES","0","0"
"611","SL19-UCONN-S66",533,"2020","2020_66","GOM","66","6_9_2020","185",NA,"SL18-SF-13-FG2","SF","SL18-JS-9-MG2","JS","SL18-SF-13-FG2xSL18-JS-9-MG2","SF X JS",2,1,"2",9,"2",3,3.96,0.98,4.04,12.35,0.499327512,NA,NA,250,NA,NA,NA,NA,NA,NA,39.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.77,NA,NA,0.300511562,"ES","0","0"
"612","SL19-UCONN-S67",534,"2020","2020_67","GOM","67","6_9_2020","185",NA,"SL18-JS-19-FG2","JS","SA18-CB-10-MG3","CB","SL18-JS-19-FG2xSA18-CB-10-MG3","JS X CB",2,1,"2",10,"2",3,1.37,0.95,1.45,12.99,0.187770305,NA,NA,50,NA,NA,NA,NA,NA,NA,27.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.48,NA,NA,0.136595046,"ES","0","0"
"406","SL19-UCONN-S68",535,"2020","2020_68","GOM","68","6_9_2020","185",NA,"SL18-CC-6-FG1","CC","SL18-JS-5-MG2","JS","SL18-CC-6-FG1xSL18-JS-5-MG2","CC X JS",2,1,"2",11,"2",2,0.44,1.08,0.41,10.88,0.044764563,NA,NA,160,NA,NA,NA,NA,NA,NA,42.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.24,NA,NA,0.0257655808,"ES","0","0"
"510","SL19-UCONN-S77",545,"2020","2020_77","GOM","77","6_9_2020","185",NA,"SL18-CC-12-FG2","CC","SL18-LL-9-MG4","LL","SL18-CC-12-FG2xSL18-LL-9-MG4","CC X LL",3,1,"2",22,"4",3,7.6,0.89,8.54,10.66,0.910135569,0.446912178,49.103913,440,NA,NA,NA,NA,NA,50.9,48.73,11.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.32,1.24,17.19,49.815,NA,17.19,0.4568661734,"ES","0","0"
"613","SL19-UCONN-S78",546,"2020","2020_78","GOM","78","6_9_2020","185",NA,"SL18-NL-3-FG1","NL","SL18-OI-7-MG3","OI","SL18-NL-3-FG1xSL18-OI-7-MG3","NL X OI",3,1,"2",23,"4",3,2.31,1.02,2.26,8.98,0.203222777,NA,NA,100,NA,NA,NA,NA,NA,NA,42.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.61,NA,NA,0.1164718572,"ES","0","0"
"407","SL19-UCONN-S85",554,"2020","2020_85","GOM","85","6_9_2020","185",NA,"SL18-NL-5-FG1","NL","SL18-OI-14-MG1","OI","SL18-NL-5-FG1xSL18-OI-14-MG1","NL X OI",2,1,"2",30,"5",2,1.39,1.03,1.35,13.39,0.180404521,NA,NA,80,NA,NA,NA,NA,NA,NA,40.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.81,NA,NA,0.1069948035,"ES","0","0"
"408","SL19-UCONN-S87",556,"2020","2020_87","GOM","87","6_9_2020","185",NA,"SL18-NC-8-FG1","NC","SL18-NL-7-MG2","NL","SL18-NC-8-FG1xSL18-NL-7-MG2","NC X NL",1,1,"2",33,"6",2,1.25,1.03,1.21,17.7,0.214393172,NA,NA,70,NA,NA,NA,NA,NA,NA,56.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.17,NA,NA,0.093870711,"ES","0","0"
"335","SL19-UCONN-S88",557,"2020","2020_88","GOM","88","6_9_2020","185",NA,"SL18-JS-5-FG2","JS","SL18-OI-5-MG3","OI","SL18-JS-5-FG2xSL18-OI-5-MG3","JS X OI",1,1,"2",34,"6",2,0.52,1.001,0.52,12.87,0.066847096,0.041031027,61.380418,60,NA,NA,NA,NA,NA,38.62,NA,10.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.54,1.22,20.93,38.62,NA,20.93,0.0410779512,"ES","0","0"
"442","SL19-UCONN-S90",560,"2020","2020_90","GOM","90","6_9_2020","185",NA,"SL18-CC-10-FG4","CC","SL18-NC-2-MG2","NC","SL18-CC-10-FG4xSL18-NC-2-MG2","CC X NC",3,1,"2",36,"6",3,4.75,0.97,4.9,14.7,0.720187772,0.432208743,60.013341,130,NA,NA,NA,NA,NA,39.99,NA,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.01,1.14,21.94,39.99,NA,21.94,0.43225203,"ES","0","0"
"614","SL19-UCONN-S91",561,"2020","2020_91","GOM","91","6_9_2020","185",NA,"SL18-NC-5-FG3","NC","SL18-OI-2-MG2","OI","SL18-NC-5-FG3xSL18-OI-2-MG2","NC X OI",3,1,"2",37,"7",3,1.82,1.005,1.81,10.75,0.194644302,NA,NA,210,NA,NA,NA,NA,NA,NA,44.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.92,NA,NA,0.10717191,"ES","0","0"
"481","SL19-UCONN-S92",562,"2020","2020_92","GOM","92","6_9_2020","185",NA,"SL18-OI-16-FG2","OI","SL18-OI-18-MG1","OI","SL18-OI-16-FG2xSL18-OI-18-MG1","OI X OI",3,1,"2",38,"7",3,1.14,1,1.14,11.49,0.131013916,0.071899726,54.879457,120,NA,NA,NA,NA,NA,45.12,NA,11.13,NA,NA,35.12,8.56,7.68,0.95,9.05,1.21,6.04,0.25,0.54,0.84,159.6264164,30890.92637,12140.30846,75.1523008,2502.680944,11625.96008,111100.5539,10771.28494,379.8591146,5.280748514,0.105519676,0.37179,1.166161878,41.27493515,25.78007521,0.044594129,29.21267453,974.9993458,0.187011509,0.691969397,22.7,1.18,19.24,45.12,NA,19.24,0.0718851168,"ES","1","0"
