crossID,Order_1,Year,plotNo,Region,plotNo_Numeric,date,GrowDays,Paint2Plant,femaPar,femaParLoc,malePar,maleParLoc,Crosses,CrossLoc,PlantingDens,development,line,position,block,PhotoScore,wetWgtPlot,lengthPlot,wetWgtPerM,percDryWgt,dryWgtPerM,AshFreedryWgtPerM,Ash Free %,densityBlades,Carbon (Celignis),Hydrogen (Celignis),Nitrogen (Celignis),Sulphur (Celignis),Oxygen (Celignis),Ash (Celignis),Ash (WHOI),Moisture,HHV,LHV,Total Sugars,Mannuronic,Guluronic,Glucuronic,Mannitol,Fucose,Glucan,Xylan,Mannan,Galactan,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111,C (UCONN),N (UCONN),C:N (UCONN)
SL19-UCONN-S227,342,2020,2020_227,GOM,227,6_9_2020,185,,SL18-JS-5-FG2,JS,SA18-CB-3-MG3,CB,SL18-JS-5-FG2xSA18-CB-3-MG3,JS X CB,2,1,4,56,10,1,1.04,1.03,1.01,12.8,0.128990541,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S229,344,2020,2020_229,GOM,229,6_9_2020,185,,SL18-NC-2-FG3,NC,SL18-OI-4-MG2,OI,SL18-NC-2-FG3xSL18-OI-4-MG2,NC X OI,1,1,4,58,10,1,0.22,0.955,0.23,11.77,0.02750741,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S230,346,2020,2020_230,GOM,230,6_9_2020,185,,SL18-CC-3-FG3,CC,SL18-NC-11-MG3,NC,SL18-CC-3-FG3xSL18-NC-11-MG3,CC X NC,3,1,4,59,10,1,0.8,1,0.8,16.39,0.13109628,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S231,347,2020,2020_231,GOM,231,6_9_2020,185,,SL18-JS-9-FG2,JS,SL18-LD-9-MG2,LD,SL18-JS-9-FG2xSL18-LD-9-MG2,JS X LD,2,1,4,61,11,1,0.97,0.95,1.02,12.74,0.130562379,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S234,350,2020,2020_234,GOM,234,6_9_2020,185,,SL18-CC-9-FG3,CC,SL18-JS-16-MG2,JS,SL18-CC-9-FG3xSL18-JS-16-MG2,CC X JS,1,1,5,2,1,1,0.24,0.96,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S236,352,2020,2020_236,GOM,236,6_9_2020,185,,SL18-NC-11-FG1,NC,SL18-JS-19-MG1,JS,SL18-NC-11-FG1xSL18-JS-19-MG1,NC X JS,2,1,5,4,1,1,0.41,1.002,0.41,9.12,0.037304798,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S237,353,2020,2020_237,GOM,237,6_9_2020,185,,SL18-NC-1-FG3,NC,SL18-NL-5-MG3,NL,SL18-NC-1-FG3xSL18-NL-5-MG3,NC X NL,1,1,5,5,1,1,0.12,0.86,0.14,10.45,0.014555032,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S241,358,2020,2020_241,GOM,241,6_9_2020,185,,SL18-JS-9-FG3,JS,SA18-CB-10-MG1,CB,SL18-JS-9-FG3xSA18-CB-10-MG1,JS X CB,1,1,5,9,2,1,0.14,1.03,0.13,11.43,0.015308314,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S242,359,2020,2020_242,GOM,242,6_9_2020,185,,SL18-NL-7-FG4,NL,SL18-CC-7-MG1,CC,SL18-NL-7-FG4xSL18-CC-7-MG1,NL X CC,3,1,5,10,2,1,0.34,0.95,0.36,12.13,0.043857902,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S245,362,2020,2020_245,GOM,245,6_9_2020,185,,SL18-CC-10-FG5,CC,SA18-CB-4-MG3,CB,SL18-CC-10-FG5xSA18-CB-4-MG3,CC X CB,3,1,5,13,3,1,0.1,0.993,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S251,369,2020,2020_251,GOM,251,6_9_2020,185,,SL18-JS-6-FG3,JS,SA18-CB-5-MG3,CB,SL18-JS-6-FG3xSA18-CB-5-MG3,JS X CB,1,1,5,19,4,1,0.11,0.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S254,372,2020,2020_254,GOM,254,6_9_2020,185,,SL18-CC-1-FG3,CC,SL18-OI-7-MG2,OI,SL18-CC-1-FG3xSL18-OI-7-MG2,CC X OI,3,1,5,22,4,1,0.14,0.91,0.15,8.9,0.013323473,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S256,374,2020,2020_256,GOM,256,6_9_2020,185,,SL18-OI-2-FG4,OI,SL18-OI-14-MG2,OI,SL18-OI-2-FG4xSL18-OI-14-MG2,OI X OI,3,1,5,24,4,1,0.07,1,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S257,375,2020,2020_257,GOM,257,6_9_2020,185,,SL18-NC-5-FG1,NC,SL18-JS-5-MG2,JS,SL18-NC-5-FG1xSL18-JS-5-MG2,NC X JS,1,1,5,25,5,1,0.08,0.99,0.08,9.55,0.007788449,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S262,381,2020,2020_262,GOM,262,6_9_2020,185,,SL18-NC-12-FG3,NC,SL18-OI-7-MG3,OI,SL18-NC-12-FG3xSL18-OI-7-MG3,NC X OI,1,1,5,31,6,1,0.15,0.962,0.16,9.41,0.014940295,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S266,385,2020,2020_266,GOM,266,6_9_2020,185,,SL18-NC-2-FG2,NC,SA18-CB-3-MG2,CB,SL18-NC-2-FG2xSA18-CB-3-MG2,NC X CB,1,1,5,35,6,1,0.1,0.95,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S267,386,2020,2020_267,GOM,267,6_9_2020,185,,SL18-NL-2-FG3,NL,SL18-JS-16-MG2,JS,SL18-NL-2-FG3xSL18-JS-16-MG2,NL X JS,3,1,5,36,6,1,0.15,1.01,0.15,15.63,0.023107443,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S269,388,2020,2020_269,GOM,269,6_9_2020,185,,SL18-NC-5-FG1,NC,SL18-OI-9-MG3,OI,SL18-NC-5-FG1xSL18-OI-9-MG3,NC X OI,1,1,5,38,7,1,0.17,1,0.17,9.65,0.016405407,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S27,389,2020,2020_27,GOM,27,6_9_2020,185,,SL18-JS-16-FG3,JS,SL18-OD-5-MG2,OD,SL18-JS-16-FG3xSL18-OD-5-MG2,JS X OD,3,1,1,30,5,1,0.68,0.79,0.87,10.83,0.09385691,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S270,390,2020,2020_270,GOM,270,6_9_2020,185,,SL18-CC-8-FG3,CC,SL18-NC-11-MG3,NC,SL18-CC-8-FG3xSL18-NC-11-MG3,CC X NC,3,1,5,39,7,1,0.75,0.87,0.86,12.5,0.107604648,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S274,394,2020,2020_274,GOM,274,6_9_2020,185,,SL18-NC-11-FG1,NC,SL18-CC-1-MG11,CC,SL18-NC-11-FG1xSL18-CC-1-MG11,NC X CC,3,1,5,44,8,1,0.33,0.965,0.34,10.11,0.03482049,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S276,396,2020,2020_276,GOM,276,6_9_2020,185,,SL18-OI-18-FG1,OI,SL18-OI-9-MG3,OI,SL18-OI-18-FG1xSL18-OI-9-MG3,OI X OI,1,1,5,46,8,1,0.2,0.95,0.21,10.97,0.023503138,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S28,400,2020,2020_28,GOM,28,6_9_2020,185,,SL18-NC-1-FG1,NC,SL18-OD-5-MG1,OD,SL18-NC-1-FG1xSL18-OD-5-MG1,NC X OD,2,1,1,31,6,1,0.45,0.95,0.48,10.43,0.049807422,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S280,401,2020,2020_280,GOM,280,6_9_2020,185,,SL18-NL-9-FG3,NL,SA18-CB-7-MG1,CB,SL18-NL-9-FG3xSA18-CB-7-MG1,NL X CB,3,1,5,50,9,1,0.42,0.91,0.46,12.68,0.057986583,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S282,403,2020,2020_282,GOM,282,6_9_2020,185,,SL18-OI-15-FG1,OI,SL18-SF-15-MG1,SF,SL18-OI-15-FG1xSL18-SF-15-MG1,OI X SF,2,1,5,52,9,1,0.19,0.98,0.2,8.23,0.016064424,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S285,406,2020,2020_285,GOM,285,6_9_2020,185,,SL18-JS-16-FG1,JS,SL18-NC-5-MG1,NC,SL18-JS-16-FG1xSL18-NC-5-MG1,JS X NC,2,1,5,56,10,1,0.49,0.935,0.53,10.65,0.056357188,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S286,407,2020,2020_286,GOM,286,6_9_2020,185,,SL18-NC-10-FG1,NC,SL18-OI-11-MG1,OI,SL18-NC-10-FG1xSL18-OI-11-MG1,NC X OI,1,1,5,57,10,1,0.12,0.98,0.12,15.08,0.018677981,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S287,408,2020,2020_287,GOM,287,6_9_2020,185,,SL18-NC-2-FG2,NC,SL18-OI-6-MG2,OI,SL18-NC-2-FG2xSL18-OI-6-MG2,NC X OI,1,1,5,58,10,1,0.02,1,0.02,12.32,0.002464142,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S288,409,2020,2020_288,GOM,288,6_9_2020,185,,SL18-NC-15-FG1,NC,SL18-CC-7-MG1,CC,SL18-NC-15-FG1xSL18-CC-7-MG1,NC X CC,1,1,5,59,10,1,0.1,0.935,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S289,410,2020,2020_289,GOM,289,6_9_2020,185,,SL18-CC-7-FG3,CC,SL18-NC-10-MG1,NC,SL18-CC-7-FG3xSL18-NC-10-MG1,CC X NC,2,1,5,60,10,1,0.04,0.98,0.04,8.93,0.003772241,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S29,411,2020,2020_29,GOM,29,6_9_2020,185,,SL18-NC-1-FG3,NC,SL18-OI-9-MG1,OI,SL18-NC-1-FG3xSL18-OI-9-MG1,NC X OI,1,1,1,32,6,1,0.59,0.93,0.64,11.18,0.071527962,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S292,414,2020,2020_292,SNE,292,5_26_2020,174,,SL18-FW-14-FG12,FW,SL18-TI-1-MG1,TI,SL18-FW-14-FG12xSL18-TI-1-MG1,FW X TI,3,1,1,2,1,1,0.05,1.04,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S307,431,2020,2020_307,SNE,307,5_26_2020,174,,SL18-PI-1-FG1,PI,SL18-FW-21-MG2,FW,SL18-PI-1-FG1xSL18-FW-21-MG2,PI X FW,3,1,1,18,3,1,0.02,0.9,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S309,433,2020,2020_309,SNE,309,5_26_2020,174,,SL18-BL-11-FG1,BL,SL18-FW-21-MG2,FW,SL18-BL-11-FG1xSL18-FW-21-MG2,BL X FW,3,1,2,2,1,1,0.02,1.06,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S31,434,2020,2020_31,GOM,31,6_9_2020,185,,SL18-OI-15-FG1,OI,SL18-OI-4-MG3,OI,SL18-OI-15-FG1xSL18-OI-4-MG3,OI X OI,3,1,1,35,6,1,0.11,0.815,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S310,435,2020,2020_310,SNE,310,5_26_2020,174,,SL18-BL-21-FG12,BL,SL18-PI-1-MG1,PI,SL18-BL-21-FG12xSL18-PI-1-MG1,BL X PI,3,1,2,3,1,1,0.02,1.03,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S311,436,2020,2020_311,SNE,311,5_26_2020,174,,SL18-PI-1-FG1,PI,SL18-BL-13-MG1,BL,SL18-PI-1-FG1xSL18-BL-13-MG1,PI X BL,3,1,2,4,1,1,0.1,0.95,0.11,16.97,0.018484997,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S317,442,2020,2020_317,SNE,317,5_26_2020,174,,SL18-FW-14-FG11,FW,SL18-TI-5-MG1,TI,SL18-FW-14-FG11xSL18-TI-5-MG1,FW X TI,3,1,2,11,2,1,0.01,0.97,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S318,443,2020,2020_318,SNE,318,5_26_2020,174,,SL18-FW-2-FG6,FW,SL18-BL-11-MG1,BL,SL18-FW-2-FG6xSL18-BL-11-MG1,FW X BL,3,1,2,12,2,1,0.04,0.9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S32,445,2020,2020_32,GOM,32,6_9_2020,185,,SL18-NC-9-FG2,NC,SL18-OI-17-MG1,OI,SL18-NC-9-FG2xSL18-OI-17-MG1,NC X OI,1,1,1,36,6,1,0.37,0.87,0.42,9.86,0.041814529,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S320,446,2020,2020_320,SNE,320,5_26_2020,174,,SL18-FI-2-FG6,FI,SL18-BL-12-MG3,BL,SL18-FI-2-FG6xSL18-BL-12-MG3,FI X BL,2,1,2,14,3,1,0.02,0.97,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S323,449,2020,2020_323,SNE,323,5_26_2020,174,,SL18-BL-21-FG12,BL,SL18-PI-1-MG2,PI,SL18-BL-21-FG12xSL18-PI-1-MG2,BL X PI,3,1,2,17,3,1,0.02,1.03,0.02,22.25,0.00386654,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S325,451,2020,2020_325,SNE,325,5_26_2020,174,,SL18-FI-1-FG11,FI,SL18-BL-11-MG4,BL,SL18-FI-1-FG11xSL18-BL-11-MG4,FI X BL,3,1,3,1,1,1,0.06,0.9,0.06,16.59,0.010505236,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S33,456,2020,2020_33,GOM,33,6_9_2020,185,,SL18-LL-9-FG4,LL,SL18-OI-18-MG3,OI,SL18-LL-9-FG4xSL18-OI-18-MG3,LL X OI,3,1,1,37,7,1,0.2,0.99,0.2,10.03,0.020329536,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S331,458,2020,2020_331,SNE,331,5_26_2020,174,,SL18-FI-1-FG13,FI,SL18-TI-3-MG2,TI,SL18-FI-1-FG13xSL18-TI-3-MG2,FI X TI,3,1,3,7,2,1,0.06,1.02,0.06,16.29,0.009359781,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S332,459,2020,2020_332,SNE,332,5_26_2020,174,,SL18-FW-14-FG2,FW,SL18-PI-1-MG10,PI,SL18-FW-14-FG2xSL18-PI-1-MG10,FW X PI,3,1,3,8,2,1,0.05,1.03,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S333,460,2020,2020_333,SNE,333,5_26_2020,174,,SL18-FI-1-FG3,FI,SL18-TI-1-MG11,TI,SL18-FI-1-FG3xSL18-TI-1-MG11,FI X TI,3,1,3,9,2,1,0.03,1.05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S334,461,2020,2020_334,SNE,334,5_26_2020,174,,SL18-FW-14-FG13,FW,SL18-TI-1-MG2,TI,SL18-FW-14-FG13xSL18-TI-1-MG2,FW X TI,3,1,3,11,2,1,0.07,0.91,0.07,15.61,0.011371194,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S335,462,2020,2020_335,SNE,335,5_26_2020,174,,SL18-BL-17-FG2,BL,SL18-FI-2-MG13,FI,SL18-BL-17-FG2xSL18-FI-2-MG13,BL X FI,3,1,3,12,2,1,0.09,0.85,0.11,16.38,0.017438377,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S337,464,2020,2020_337,SNE,337,5_26_2020,174,,SL18-FW-14-FG12,FW,SL18-BL-10-MG2,BL,SL18-FW-14-FG12xSL18-BL-10-MG2,FW X BL,3,1,3,14,3,1,0.17,0.975,0.18,15.33,0.0269995,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
