"","dryWgtPerM","wetWgtPerM","percDryWgt","plotDensity"
"h2hMat",0.334799017351402,0.38230426318537,0.27295467246964,0.273500696198839
"Vus",0.025470200907918,0.196526962578052,2.55469649158611,3798.81166159966
"ErrVars",0.0506058912784121,0.317532077571237,6.80472010484624,10090.7751452941
