"","DWpM","WWpM","PDW","BD"
"SL18-LD-13-FG2",-0.0823688802347806,-0.768402586914566,0.065417966881574,11.327097861392
"SL18-OI-17-FG1",0.000987939046010886,0.254975227149,-0.0499574144502291,1.79638820694174
"SL18-OI-18-FG1",0.0159608348896141,0.150005752492399,0.0395032564265324,-2.93264088492505
"SL18-OI-18-FG2",-0.0120605603057669,-0.390893315877583,0.14104287646561,-28.4431684847774
"SL18-OI-2-FG2",-0.00940417232139042,-0.301184103906492,0.0966540398182868,-31.3855375431912
"SL18-LD-1-FG1",-0.0365420855919713,-0.720156298198235,0.0989425536375442,0.911826508900431
"SL18-OI-2-FG3",-0.0221054724512389,-0.464988544881361,0.0662351922843061,-7.86649840361421
"SL18-OI-6-FG1",0.0256857084780866,0.0632818417520796,0.151508515285896,-49.2384423764788
"SL18-OI-9-FG1",-0.00721041389864566,-0.218773780905489,0.0256024342842053,11.2445473252269
"SL18-SF-13-FG1",-0.0255977836426528,-0.594478091535019,0.178496766267001,-15.6830242881818
"SL18-LD-1-FG2",0.017987659265401,0.0844384054671604,-0.0053540470866378,17.8728289569294
"SA18-CB-4-FG3",0.0447721513698694,0.474708860301151,-0.107925398943668,-30.4501551816259
"SL18-LD-2-FG2",-0.0330561436258536,-0.888255340020694,0.359303549384707,-44.8590646644881
"SL18-LD-3-FG1",-0.0302085464698632,-0.561879080106949,0.119697759110093,-30.0544711228059
"SL18-LD-3-FG2",0.01127879142558,0.11840401607406,-0.0591019331049031,17.8825698398726
"SL18-LD-4-FG3",0.00201693058180361,-0.161936309864108,0.015153647712438,-5.48577940476859
"SA18-CB-7-FG1",0.100698817273029,1.06334428445696,0.0051014757512632,6.90444973806844
"SL18-LD-9-FG2",-0.0278869039383021,-0.541979488747429,0.0705224773503302,-43.40129825448
"SL18-LD-9-FG3",0.0102620276874235,-0.118008735248894,0.0244790013739107,-5.60173277813553
"SL18-LL-9-FG3",-0.0712358726472314,-0.818460582415356,-0.210527955454696,-4.61772722698648
"SL18-NL-10-FG1",-0.0260926239795609,0.365247305091405,-0.13272379219337,36.0059346032218
"SL18-NL-2-FG1",0.0125196937731169,-0.0486217744589739,-0.00248516586741295,11.5566884519463
"SL18-NL-2-FG3",-0.077442503461361,-0.867403962605289,-0.065664274925988,-36.6418904857158
"SL18-NL-3-FG1",-0.109553574676399,-1.04241010589797,-0.11537183131503,-24.0105848725513
"SL18-NL-3-FG3",0.00558355648542833,0.170941010200083,-0.0719210709663011,-12.6422019666514
"SL18-OI-11-FG3",0.148276876342231,1.60013572359853,-0.110772552191416,14.2465246376998
"SL18-JS-16-FG3",-0.133023533713058,-1.20035065492053,-0.109363716913553,-20.0046809573768
"SL18-CC-1-FG2",-0.0688911723099816,-0.656433207871635,0.0178572579215765,-4.16027371384379
"SL18-CC-5-FG2",0.13218029239085,1.2391519835008,-0.0459008308806863,5.62853566839982
"SL18-CC-5-FG3",0.0787496482842237,1.1623816047625,-0.215067294861369,-8.1847461711814
"SL18-JS-16-FG1",-0.0826088938528196,-0.806783733279455,-0.0271885811193924,-0.747334003991462
"SL18-NC-12-FG2",-0.12169564460337,-1.19700022978057,-0.0294929160834143,-3.14393697787733
"SL18-OD-5-FG1",-0.0944992931727782,-0.881210134120284,-0.0564078528499114,-4.25689183665832
"SA18-CB-9-FG1",0.121538419707434,0.941859376617089,0.0172185466750879,15.0126896732354
"SL18-CC-5-FG1",0.0517504787536639,0.699696895212747,-0.14588983930685,-11.7081776831632
"SL18-CC-12-FG3",0.0743674655885216,0.649780850415246,0.0240466290491398,22.9377901118447
"SL18-SF-17-FG2",0.0688550578413683,0.805378637680644,-0.0398229000105363,9.42215765079698
"SL18-JS-5-FG1",-0.149986294877778,-1.05167122283507,-0.275185635313105,-31.0369616604534
"SA18-CB-2-FG3",0.0671403924373027,0.840466336801596,-0.0372448081027914,5.81200461492307
"SL18-CC-3-FG1",0.0618300434727516,0.487826621736166,0.0529186921292135,3.2209996636723
"SL18-NC-10-FG1",-0.127484265635925,-1.13585098740701,-0.224856616875467,-7.90243659791331
"SL18-OI-17-FG4",0.108224830661883,1.27513547760716,-0.0757314147259166,6.92363877341141
"SL18-CC-3-FG2",0.141089383739932,1.06321176188813,0.0600873929059716,8.53714937880492
"SL18-CC-1-FG1",-0.0158638058267264,-0.0775774033675327,0.0447208909446257,31.0399763781061
"SL18-OI-6-FG2",0.321244240444038,2.60302961466536,0.297877137726531,2.05434580960536
"SL18-CC-12-FG2",0.214956874932589,2.39191279410268,-0.0317229924051749,37.4670393496717
"SL18-NC-10-FG3",-0.15868954895711,-1.19981885747714,-0.487024397455266,-10.8753440575634
"SL18-CC-8-FG1",-0.170229235170725,-1.49004197103773,-0.107331781848382,-24.1351615847715
"SL18-NC-5-FG2",-0.131329748072126,-1.21302939143815,-0.130665047261906,-15.7676876801823
"SL18-CC-6-FG3",-0.119113466956738,-1.05437725407114,-0.0615271438086216,-25.422705382506
"SL18-NL-7-FG4",-0.0663042950012593,-0.619712375276683,0.00990989206592476,-18.2808882579557
"SL18-CC-3-FG3",0.0817265159001554,0.712177406302622,0.0384768995070012,-5.71601126896019
"SL18-JS-19-FG3",-0.126224838670542,-1.09368431704,-0.0633388768406917,-35.1605517702254
"SL18-NC-15-FG3",-0.0696905385221219,-0.543883835936724,-0.0926309683331802,14.4211515522392
"SL18-LL-9-FG2",-0.0716026519978245,-0.632963589190185,-0.0963607989888061,0.425318909717498
"SA18-CB-4-FG6",0.106095619568876,1.09568018868234,-0.104410806889259,-14.6388071687617
"SL18-JS-9-FG3",-0.163705049607107,-1.51671792073665,-0.115356066241873,-11.7120770120618
"SL18-SF-13-FG2",0.161399038026276,1.62354022178603,-0.0463955746204207,23.8272955810002
"SL18-JS-19-FG2",-0.149413873118517,-1.43560825914687,-0.00946576668755482,-40.96252295543
"SL18-NL-5-FG1",-0.027481113924075,-0.385952725053557,-0.0225074313829707,-4.08034464894871
"SL18-NC-8-FG1",-0.0778125362812341,-0.709188537189153,0.0658450019330115,-13.4964967565525
"SL18-SF-19-MG2",0.0242672300779053,0.650452170029025,0.0596361193271726,46.2081652513825
"SL18-OI-4-MG1",-0.0346531712345082,-0.75764553295843,0.183048898916865,0.961900837879842
"SL18-OI-11-MG2",-0.00998653267171217,-0.431445858188572,0.0218242190832394,13.8753047096626
"SL18-OI-14-MG2",0.0462723934938176,0.511861689756824,0.118833764154058,-29.2864456682689
"SL18-OI-15-MG1",0.0786770161201746,0.811791953390328,0.00998764676087076,44.6214254694032
