"","x"
"dryWgtPerM",0.357229318380996
"wetWgtPerM",0.429954720700663
"percDryWgt",0.0595438946491292
"plotDensity",0.266867869488677
"bladeLength",0.470330946558005
"bladeMaxWidth",0.603023587551606
"bladeThickness",0.578870465020797
"stipeLength",0.773436549672872
"stipeDiameter",0.692045407515227
