Plot #,Cross ID,FemaleGP,Female Location,MaleGP,Male Location,Crosses,Cross Location,Category,Site,F_Keeper,M_Keeper,Painting Density ,Development Ranking,Contamination is Culture,Line ,Position,Block,Harvest Date,Sample Date,Time,Recorder,Photo,Photo Score,Wet Weight of Plot (kg),Length of Plot (m),Wet Weight per meter (kg),% Dry Weight (Subsample),Dry Yield (kg/m) (Subsample),% Dry Weight (Individual),Dry Yield (kg/m) (Individual),Sporphyte Density per Meter,Blade Length (cm),Blade Width Max (cm),Blade Thickness (mm),Stipe Length (cm),Stipe Diameter (mm),% Dry Weight,Stipe Hollow (Y),Stipe Hollow (N),Bullations (Y),Bullations (N),Fouling (Y),Fouling (N),Sorrus Tissue (Y),Sorrus Tissue (N)
S212,SL20_UCONN_S212,SL18-CC-12-FG3,CC,SL18-OI-15-MG2,OI,SL18-CC-12-FG3xSL18-OI-15-MG2,CC x OI,TopRep2,GOM,,,,,,4,2,1,6/7/21,6/8/21,15:59,,Yes,3,9.7,0.825,11.76,9.62,1.131009819,8.318870405,0.97809749,143.75,146.3,14.44,1.14,23.42,5.31,8.32,0,0,0,5,5,0,0,5
S213,SL20_UCONN_S213,SL18-CC-5-FG1,CC,SL18-OI-15-MG2,OI,SL18-CC-5-FG1xSL18-OI-15-MG2,CC x OI,Top160,GOM,,,,,,4,3,1,6/7/21,6/8/21,16:03,,Yes,3,5.77,0.84,6.87,9.93,0.682121266,8.09499189,0.556048848,150,76.8,12.9,1.09,16.34,5.86,8.09,0,0,0,5,5,0,1,4
S214,SL20_UCONN_S214,SL18-CC-5-FG2,CC,SA18-CB-10-MG1,CB,SL18-CC-5-FG2xSA18-CB-10-MG1,CC x CB,TopRep2,GOM,,,,,,4,4,1,6/7/21,6/8/21,16:07,,Yes,2,4.1,0.87,4.71,10.24,0.482809602,10.25848589,0.483445887,168.75,55.52,12.78,0.43,3.72,2.59,10.26,0,0,0,5,5,0,0,5
S215,SL20_UCONN_S215,SL18-UCONN-S157-FG3,UCONN,SL18-OI-17-MG3,OI,SL18-UCONN-S157-FG3xSL18-OI-17-MG3,UCONN x OI,Top160,GOM,,,,,,4,5,1,6/7/21,6/8/21,16:13,,Yes,1,1.59,0.841,1.89,10.15,0.191847985,10.26438584,0.194059138,37.5,103.22,17.22,0.66,10.4,4.73,10.26,0,0,3,2,0,5,2,3
S216,SL20_UCONN_S216,SL18-JS-16-FG1,JS,SL18-CC-2-MG6,CC,SL18-JS-16-FG1xSL18-CC-2-MG6,JS x CC,Extra,GOM,,,,,,4,6,1,6/7/21,6/8/21,16:16,,Yes,3,10.46,0.9,11.62,10.75,1.24890617,8.599996311,0.999510682,162.5,102.44,25,1.16,17.84,5.12,8.6,0,0,0,5,5,0,1,4
S217,SL20_UCONN_S217,SL18-CC-12-FG3,CC,SL18-OI-15-MG2,OI,SL18-CC-12-FG3xSL18-OI-15-MG2,CC x OI,TopRep1,GOM,,,,,,4,7,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S218,SL20_UCONN_S218,SL18-UCONN-S143-FG3,UCONN,SL18-LD-2-MG2,LD,SL18-UCONN-S143-FG3xSL18-LD-2-MG2,UCONN x LD,Top160,GOM,,,,,,4,8,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S219,SL20_UCONN_S219,SL18-NC-15-FG2,NC,SL18-OI-18-MG1,OI,SL18-NC-15-FG2xSL18-OI-18-MG1,NC x OI,Extra,GOM,,,,,,4,9,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S220,SL20_UCONN_S220,SL18-CC-5-FG2,CC,SA18-CB-10-MG1,CB,SL18-CC-5-FG2xSA18-CB-10-MG1,CC x CB,TopRep1,GOM,,,,,,4,10,1,6/7/21,6/8/21,16:19,,Yes,2,6.47,0.861,7.51,10.42,0.782965885,9.132918083,0.686294774,87.5,110.52,15.76,0.73,3.9,3.12,9.13,0,0,0,5,5,0,2,3
S221,SL20_UCONN_S221,SL19-UCONN-176,UCONN,SL19-UCONN-176,UCONN,SL19-UCONN-176xSL19-UCONN-176,UCONN x UCONN,4000,GOM,,,,,,4,11,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S222,SL20_UCONN_S222,SL18-OI-6-FG2,OI,SL18-LD-2-MG2,LD,SL18-OI-6-FG2xSL18-LD-2-MG2,OI x LD,TopRep1,GOM,,,,,,4,12,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Check1,Check1,SL-ME1-FG1,ME1,SL-ME1-MG1,ME1,SL-ME1-FG1xSL-ME1-MG1,ME1 x ME1,Check5,GOM,,,,,,4,13,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S223,SL20_UCONN_S223,SA18-CB-5-FG3,CB,SL18-NL-5-MG1,NL,SA18-CB-5-FG3xSL18-NL-5-MG1,CB x NL,Diversity,GOM,,,,,,4,14,2,6/7/21,6/8/21,16:22,,Yes,2,9.68,0.83,11.66,12.57,1.466066869,10.24157635,1.194439266,106.25,204.8,9.54,0.8,9.86,3.91,10.24,0,0,0,5,5,0,0,5
S224,SL20_UCONN_S224,SL19-UCONN-220,UCONN,SL19-UCONN-220,UCONN,SL19-UCONN-220xSL19-UCONN-220,UCONN x UCONN,4000,GOM,,,,,,4,15,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S225,SL20_UCONN_S225,SL18-CC-12-FG3,CC,SL18-OI-15-MG2,OI,SL18-CC-12-FG3xSL18-OI-15-MG2,CC x OI,Spray,GOM,,,,,,4,16,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S226,SL20_UCONN_S226,SL18-CC-3-FG2,CC,SL18-OD-6-MG1,OD,SL18-CC-3-FG2xSL18-OD-6-MG1,CC x OD,Spray,GOM,,,,,,4,17,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S227,SL20_UCONN_S227,SL18-UCONN-S94-FG2,UCONN,SL18-OI-17-MG3,OI,SL18-UCONN-S94-FG2xSL18-OI-17-MG3,UCONN x OI,Top160,GOM,,,,,,4,18,2,6/7/21,6/8/21,16:27,,Yes,2,6.4,0.822,7.79,15.52,1.208021683,9.547818311,0.743382448,50,156.72,17.26,0.71,16.1,4.25,9.55,0,0,0,5,5,0,2,3
S228,SL20_UCONN_S228,SL18-NL-6-FG2,NL,SL18-OI-9-MG3,OI,SL18-NL-6-FG2xSL18-OI-9-MG3,NL x OI,Extra,GOM,,,,,,4,19,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S229,SL20_UCONN_S229,SL18-CB-2-FG-3,CB,SL18-NL-9-MG2,NL,SL18-CB-2-FG-3xSL18-NL-9-MG2,CB x NL,diversity,GOM,,,,,,4,20,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S230,SL20_UCONN_S230,SL18-JS-9-FG2,JS,SL18-CC-7-MG2,CC,SL18-JS-9-FG2xSL18-CC-7-MG2,JS x CC,Extra,GOM,,,,,,4,21,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S231,SL20_UCONN_S231,SL18-OD-5-FG1,OD,SL18-NL-9-MG3,NL,SL18-OD-5-FG1xSL18-NL-9-MG3,OD x NL,Diversity,GOM,,,,,,4,22,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Check3,Check3,SL-OI-15-FG,OI,SL-ME1-MG1,ME1,SL-OI-15-FGxSL-ME1-MG1,OI x ME1,Check20,GOM,,,,,,4,23,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S232,SL20_UCONN_S232,SL18-JS-9-FG3,JS,SL18-JS-5-MG2,JS,SL18-JS-9-FG3xSL18-JS-5-MG2,JS x JS,Low10,GOM,,,,,,4,24,3,6/7/21,6/8/21,14:31,,Yes,3,7.02,0.78,9,11.02,0.99182312,10.54651136,0.949186023,306.25,104.96,14.64,1.19,17.22,5.65,10.55,0,0,0,5,0,5,0,5
S233,SL20_UCONN_S233,SL18-NL-2-FG1,NL,SL18-OI-9-MG3,OI,SL18-NL-2-FG1xSL18-OI-9-MG3,NL x OI,Extra,GOM,,,,,,4,25,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S234,SL20_UCONN_S234,SL19-UCONN-56,UCONN,SL19-UCONN-56,UCONN,SL19-UCONN-56xSL19-UCONN-56,UCONN x UCONN,4000,GOM,,,,,,4,26,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S235,SL20_UCONN_S235,SL19-UCONN-176,UCONN,SL19-UCONN-176,UCONN,SL19-UCONN-176xSL19-UCONN-176,UCONN x UCONN,4000,GOM,,,,,,4,27,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S236,SL20_UCONN_S236,SL18-JS-19-FG6,JS,SL18-SF-13-MG1,SF,SL18-JS-19-FG6xSL18-SF-13-MG1,JS x SF,Top160,GOM,,,,,,4,28,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S237,SL20_UCONN_S237,SL18-CC-1-FG3,CC,SL18-OI-9-MG3,OI,SL18-CC-1-FG3xSL18-OI-9-MG3,CC x OI,Extra,GOM,,,,,,4,29,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S238,SL20_UCONN_S238,SL18-CC-5-FG2,CC,SA18-CB-10-MG1,CB,SL18-CC-5-FG2xSA18-CB-10-MG1,CC x CB,Spray,GOM,,,,,,4,30,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S239,SL20_UCONN_S239,SL18-UCONN-S142-FG2,UCONN,SL18-OI-4-MG2,OI,SL18-UCONN-S142-FG2xSL18-OI-4-MG2,UCONN x OI,Top160,GOM,,,,,,4,31,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S240,SL20_UCONN_S240,SL18-CC-6-FG3,CC,SL18-OI-18-MG1,OI,SL18-CC-6-FG3xSL18-OI-18-MG1,CC x OI,Extra,GOM,,,,,,4,32,3,6/7/21,6/8/21,16:33,,Yes,2,7.51,0.905,8.3,10.31,0.855192768,9.678032041,0.80311625,150,185.16,15.44,0.84,6.46,3.75,9.68,0,0,2,3,5,0,3,2
S241,SL20_UCONN_S241,SL19-UCONN-BL4S,UCONN,SL19-UCONN-BL4S,UCONN,SL19-UCONN-BL4SxSL19-UCONN-BL4S,UCONN x UCONN,4000,GOM,,,,,,4,33,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S242,SL20_UCONN_S242,SA18-CB-1-FG2,CB,SL18-LD-1-MG1,LD,SA18-CB-1-FG2xSL18-LD-1-MG1,CB x LD,Extra,GOM,,,,,,4,34,4,6/7/21,6/8/21,16:36,,Yes,2,2.64,0.83,3.18,11.78,0.374591193,11.53365142,0.366853491,75,158.62,10.24,0.71,8.9,3.36,11.53,0,0,0,5,5,0,0,5
S243,SL20_UCONN_S243,SL18-JS-19-FG2,JS,SL18-OI-7-MG1,OI,SL18-JS-19-FG2xSL18-OI-7-MG1,JS x OI,Extra,GOM,,,,,,4,35,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S244,SL20_UCONN_S244,SL18-JS-19-FG2,JS,SL18-OI-7-MG2,OI,SL18-JS-19-FG2xSL18-OI-7-MG2,JS x OI,Extra,GOM,,,,,,4,36,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S245,SL20_UCONN_S245,SL19-UCONN-58,UCONN,SL19-UCONN-58,UCONN,SL19-UCONN-58xSL19-UCONN-58,UCONN x UCONN,4000,GOM,,,,,,4,37,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S246,SL20_UCONN_S246,SL19-UCONN-231,UCONN,SL19-UCONN-231,UCONN,SL19-UCONN-231xSL19-UCONN-231,UCONN x UCONN,4000,GOM,,,,,,4,38,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S247,SL20_UCONN_S247,SL18-SF-13-FG2,SF,SL18-UCONN-S2-MG3,UCONN,SL18-SF-13-FG2xSL18-UCONN-S2-MG3,SF x UCONN,Top160,GOM,,,,,,4,39,4,6/7/21,6/8/21,16:40,,Yes,3,7.09,0.84,8.44,10.62,0.89615212,11.01836264,0.930002276,187.5,93.24,12.28,0.94,39.76,6.56,11.02,0,0,1,4,5,0,0,5
S248,SL20_UCONN_S248,SL18-JS-5-FG1,JS,SL18-JS-11-MG3,JS,SL18-JS-5-FG1xSL18-JS-11-MG3,JS x JS,Extra,GOM,,,,,,4,40,4,6/7/21,6/8/21,16:42,,Yes,2,3.05,0.781,3.91,9.8,0.38252577,9.557433409,0.373241638,125,107.14,12.22,0.95,19.34,5.26,9.56,0,0,0,5,5,0,0,5
S249,SL20_UCONN_S249,SL18-CC-8-FG1,CC,SL18-NL-2-MG1,NL,SL18-CC-8-FG1xSL18-NL-2-MG1,CC x NL,Low10,GOM,,,,,,4,41,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S250,SL20_UCONN_S250,SL19-UCONN-227,UCONN,SL19-UCONN-227,UCONN,SL19-UCONN-227xSL19-UCONN-227,UCONN x UCONN,4000,GOM,,,,,,4,42,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S251,SL20_UCONN_S251,SL18-CC-5-FG1,CC,SL18-NC-2-MG1,NC,SL18-CC-5-FG1xSL18-NC-2-MG1,CC x NC,Top160,GOM,,,,,,4,43,4,6/7/21,6/8/21,16:44,,Yes,2,2.15,0.84,2.56,10.69,0.273507127,14.73790157,0.3772201,237.5,89.46,11.68,0.79,8.2,3.39,14.74,0,0,0,5,2,3,1,4
S252,SL20_UCONN_S252,SL18-CC-3-FG2,CC,SL18-OD-6-MG1,OD,SL18-CC-3-FG2xSL18-OD-6-MG1,CC x OD,Spray,GOM,,,,,,4,44,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S253,SL20_UCONN_S253,SL18-CC-6-FG2,CC,SL18-OI-18-MG1,OI,SL18-CC-6-FG2xSL18-OI-18-MG1,CC x OI,Extra,GOM,,,,,,4,45,5,6/7/21,6/8/21,16:47,,Yes,2,11.22,0.875,12.82,10.78,1.382257605,11.47621813,1.471579056,181.25,206.1,22.34,1.01,4.46,3.21,11.48,0,0,5,0,5,0,5,0
S254,SL20_UCONN_S254,,,,,SL20-GS-12xSL20-DW-9xSL20-LE-4xSL20-JL-6, x ,Industry Cross,GOM,,,,,,4,46,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S255,SL20_UCONN_S255,SL18-OI-9-FG2,OI,SL18-UCONN-S94-MG1,UCONN,SL18-OI-9-FG2xSL18-UCONN-S94-MG1,OI x UCONN,Top160,GOM,,,,,,4,47,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S256,SL20_UCONN_S256,SL18-CC-3-FG1,CC,SL18-LD-2-MG3,LD,SL18-CC-3-FG1xSL18-LD-2-MG3,CC x LD,Extra,GOM,,,,,,4,48,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S257,SL20_UCONN_S257,SL18-CC-6-FG1,CC,SA18-CB-2-MG2,CB,SL18-CC-6-FG1xSA18-CB-2-MG2,CC x CB,Extra,GOM,,,,,,4,49,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Check2,Check2,SL-ME1-FG1,ME1,SL-ME2-MG2,ME2,SL-ME1-FG1xSL-ME2-MG2,ME1 x ME2,Check13,GOM,,,,,,4,50,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S258,SL20_UCONN_S258,SL18-SF-17-FG2,SF,SL18-OI-4-MG3,OI,SL18-SF-17-FG2xSL18-OI-4-MG3,SF x OI,TopRep1,GOM,,,,,,4,51,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S259,SL20_UCONN_S259,SL18-SF-13-FG2,SF,SL18-JS-6-MG1,JS,SL18-SF-13-FG2xSL18-JS-6-MG1,SF x JS,diversity,GOM,,,,,,4,52,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S260,SL20_UCONN_S260,SL18-OI-11-FG3,OI,SL18-NC-2-MG1,NC,SL18-OI-11-FG3xSL18-NC-2-MG1,OI x NC,TopRep2,GOM,,,,,,4,53,5,6/7/21,6/8/21,16:49,,Yes,2,6.4,0.84,7.62,13.22,1.007450897,10.00620864,0.762377801,175,122.4,19.66,0.88,23.76,5.93,10.01,0,0,0,5,5,0,0,5
S261,SL20_UCONN_S261,SL19-UCONN-231,UCONN,SL19-UCONN-231,UCONN,SL19-UCONN-231xSL19-UCONN-231,UCONN x UCONN,4000,GOM,,,,,,4,54,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S262,SL20_UCONN_S262,SL18-OI-16-FG3,OI,SL18-CC-11-MG6,CC,SL18-OI-16-FG3xSL18-CC-11-MG6,OI x CC,Extra,GOM,,,,,,4,55,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S263,SL20_UCONN_S263,SL18-NC-1-FG1,NC,SL18-NL-6-MG3,NL,SL18-NC-1-FG1xSL18-NL-6-MG3,NC x NL,Diversity,GOM,,,,,,4,56,6,6/7/21,6/8/21,16:53,,Yes,3,5.29,0.87,6.08,12.02,0.730960751,9.705214662,0.590121673,162.5,146.9,14.8,0.66,5.8,3.2,9.71,0,0,0,5,5,0,0,5
S264,SL20_UCONN_S264,SL18-SF-13-FG2,SF,SL18-OI-17-MG1,OI,SL18-SF-13-FG2xSL18-OI-17-MG1,SF x OI,Top160,GOM,,,,,,4,57,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S265,SL20_UCONN_S265,SL18-OI-17-FG1,OI,SL18-NC-2-MG3,NC,SL18-OI-17-FG1xSL18-NC-2-MG3,OI x NC,Top160,GOM,,,,,,4,58,6,6/7/21,6/8/21,16:56,,Yes,3,11.44,0.85,13.46,10.08,1.3570009,8.98047481,1.208666257,262.5,141.28,23.28,0.99,21.38,6.69,8.98,0,0,0,5,5,0,2,3
S266,SL20_UCONN_S266,SL18-JS-19-FG3,JS,SL18-UCONN-S32-MG1,UCONN,SL18-JS-19-FG3xSL18-UCONN-S32-MG1,JS x UCONN,Extra,GOM,,,,,,4,59,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S267,SL20_UCONN_S267,SL18-NL-3-FG2,NL,SL18-LD-1-MG1,LD,SL18-NL-3-FG2xSL18-LD-1-MG1,NL x LD,Top160,GOM,,,,,,4,60,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S268,SL20_UCONN_S268,SL18-JS-16-FG1,JS,SL18-OI-18-MG3,OI,SL18-JS-16-FG1xSL18-OI-18-MG3,JS x OI,Extra,GOM,,,,,,4,61,6,6/7/21,6/8/21,16:59,,Yes,2,2.6,0.941,2.76,10.58,0.292300563,9.553366252,0.263961236,43.75,93.2,22.56,0.68,5.3,3.47,9.55,0,0,0,5,5,0,0,5
S269,SL20_UCONN_S269,,,,,SL20-DW-1xSL20-DW-2xSL20-DW-3xSL20-GS-1xSL20-GS-5, x ,Industry Cross,GOM,,,,,,4,62,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S270,SL20_UCONN_S270,SL19-UCONN-213,UCONN,SL19-UCONN-213,UCONN,SL19-UCONN-213xSL19-UCONN-213,UCONN x UCONN,4000,GOM,,,,,,4,63,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S271,SL20_UCONN_S271,SL18-JS-5-FG2,JS,SL18-OI-18-MG3,OI,SL18-JS-5-FG2xSL18-OI-18-MG3,JS x OI,Extra,GOM,,,,,,4,64,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S272,SL20_UCONN_S272,SL18-CC-5-FG3,CC,SL18-NC-2-MG3,NC,SL18-CC-5-FG3xSL18-NC-2-MG3,CC x NC,Top160,GOM,,,,,,4,65,6,6/7/21,6/8/21,17:02,,Yes,3,6.54,0.72,9.08,9.73,0.883673572,9.60292879,0.872266032,118.75,103.4,12.46,0.74,8.5,4.44,9.6,0,0,0,5,5,0,2,3
S273,SL20_UCONN_S273,SL18-NC-15-FG1,NC,SL18-OD-10-MG2,OD,SL18-NC-15-FG1xSL18-OD-10-MG2,NC x OD,Diversity,GOM,,,,,,4,66,6,6/7/21,6/8/21,17:09,,Yes,3,3.54,0.872,4.06,9.75,0.395617324,11.15054831,0.452671342,137.5,109,14.76,0.84,7.86,5.12,11.15,0,0,0,5,5,0,2,3
Check2,Check2,SL-ME1-FG1,ME1,SL-ME2-MG2,ME2,SL-ME1-FG1xSL-ME2-MG2,ME1 x ME2,Check14,GOM,,,,,,4,67,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S274,SL20_UCONN_S274,SL18-CC-1-FG2,CC,SL18-CC-7-MG2,CC,SL18-CC-1-FG2xSL18-CC-7-MG2,CC x CC,Extra,GOM,,,,,,4,68,7,6/7/21,6/8/21,17:21,,Yes,3,7.66,0.8,9.58,10.21,0.977468262,9.998774438,0.957382652,125,141.22,14.44,1,12.9,5.29,10,0,0,3,2,5,0,0,5
S275,SL20_UCONN_S275,SL18-CC-8-FG1,CC,SL18-NC-8-MG2,NC,SL18-CC-8-FG1xSL18-NC-8-MG2,CC x NC,Low10,GOM,,,,,,4,69,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S276,SL20_UCONN_S276,SL18-NL-3-FG3,NL,SL18-SF-13-MG1,SF,SL18-NL-3-FG3xSL18-SF-13-MG1,NL x SF,Top160,GOM,,,,,,4,70,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S277,SL20_UCONN_S277,SL18-CC-6-FG3,CC,SL18-CC-2-MG6,CC,SL18-CC-6-FG3xSL18-CC-2-MG6,CC x CC,Extra,GOM,,,,,,4,71,7,6/7/21,6/8/21,17:25,,Yes,2,4.16,0.88,4.73,10.21,0.482665635,8.45255448,0.399575303,100,101.02,13.5,0.79,5.46,3.54,8.45,0,0,0,5,5,0,1,4
S278,SL20_UCONN_S278,SL18-OI-6-FG3,OI,SL18-JS-6-MG1,JS,SL18-OI-6-FG3xSL18-JS-6-MG1,OI x JS,Spray,GOM,,,,,,4,72,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S279,SL20_UCONN_S279,SL18-UCONN-S57-FG2,UCONN,SL18-OI-11-MG1,OI,SL18-UCONN-S57-FG2xSL18-OI-11-MG1,UCONN x OI,Top160,GOM,,,,,,4,73,7,6/7/21,6/8/21,17:31,,Yes,3,9.79,0.85,11.52,10.41,1.19942511,8.873916211,1.022066349,306.25,126.08,17.36,0.9,17.7,7.01,8.87,0,0,0,5,5,0,4,1
S280,SL20_UCONN_S280,SL18-CC-5-FG2,CC,SA18-CB-10-MG1,CB,SL18-CC-5-FG2xSA18-CB-10-MG1,CC x CB,Spray,GOM,,,,,,4,74,7,6/7/21,6/8/21,17:23,,Yes,2,1.53,0.845,1.81,9.89,0.179002023,9.885172204,0.178985958,62.5,95.82,13.58,0.72,1.84,3.2,9.89,0,0,0,5,5,0,0,5
S281,SL20_UCONN_S281,SL18-OI-6-FG2,OI,SL18-OI-11-MG3,OI,SL18-OI-6-FG2xSL18-OI-11-MG3,OI x OI,Spray_replace,GOM,,,,,,5,1,1,6/7/21,6/8/21,17:39,,Yes,2,7.13,0.89,8.01,9.97,0.798759156,10.62176831,0.850934922,106.25,163.12,23.5,0.72,20.9,6.48,10.62,0,0,5,0,5,0,4,1
S282,SL20_UCONN_S282,SL18-OI-6-FG2,OI,SL18-LD-2-MG2,LD,SL18-OI-6-FG2xSL18-LD-2-MG2,OI x LD,TopRep2,GOM,,,,,,5,2,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S283,SL20_UCONN_S283,,,,,SL20-GS-1xSL20-GS-5, x ,Industry Cross,GOM,,,,,,5,3,1,6/7/21,6/8/21,,,Yes,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S284,SL20_UCONN_S284,SL19-UCONN-107,UCONN,SL19-UCONN-107,UCONN,SL19-UCONN-107xSL19-UCONN-107,UCONN x UCONN,4000,GOM,,,,,,5,4,1,6/7/21,6/8/21,17:50,,,3,13.1,1.11,11.8,10.59,1.24943287,9.536987098,1.125536315,293.75,261.58,5.62,0.99,21.1,5.52,9.54,0,0,0,5,5,0,1,4
