Plot #,Cross ID,FemaleGP,Female Location,MaleGP,Male Location,Crosses,Cross Location,Category,Site,F_Keeper,M_Keeper,Painting Density ,Development Ranking,Contamination is Culture,Line ,Position,Block,Harvest Date,Sample Date,Time,Recorder,Photo,Photo Score,Wet Weight of Plot (kg),Length of Plot (m),Wet Weight per meter (kg),% Dry Weight (Subsample),Dry Yield (kg/m) (Subsample),% Dry Weight (Individual),Dry Yield (kg/m) (Individual),Sporphyte Density per Meter,Blade Length (cm),Blade Width Max (cm),Blade Thickness (mm),Stipe Length (cm),Stipe Diameter (mm),% Dry Weight,Stipe Hollow (Y),Stipe Hollow (N),Bullations (Y),Bullations (N),Fouling (Y),Fouling (N),Sorrus Tissue (Y),Sorrus Tissue (N)
Check1,Check1,SL-ME1-FG1,ME1,SL-ME1-MG1,ME1,SL-ME1-FG1xSL-ME1-MG1,ME1 x ME1,Check2,GOM,,,,,,1,70,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S67,SL20_UCONN_S67,SL18-JS-5-FG1,JS,SL18-CC-7-MG2,CC,SL18-JS-5-FG1xSL18-CC-7-MG2,JS x CC,Extra,GOM,,,,,,1,71,7,6/7/21,6/8/21,11:27,,Yes,1,3.39,0.835,4.06,8.66,0.351389912,9.491282515,0.385334703,137.5,103.64,17.1,1.22,9.6,5.59,9.49,0,0,0,5,3,2,0,5
S68,SL20_UCONN_S68,SA18-CB-4-FG6,CB,SL18-NC-2-MG3,NC,SA18-CB-4-FG6xSL18-NC-2-MG3,CB x NC,Top160,GOM,,,,,,1,72,7,6/7/21,6/8/21,11:29,,Yes,3,5.17,0.802,6.45,11.14,0.718392258,11.04962552,0.712301296,125,215.08,9.26,1,8.44,3.33,11.05,0,0,0,5,5,0,2,3
S69,SL20_UCONN_S69,SL18-UCONN-S94-FG3,UCONN,SL18-OI-17-MG3,OI,SL18-UCONN-S94-FG3xSL18-OI-17-MG3,UCONN x OI,Top160,GOM,,,,,,1,73,7,6/7/21,6/8/21,11:34,,Yes,3,9.78,0.811,12.06,10.32,1.244067461,10.55559869,1.2729193,237.5,133.76,13.16,0.82,18.1,7.02,10.56,0,0,0,5,5,0,2,3
S70,SL20_UCONN_S70,SL18-UCONN-S2-FG3,UCONN,SL18-NC-2-MG3,NC,SL18-UCONN-S2-FG3xSL18-NC-2-MG3,UCONN x NC,Top160,GOM,,,,,,1,74,7,6/7/21,6/8/21,11:44,,Yes,3,4.83,0.88,5.49,10.16,0.557796933,10.18958979,0.55926953,181.25,139.86,13.3,1.1,15.02,6.35,10.19,0,0,0,5,5,0,1,4
S71,SL20_UCONN_S71,SL18-LD-5-FG5,LD,SL18-JS-19-MG1,JS,SL18-LD-5-FG5xSL18-JS-19-MG1,LD x JS,Top160,GOM,,,,,,1,75,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S72,SL20_UCONN_S72,SA18-CB-4-FG6,CB,SL18-NC-2-MG1,NC,SA18-CB-4-FG6xSL18-NC-2-MG1,CB x NC,Top160,GOM,,,,,,2,1,1,6/7/21,6/8/21,12:57,,Yes,3,21.07,0.885,23.81,9.83,2.340511292,10.99052121,2.616613355,581.25,339.64,6.5,1.2,25.28,5.6,10.99,0,0,0,5,5,0,4,1
S73,SL20_UCONN_S73,SL18-NL-6-FG1,NL,SL18-OI-14-MG2,OI,SL18-NL-6-FG1xSL18-OI-14-MG2,NL x OI,TopRep2,GOM,,,,,,2,2,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Check1,Check1,SL-ME1-FG1,ME1,SL-ME1-MG1,ME1,SL-ME1-FG1xSL-ME1-MG1,ME1 x ME1,Check3,GOM,,,,,,2,3,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S74,SL20_UCONN_S74,SL18-UCONN-S142-FG1,UCONN,SL18-OI-17-MG3,OI,SL18-UCONN-S142-FG1xSL18-OI-17-MG3,UCONN x OI,Top160,GOM,,,,,,2,4,1,6/7/21,6/8/21,13:07,,Yes,3,6.42,0.866,7.41,10.96,0.812693336,10.07486946,0.746889861,87.5,195.06,22.34,0.88,73.4,9.11,10.07,0,0,0,5,5,0,1,4
S75,SL20_UCONN_S75,SL18-CC-9-FG1,CC,SL18-OI-18-MG1,OI,SL18-CC-9-FG1xSL18-OI-18-MG1,CC x OI,Extra,GOM,,,,,,2,5,1,6/7/21,6/8/21,13:04,,Yes,3,10.74,0.86,12.49,9.34,1.166379917,10.08603378,1.259581427,187.5,107.04,17.48,0.85,25.04,6.1,10.09,0,0,0,5,5,0,1,4
S76,SL20_UCONN_S76,SL18-OI-6-FG2,OI,SL18-JS-6-MG2,JS,SL18-OI-6-FG2xSL18-JS-6-MG2,OI x JS,Top160,GOM,,,,,,2,6,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S77,SL20_UCONN_S77,SL18-SF-13-FG2,SF,SL18-NC-2-MG3,NC,SL18-SF-13-FG2xSL18-NC-2-MG3,SF x NC,Top160,GOM,,,,,,2,7,1,6/7/21,6/8/21,13:09,,Yes,2,4.36,0.83,5.25,11.53,0.605813574,10.70934967,0.562563428,68.75,151,23.74,0.92,18.24,6.25,10.71,0,0,0,5,5,0,3,2
S78,SL20_UCONN_S78,SL18-CC-1-FG2,CC,SL18-OI-11-MG2,OI,SL18-CC-1-FG2xSL18-OI-11-MG2,CC x OI,Extra,GOM,,,,,,2,8,1,6/7/21,6/8/21,13:13,,Yes,3,21.5,0.873,24.63,10.47,2.578232122,11.09749938,2.733061129,200,230.33,21.28,1.03,39.12,7.09,11.1,0,0,0,5,5,0,4,1
S79,SL20_UCONN_S79,SL19-UCONN-278,UCONN,SL19-UCONN-278,UCONN,SL19-UCONN-278xSL19-UCONN-278,UCONN x UCONN,500,GOM,,,,,,2,9,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S80,SL20_UCONN_S80,SL18-CC-3-FG2,CC,SL18-OI-11-MG3,OI,SL18-CC-3-FG2xSL18-OI-11-MG3,CC x OI,TopRep2,GOM,,,,,,2,10,1,6/7/21,6/8/21,13:20,,Yes,3,20.9,0.81,25.8,9.17,2.365644049,8.925075655,2.302889891,281.25,177.32,15.18,1.11,23.5,5.66,8.93,0,0,0,5,5,0,2,3
S81,SL20_UCONN_S81,SL18-OI-6-FG2,OI,SL18-LD-2-MG2,LD,SL18-OI-6-FG2xSL18-LD-2-MG2,OI x LD,Spray,GOM,,,,,,2,11,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S82,SL20_UCONN_S82,SL18-OI-6-FG2,OI,SA18-CB-7-MG1,CB,SL18-OI-6-FG2xSA18-CB-7-MG1,OI x CB,Top160,GOM,,,,,,2,12,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S83,SL20_UCONN_S83,SL18-NC-5-FG2,NC,SL18-NC-2-MG1,NC,SL18-NC-5-FG2xSL18-NC-2-MG1,NC x NC,Within,GOM,,,,,,2,13,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S84,SL20_UCONN_S84,SL19-UCONN-107,UCONN,SL19-UCONN-107,UCONN,SL19-UCONN-107xSL19-UCONN-107,UCONN x UCONN,4000,GOM,,,,,,2,14,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S85,SL20_UCONN_S85,SL18-NC-15-FG2,NC,SL18-CC-7-MG1,CC,SL18-NC-15-FG2xSL18-CC-7-MG1,NC x CC,Extra,GOM,,,,,,2,15,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Check2,Check2,SL-ME1-FG1,ME1,SL-ME2-MG2,ME2,SL-ME1-FG1xSL-ME2-MG2,ME1 x ME2,Check9,GOM,,,,,,2,16,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S86,SL20_UCONN_S86,SL18-UCONN-S143-FG3,UCONN,SL18-OI-17-MG1,OI,SL18-UCONN-S143-FG3xSL18-OI-17-MG1,UCONN x OI,Top160,GOM,,,,,,2,17,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S87,SL20_UCONN_S87,SL19-UCONN-201,UCONN,SL19-UCONN-201,UCONN,SL19-UCONN-201xSL19-UCONN-201,UCONN x UCONN,4000,GOM,,,,,,2,18,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S88,SL20_UCONN_S88,SA18-CB-1-FG2,CB,SL18-SF-13-MG1,SF,SA18-CB-1-FG2xSL18-SF-13-MG1,CB x SF,Top160,GOM,,,,,,2,19,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S89,SL20_UCONN_S89,SL19-UCONN-113,UCONN,SL19-UCONN-113,UCONN,SL19-UCONN-113xSL19-UCONN-113,UCONN x UCONN,500,GOM,,,,,,2,20,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S90,SL20_UCONN_S90,SL18-JS-16-FG1,JS,SL18-CC-7-MG1,CC,SL18-JS-16-FG1xSL18-CC-7-MG1,JS x CC,Extra,GOM,,,,,,2,21,2,6/7/21,6/8/21,13:27,,Yes,2,6.06,0.86,7.05,10.18,0.717501944,9.760544681,0.687777916,75,101.52,24.52,0.89,11.12,4.84,9.76,0,0,0,5,5,0,0,5
S91,SL20_UCONN_S91,SL18-CC-3-FG1,CC,SL18-OI-7-MG1,OI,SL18-CC-3-FG1xSL18-OI-7-MG1,CC x OI,Extra,GOM,,,,,,2,22,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S92,SL20_UCONN_S92,SL18-JS-9-FG3,JS,SL18-NL-2-MG1,NL,SL18-JS-9-FG3xSL18-NL-2-MG1,JS x NL,Low10,GOM,,,,,,2,23,3,6/7/21,6/8/21,13:30,,Yes,2,2.87,0.79,3.63,13.82,0.501934089,10.69698422,0.388611958,81.25,133.28,17.82,1.04,8.12,4.36,10.7,0,0,0,5,5,0,4,1
S93,SL20_UCONN_S93,SL18-UCONN-S158-FG1,UCONN,SL18-SF-13-MG1,SF,SL18-UCONN-S158-FG1xSL18-SF-13-MG1,UCONN x SF,Top160,GOM,,,,,,2,24,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S94,SL20_UCONN_S94,SL18-NC-10-FG1,NC,SL18-OI-11-MG4,OI,SL18-NC-10-FG1xSL18-OI-11-MG4,NC x OI,Spray,GOM,,,,,,2,25,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S95,SL20_UCONN_S95,SL18-LD-5-FG5,LD,SL18-OI-4-MG1,OI,SL18-LD-5-FG5xSL18-OI-4-MG1,LD x OI,Top160,GOM,,,,,,2,26,3,6/7/21,6/8/21,,#REF!,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S96,SL20_UCONN_S96,SL18-NC-15-FG2,NC,SL18-OI-11-MG2,OI,SL18-NC-15-FG2xSL18-OI-11-MG2,NC x OI,Extra,GOM,,,,,,2,27,3,6/7/21,6/8/21,13:33,,Yes,3,9.2,0.861,10.69,10.6,1.132600167,9.965033679,1.064788732,131.25,113.66,24.38,0.78,29.92,7.26,9.97,0,0,1,4,5,0,1,4
Check1,Check1,SL-ME1-FG1,ME1,SL-ME1-MG1,ME1,SL-ME1-FG1xSL-ME1-MG1,ME1 x ME1,Check4,GOM,,,,,,2,28,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S97,SL20_UCONN_S97,SL18-OD-5-FG1,OD,SL18-LD-2-MG2,LD,SL18-OD-5-FG1xSL18-LD-2-MG2,OD x LD,diversity,GOM,,,,,,2,29,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S98,SL20_UCONN_S98,SL18-LD-5-FG5,LD,SL18-SF-13-MG1,SF,SL18-LD-5-FG5xSL18-SF-13-MG1,LD x SF,Top160,GOM,,,,,,2,30,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S99,SL20_UCONN_S99,SL18-NC-5-FG3,NC,SL18-UCONN-S94-MG1,UCONN,SL18-NC-5-FG3xSL18-UCONN-S94-MG1,NC x UCONN,Top160,GOM,,,,,,2,31,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S100,SL20_UCONN_S100,SL18-CC-1-FG2,CC,SL18-CC-2-MG6,CC,SL18-CC-1-FG2xSL18-CC-2-MG6,CC x CC,Extra,GOM,,,,,,2,32,3,6/7/21,6/8/21,13:35,,Yes,2,5.51,0.83,6.64,11.3,0.750222057,10.11040314,0.671184594,100,68.68,11.36,0.38,4.58,2.27,10.11,0,0,0,5,4,1,0,5
S101,SL20_UCONN_S101,SL18-OI-16-FG3,OI,SL18-LD-9-MG1,LD,SL18-OI-16-FG3xSL18-LD-9-MG1,OI x LD,Extra,GOM,,,,,,2,33,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S102,SL20_UCONN_S102,SL18-NC-15-FG2,NC,SL18-CC-2-MG6,CC,SL18-NC-15-FG2xSL18-CC-2-MG6,NC x CC,Extra,GOM,,,,,,2,34,4,6/7/21,6/8/21,13:40,,Yes,1,1.2,0.82,1.46,12.07,0.176621618,11.01909834,0.161255098,81.25,78.6,11.8,0.63,5.76,3.48,11.02,0,0,1,4,2,3,0,5
S103,SL20_UCONN_S103,SL18-JS-19-FG2,JS,SL18-LD-1-MG3,LD,SL18-JS-19-FG2xSL18-LD-1-MG3,JS x LD,Extra,GOM,,,,,,2,35,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S104,SL20_UCONN_S104,SL18-UCONN-S143-FG2,UCONN,SL18-OI-17-MG1,OI,SL18-UCONN-S143-FG2xSL18-OI-17-MG1,UCONN x OI,Top160,GOM,,,,,,2,36,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S105,SL20_UCONN_S105,SA18-CB-2-FG3,CB,SL18-JS-19-MG1,JS,SA18-CB-2-FG3xSL18-JS-19-MG1,CB x JS,Top160,GOM,,,,,,2,37,4,6/7/21,6/8/21,1344,,,3,9.57,0.72,13.29,10.38,1.379474194,11.2090151,1.489864924,275,284.26,10.92,1.37,14.62,4.68,11.21,0,0,0,5,5,0,1,4
S106,SL20_UCONN_S106,SL18-JS-19-FG6,JS,SL18-LD-1-MG1,LD,SL18-JS-19-FG6xSL18-LD-1-MG1,JS x LD,Top160,GOM,,,,,,2,38,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S107,SL20_UCONN_S107,SL18-CC-5-FG3,CC,SL18-NC-2-MG1,NC,SL18-CC-5-FG3xSL18-NC-2-MG1,CC x NC,Top160,GOM,,,,,,2,39,4,6/7/21,6/8/21,13:46,,Yes,3,8.51,0.815,10.44,10.79,1.127042761,9.700885797,1.012939118,168.75,143.44,16.32,0.91,11.58,5.14,9.7,0,0,0,5,5,0,1,4
S108,SL20_UCONN_S108,SL18-OD-3-FG2,OD,SL18-LD-1-MG3,LD,SL18-OD-3-FG2xSL18-LD-1-MG3,OD x LD,Top160,GOM,,,,,,2,40,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S109,SL20_UCONN_S109,SL18-JS-5-FG1,JS,SL18-OI-18-MG4,OI,SL18-JS-5-FG1xSL18-OI-18-MG4,JS x OI,Extra,GOM,,,,,,2,41,4,6/7/21,6/8/21,13:50,,Yes,3,9.13,0.795,11.48,11.92,1.368862009,10.24346114,1.176387424,237.5,136.52,21.56,0.9,7,5.12,10.24,0,0,2,3,5,0,1,4
S110,SL20_UCONN_S110,SL18-UCONN-S78-FG1,UCONN,SL18-OI-18-MG1,OI,SL18-UCONN-S78-FG1xSL18-OI-18-MG1,UCONN x OI,Extra,GOM,,,,,,2,42,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S111,SL20_UCONN_S111,SL18-UCONN-S57-FG1,UCONN,SL18-OI-11-MG1,OI,SL18-UCONN-S57-FG1xSL18-OI-11-MG1,UCONN x OI,Top160,GOM,,,,,,2,43,4,6/7/21,6/8/21,13:54,,Yes,1,3.21,0.83,3.87,13.73,0.531056946,11.95893754,0.462508307,112.5,158.4,16.4,0.91,7.78,3.63,11.96,0,0,0,5,5,0,3,2
S112,SL20_UCONN_S112,SL18-NL-2-FG1,NL,SL18-OI-14-MG1,OI,SL18-NL-2-FG1xSL18-OI-14-MG1,NL x OI,Extra,GOM,,,,,,2,44,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S113,SL20_UCONN_S113,SL19-UCONN-278,UCONN,SL19-UCONN-278,UCONN,SL19-UCONN-278xSL19-UCONN-278,UCONN x UCONN,4000,GOM,,,,,,2,45,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S114,SL20_UCONN_S114,SL18-CC-12-FG3,CC,SL18-OI-15-MG2,OI,SL18-CC-12-FG3xSL18-OI-15-MG2,CC x OI,Spray,GOM,,,,,,2,46,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Check3,Check3,SL-OI-15-FG,OI,SL-ME1-MG1,ME1,SL-OI-15-FGxSL-ME1-MG1,OI x ME1,Check17,GOM,,,,,,2,47,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S115,SL20_UCONN_S115,SL18-NC-10-FG1,NC,SL18-OI-11-MG4,OI,SL18-NC-10-FG1xSL18-OI-11-MG4,NC x OI,TopRep1,GOM,,,,,,2,48,5,6/7/21,6/8/21,13:55,,Yes,2,1.99,0.79,2.52,12.81,0.322614434,12.54426278,0.315988392,56.25,120.26,17.18,0.74,5.12,3.14,12.54,0,0,0,5,5,0,3,2
S116,SL20_UCONN_S116,,,,,SL20-GS-1xSL20-GS-5, x ,Industry Cross,GOM,,,,,,2,49,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S117,SL20_UCONN_S117,SL18-NL-3-FG1,NL,SL18-OI-18-MG1,OI,SL18-NL-3-FG1xSL18-OI-18-MG1,NL x OI,Extra,GOM,,,,,,2,50,5,6/7/21,6/8/21,,#REF!,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S118,SL20_UCONN_S118,SL19-UCONN-23,UCONN,SL19-UCONN-23,UCONN,SL19-UCONN-23xSL19-UCONN-23,UCONN x UCONN,4000,GOM,,,,,,2,51,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S119,SL20_UCONN_S119,SL18-CC-8-FG2,CC,SL18-JS-5-MG3,JS,SL18-CC-8-FG2xSL18-JS-5-MG3,CC x JS,TopRep1,GOM,,,,,,2,52,5,6/7/21,6/8/21,13:57,,Yes,3,8.49,0.86,9.87,11.39,1.124275135,10.45185231,1.031816583,150,100.98,14.42,0.7,4.9,3.49,10.45,0,0,0,5,5,0,1,4
S120,SL20_UCONN_S120,SL19-UCONN-158,UCONN,SL19-UCONN-158,UCONN,SL19-UCONN-158xSL19-UCONN-158,UCONN x UCONN,4000,GOM,,,,,,2,53,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S121,SL20_UCONN_S121,,,,,SL20-DW-1xSL20-DW-2xSL20-DW-3, x ,Industry Cross,GOM,,,,,,2,54,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S122,SL20_UCONN_S122,SL18-OI-6-FG3,OI,SL18-JS-6-MG1,JS,SL18-OI-6-FG3xSL18-JS-6-MG1,OI x JS,TopRep2,GOM,,,,,,2,55,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S123,SL20_UCONN_S123,SL18-JS-5-FG2,JS,SL18-CC-7-MG2,CC,SL18-JS-5-FG2xSL18-CC-7-MG2,JS x CC,Extra,GOM,,,,,,2,56,6,6/7/21,6/8/21,14:03,,Yes,2,3.79,0.9,4.21,10.9,0.459093742,10.53197583,0.443513205,56.25,110.72,14.32,0.79,4.46,3.6,10.53,0,0,0,5,5,0,2,3
S124,SL20_UCONN_S124,SL18-NL-6-FG1,NL,SL18-OI-14-MG2,OI,SL18-NL-6-FG1xSL18-OI-14-MG2,NL x OI,TopRep1,GOM,,,,,,2,57,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S125,SL20_UCONN_S125,SL18-OI-15-FG1,OI,SL18-UCONN-S4-MG3,UCONN,SL18-OI-15-FG1xSL18-UCONN-S4-MG3,OI x UCONN,Top160,GOM,,,,,,2,58,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S126,SL20_UCONN_S126,SL18-SF-17-FG2,SF,SL18-OI-4-MG3,OI,SL18-SF-17-FG2xSL18-OI-4-MG3,SF x OI,TopRep2,GOM,,,,,,2,59,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S127,SL20_UCONN_S127,SL18-CC-6-FG1,CC,SL18-OD-10-MG1,OD,SL18-CC-6-FG1xSL18-OD-10-MG1,CC x OD,Extra,GOM,,,,,,2,60,6,6/7/21,6/8/21,14:07,,Yes,3,14.7,0.83,17.71,10.66,1.887432943,12.10332322,2.143600619,81.25,133.7,7.22,0.69,9.22,3.41,12.1,0,0,0,5,3,2,1,4
S128,SL20_UCONN_S128,,,,,SL20-DW-1xSL20-DW-2xSL20-DW-3, x ,Industry Cross,GOM,,,,,,2,61,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S129,SL20_UCONN_S129,SL18-NL-2-FG1,NL,SL18-OI-18-MG1,OI,SL18-NL-2-FG1xSL18-OI-18-MG1,NL x OI,Extra,GOM,,,,,,2,62,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S130,SL20_UCONN_S130,SL18-CC-3-FG2,CC,SL18-OD-6-MG1,OD,SL18-CC-3-FG2xSL18-OD-6-MG1,CC x OD,TopRep1,GOM,,,,,,2,63,6,6/7/21,6/8/21,14:10,,Yes,3,12.75,0.84,15.18,11.22,1.702730682,11.40826843,1.731612172,175,160,21.88,0.8,6.34,3.79,11.41,0,0,5,0,5,0,2,3
S131,SL20_UCONN_S131,SL19-UCONN-119,UCONN,SL19-UCONN-119,UCONN,SL19-UCONN-119xSL19-UCONN-119,UCONN x UCONN,1000,GOM,,,,,,2,64,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S132,SL20_UCONN_S132,SL18-SF-13-FG2,SF,SL18-JS-5-MG3,JS,SL18-SF-13-FG2xSL18-JS-5-MG3,SF x JS,diversity,GOM,,,,,,2,65,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S133,SL20_UCONN_S133,SL18-UCONN-S2-FG1,UCONN,SL18-NC-2-MG3,NC,SL18-UCONN-S2-FG1xSL18-NC-2-MG3,UCONN x NC,Top160,GOM,,,,,,2,66,6,6/7/21,6/8/21,14:14,,Yes,3,12.78,0.88,14.52,10.85,1.57579751,10.17888335,1.478251469,381.25,155.08,13.22,0.9,19.06,4.89,10.18,0,0,0,5,5,0,1,4
Check2,Check2,SL-ME1-FG1,ME1,SL-ME2-MG2,ME2,SL-ME1-FG1xSL-ME2-MG2,ME1 x ME2,Check10,GOM,,,,,,2,67,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S134,SL20_UCONN_S134,SL18-CC-3-FG2,CC,SL18-OI-11-MG3,OI,SL18-CC-3-FG2xSL18-OI-11-MG3,CC x OI,TopRep1,GOM,,,,,,2,68,7,6/7/21,6/8/21,14:19,,Yes,3,12.11,0.755,16.04,12.28,1.969984769,8.788939598,1.40972263,206.25,165.2,16.4,1.02,13.42,5.21,8.79,0,0,0,5,5,0,2,3
S135,SL20_UCONN_S135,SL18-JS-19-FG3,JS,SL18-OI-7-MG2,OI,SL18-JS-19-FG3xSL18-OI-7-MG2,JS x OI,Extra,GOM,,,,,,2,69,7,6/7/21,6/8/21,14:22,,Yes,2,7.27,0.855,8.5,11.36,0.966257931,9.489152498,0.806855423,81.25,138.4,19.24,0.88,32.84,6.29,9.49,0,0,0,5,4,1,4,1
S136,SL20_UCONN_S136,SL18-NC-12-FG2,NC,SL18-OD-6-MG2,OD,SL18-NC-12-FG2xSL18-OD-6-MG2,NC x OD,Diversity,GOM,,,,,,2,70,7,6/7/21,6/8/21,14:26,,Yes,2,2.5,0.84,2.98,10.37,0.308555342,9.941204068,0.295869169,87.5,30.16,8.14,0.4,2.86,1.77,9.94,0,0,0,5,3,2,0,5
S137,SL20_UCONN_S137,SA18-CB-1-FG2,CB,SL18-OI-4-MG1,OI,SA18-CB-1-FG2xSL18-OI-4-MG1,CB x OI,Top160,GOM,,,,,,2,71,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
