"","DWpM","WWpM","PDW","BDns","BLen","BMax","BThk","SLen","SDia"
"SL18-OI-4",-0.00645534671752968,-0.077778265917836,0.0316242227314726,-7.67836602208302,0.0715038761991854,0.250327748663768,0.0425473029647681,0.408444250064771,0.214027122201583
"SL18-OI-5",0.00764582059752428,0.0539459182063959,0.0770683638302455,-2.12958167431205,0.0295163760846433,0.098410243059248,0.0161255318062507,0.0172293317600855,0.0288656446576025
"SL18-OI-6",-0.0245689193504553,-0.33698585779669,0.0204820371327477,-3.42343875804138,-0.148997330659528,0.241674790646045,0.12390766263129,0.487649882917131,0.259863379451652
"SL18-OI-11",-0.00363004678221787,0.237175168316982,-0.186814640347059,-9.64072038639043,-0.352127259801639,-0.0106268386320956,-0.0518259165946055,-0.367217165020979,-0.134331022371681
"SL18-OI-15",0.0480756377267071,0.545788676965618,-0.0958945776565786,-2.27138234988275,0.0132775605711837,0.169558664961407,0.0521265967612791,0.11323190104055,0.132462974561495
"SL18-OI-16",-0.0218689016665731,-0.247431463681624,-0.0936987418818385,-8.51036678123845,0.0116648177638535,0.0567017744730654,-0.0458153224814748,-0.237441486521754,0.0173064072066544
"SL18-OI-17",-0.0304090602744106,-0.35484171536538,0.0316928389864353,-5.67222825254181,0.18662049765163,0.302046808437535,-0.00282378326372945,0.751524435723916,0.34560150556018
"SL18-OI-18",-0.0209418701789207,-0.338640528649244,0.229687982838819,-8.27603853171652,0.200753585352506,0.139515277970633,0.0108780118345905,-0.155181130095234,0.00105542167742142
"SL18-LD-1",-0.0122406097733468,-0.235957099139619,0.176343092370578,-11.3787947426217,-0.158205251460533,-0.212799329551345,0.0251839272821526,-0.885698277499993,-0.4111258598384
"SL18-LD-3",0.000264354392093399,-0.0371824335654431,0.119500366017131,-4.30492050846318,0.0111490353732665,-0.0345091755523206,0.00683837625683803,-0.109976063023931,-0.061482788604102
"SL18-LD-4",-0.000715866215270205,-0.0634350330485492,0.127406485537211,-3.73280844482755,0.00925435502616067,-0.00652672545496686,0.00712156139159413,-0.00321264402123845,-0.0155796409686104
"SL18-LD-5",-0.00297290449181479,-0.0898507077882808,0.140832769168141,-5.06575185431607,0.0181459534229254,-0.0318819687247833,0.00647577116613726,-0.191083961879625,-0.0758193619802752
"SL18-LD-9",0.00505626637194705,-0.00531917976547941,0.144250875082176,-4.269863123627,0.0385708941132676,-0.0421735865400724,0.014591697314332,-0.177564168192063,-0.0887735822257854
"SL18-LD-10",-0.00434323593167736,-0.0687320657137247,0.0920462650667763,-3.81858439902248,-0.0374724678605942,-0.0304971675312616,-0.000411436602949385,-0.112109886410969,-0.0558644369452021
"SL18-LD-13",-0.0223330821040558,-0.267331322561876,0.0942962761395819,-10.4250031041691,0.0312235439216098,-0.0122956914078292,-0.0302702989122553,-0.187922784493875,-0.140857929663475
"SL18-FW-2",0.023170661535486,0.269751410813736,-0.000902531045898327,1.53834017688441,0.051209982048238,0.00380652491106569,0.0254377349695983,0.191569782313518,0.0723911007577883
"SL18-FI-1",0.0140766730310578,0.172187052341681,-0.0159013241449458,-0.569587639400265,0.0896006993656715,0.0230835079022551,0.0226830736012148,0.336842658153111,0.139002151717636
"SL18-FI-2",0.0171557603644627,0.203955039427962,-0.0160592773398053,0.925741194625628,0.0354330676817824,-0.0186530458026414,0.0124154563808262,0.244792167123656,0.0986317910746944
"SL18-CC-1",0.0460415047600706,0.492108833311603,0.0379520776478995,-0.361606911954522,-0.106118211120093,-0.0581525628874211,-0.0204458896868947,-0.459729423262871,-0.188426548391192
"SL18-CC-2",-0.0135930822811064,0.0349622412844017,-0.316250468472404,-4.70313860550987,0.0373772766821128,-0.157867989392568,0.0613230454429134,-0.375237842348143,-0.160101231984539
"SL18-CC-3",0.130189671058303,1.95560481217527,-0.290639281313002,12.3207556535226,-0.0790767268403792,-0.0879116999616233,0.00110756071534627,-0.248070597364392,-0.0373559579179119
"SL18-CC-4",0.012118097543152,0.242453059743304,-0.0780462504240508,1.63151142286196,0.0790417096182723,-0.0788971014304064,0.0027738635235992,-0.14489737317141,-0.0709450058325188
"SL18-CC-5",-0.0202539610950271,-0.0653789886779358,-0.131449450886003,1.73640840015636,0.131499348413152,-0.0555506129045033,-0.0333627020890798,-0.220634714779558,-0.168515500520898
"SL18-CC-6",0.0443556645040608,0.430326585629655,0.0784856636257415,-0.912415280924865,0.0318472609224465,-0.175805503522424,-0.0253381475133351,0.236358742389527,0.0159937780308631
"SL18-CC-7",-0.0705293365053366,-0.670820684042004,-0.0723363674742244,-1.35754833292017,0.636321758815804,-0.199049637171749,0.0545782146518143,0.269428168875606,0.0325680933558349
"SL18-CC-8",0.0249793240154558,0.345468860447573,-0.0157625849396215,3.62604047166243,-0.064506243910701,-0.0687195947299903,-0.0263162801516752,-0.134955695868646,-0.0984507368866062
"SL18-CC-9",-0.0110659593392316,-0.0652999747152977,-0.0440483980011303,-1.98421963838372,0.166973926304117,0.103414195523704,0.0361635957230935,0.0860503850049513,0.0147953381569409
"SL18-CC-12",0.0741998288819966,1.14769445582435,-0.213769478167685,10.3462934215935,-0.115736312448284,-0.376249206792305,0.00391977693923994,-0.952749438208086,-0.412542119947122
"SL18-FW-14",0.0190391446319991,0.206208341230743,0.00190124257968583,1.10636023232538,0.055130492710531,0.00507296174845232,0.025976034732668,0.226318704730469,0.0875523285807991
"SL18-NC-2",0.0395827012358558,0.0826131487998789,0.250328976134996,29.1665971941744,-0.0489325882520948,0.0749161048970547,0.0163510105922839,0.170909924164062,0.0389686587351778
"SL18-NC-1",-0.017947020636894,-0.211102483880326,-0.0503139112426496,2.7137629245641,0.185742223252864,0.0538287362649577,0.0211401390348876,0.00289553494565233,0.0410384328581193
"SL18-NC-5",-0.00796018073271573,-0.136577263773858,0.0100965218942847,2.43461490099466,0.0120060948273431,0.0332008443898305,-0.0079387707464698,0.100591203861301,0.0360311033154412
"SL18-JS-6",-0.0586782549257959,-0.594807697330313,-0.170477974890561,0.509877053584782,-0.370042195534897,-0.31231108001281,-0.0662538088255357,-0.321250431846621,-0.20016515292616
"SL18-JS-5",-0.0550041907817354,-0.562674400091396,-0.216583141580782,5.52701135112258,-0.278634144057382,-0.0108515695756079,-0.0453136902424274,-0.585322385920109,-0.0977338914959907
"SL18-JS-9",-0.0325092976184013,-0.491252065641121,0.170157459095644,3.58262127268648,-0.766675436828904,-0.241381629250376,-0.13784214460043,-0.707347090302172,-0.28181384778387
"SL18-NC-8",-0.0101157535705698,-0.134283850589518,-0.00180018597302287,0.840226802466083,-0.0384909053260513,0.0215669211719585,-0.0172937655433469,0.0189489861940068,0.00858016715695742
"SL18-NC-10",-0.0413024868656884,-0.546147020950764,0.123198346833871,-2.13975478099771,0.0535130779520987,0.1329499748775,0.00655436659598809,0.266209029858831,0.0735591684268989
"SL18-NC-9",0.00236649076970218,0.0414338119395918,-0.0103793081827724,7.53702515814664,-0.110579390583301,0.107208763381265,-0.0465282637413793,-0.358980099306941,0.00406100792326997
"SL18-NC-12",-0.0400360597257939,-0.518698051727843,-0.0519528963838135,-3.01812603386324,-0.116202475837483,0.185018856430847,0.0395621359432707,0.265115872981401,0.0955168869430415
"SL18-NL-2",-0.046763948370669,-0.639887142377917,0.0459006218381542,-2.78402942613665,0.125616748678172,-0.157464931747716,0.0114970474025587,0.00684679887434002,0.0379580983948101
"SL18-NL-3",-0.0104612514253054,-0.141305094836489,-0.015451849085768,2.76702893827925,0.0251978761699788,0.0151856826023719,-0.00866688078463213,0.0453789710618318,0.0280840729756713
"SL18-NL-5",0.00332581705852603,0.0134845330028031,0.00120459875425756,2.80557655721966,-0.166916054654603,-0.0895167319774684,-0.0449342894258321,-0.107985597521634,-0.128434138999844
"SL18-NL-7",-0.0159201153501493,-0.238144241399141,0.0218811571616703,2.65695102098519,-0.0149827547750749,0.0339237587841986,-0.0143718547345806,0.00476266661995763,0.00734417115739162
"SL18-NL-6",-0.0183629351370291,-0.208308868831583,-0.0787261216067293,5.43985837712493,0.0251535438521692,0.0619152669805174,0.019459940531893,0.00902535628196337,0.0187261897469811
"SL18-NL-9",-0.0251083222284582,-0.307965351676843,-0.0794644696987161,1.19033501286138,-0.056555751247188,0.0438282179782681,-0.0199150512660035,0.191881475966193,0.0917264393394895
"SL18-NL-10",-0.0266717595870771,-0.275569295419687,-0.125412391853242,-0.436008979053612,0.0701537681780924,-0.0836290120097138,-0.0360540539471482,-0.236574771237588,-0.0740724212445702
"SL18-JS-19",-0.0227305165824338,-0.241315510528109,-0.104090891940629,-4.70499637815944,-0.017978809822758,-0.152970039003214,-0.0450456420691317,-0.0534458834291725,-0.12289421103599
"SL18-JS-16",-0.0681433879848869,-0.747690691082152,-0.0755167248010965,-6.86730515770755,0.0125482148921838,0.227595826530483,-0.0133796835895299,0.77077415499508,0.293254918062032
"SL18-JS-11",-0.011527770959432,-0.213577169618368,-0.0361255631522162,1.00118680589113,-0.631628268035609,-0.0337766566645296,-0.0833659699823703,-0.790098875869094,-0.41483829565826
"SL18-BL-10",0.0198409767459104,0.252202384846065,-0.0117997635292356,0.791084563120985,-0.0121419777647698,0.0109349679914595,0.00539130532983819,0.196929772816929,0.0842856806625397
"SL18-BL-11",0.0156968094548438,0.159892721007435,0.0198856497804502,0.788816236367027,0.0548397569505708,0.0223057062805485,0.00905667601639147,0.301857491289306,0.120059577051443
"SL18-BL-12",0.0146999330386142,0.168404420153137,-0.00490826349405761,0.147230423989382,0.0167473406730038,-0.00692472257501489,0.0149065971927811,0.230311516295699,0.0919709344714557
"SL18-BL-13",0.0239916485158668,0.278810090914619,-0.0158100076211785,1.57752217540412,0.0406802654318103,-0.00483537103896883,0.0159021547962292,0.190978819596734,0.0850296980890866
"SL18-BL-14",0.0217662438700075,0.239936043201987,0.0107006583104613,1.16292572297761,0.0635934789525811,0.0104284483616381,0.0147993536410325,0.2571231331897,0.112383241763481
"SL18-BL-15",0.013246020895087,0.1497088715371,-0.000754518386705233,0.181636457944824,0.0910922973090569,0.0151811085120336,0.0199681614132025,0.286118946103807,0.119717528342139
"SL18-BL-16",0.017150481897531,0.209687410143081,-0.025268093489787,-0.0658161412769761,0.094931122594196,-0.001070440526036,0.0249807707371649,0.289642559688906,0.116481921183983
"SL18-CC-10",0.0170658040849817,0.243304915357777,-0.0200607534082673,1.13165965476612,0.0786172247060088,-0.0384036996345197,0.00386530755209971,-0.0725895357704675,-0.0458498029026524
"SL18-CC-11",0.0122020224118839,0.178922743677202,-0.0192916116721055,1.60301379445216,0.0745878011646283,-0.0609197981034878,0.00302998225339008,-0.0544419180731954,-0.0438868674286979
"SL18-SF-13",0.0150303850002063,0.0122094784404681,0.174310103932848,-5.85726554993284,0.21768321016511,0.135308896956001,-0.0290415516628935,-0.558008283830558,-0.16923996382663
"SL18-OI-2",0.00164469318607787,0.0514260946735614,-0.015220294205325,-2.50399255302665,-0.0258788498878396,0.0395304150545103,0.00948113946339641,-0.0271636312662911,0.00513840839383877
"SL18-OI-14",0.00824400332366942,0.0758511407567155,0.035677435906733,-0.347907555380852,-0.0359895398528031,0.0233900686948115,0.00643519731183554,-0.0984430134170746,-0.0203327153895994
"SL18-PI-1",0.00751842626880538,0.116394961189392,-0.0424659871490948,-0.652183566671121,0.0645469433978543,-0.00953017027316583,0.0117494907224326,0.216722444538048,0.0884681641538517
"SA18-CB-1",0.01627214856967,0.125198793441336,0.0660350418404606,2.56355418433848,-0.0738218627664915,0.108665759510304,0.0475159716745667,-0.335130524570507,-0.00774935608626037
"SA18-CB-3",0.0190281556604198,0.21221580861056,-0.0129102179862912,7.83276776306133,-0.0625990826808832,0.0507359483272383,0.0281767037238431,0.263161593472533,0.0894718970513362
"SA18-CB-4",0.0713708669177117,0.740889948815359,0.141052861561488,19.6305282336696,0.442914633003515,-0.060323211452995,0.174593081952555,0.553939345536208,0.234801598396352
"SA18-CB-7",0.0848004567387669,0.953608051794254,0.0402596977085457,14.320389638874,0.0257745776736842,0.318497978003075,0.00181668015402619,0.842980975822382,0.399202161043483
"SA18-CB-10",0.131294687329,0.909745494452923,0.480822939584444,24.4296156007039,-0.00815632906038946,0.174447592850054,-0.0638901489911599,0.749408941222576,0.190283978830615
"SL18-NC-11",-0.0177147700973851,-0.245710231057227,0.00969954336130247,0.668718536433872,0.0174228546743847,-0.0165434690095786,0.00316428934084433,-0.0458889467917893,-0.0283842755726988
"SL18-TI-1",0.00357549456817344,0.0492707720091748,-0.0195122763188149,0.185920033954977,0.0775608770939253,-0.0232043411080255,0.0172360505301054,0.11999100950599,0.0394990418743972
"SL18-TI-2",0.00384845592304451,0.0443407092189989,-0.0104427522448692,-0.0867668414214173,0.0635795492352096,-0.00593679026517914,0.0151403644412731,0.128665317067963,0.0406939872936203
"SL18-TI-3",0.0129344892659019,0.148900320715166,-0.00478197754100347,0.838193587455601,0.0680546506919531,0.0251997601966844,0.0194626487775158,0.212337029399106,0.0878325892468459
"SL18-TI-4",0.0123831553316632,0.17554972623353,-0.0517910360175393,0.576950254511868,0.0610507381583727,-0.0136760270403121,0.014971499147057,0.188910615463177,0.0778154463135373
"SL18-BL-17",0.000559957877887267,0.013638373817782,-0.0267399348295506,-0.37831140049708,0.0573208962055286,-0.0168015640315908,0.0144888176674726,0.141653089775823,0.0590729730336847
"SL18-OD-3",-0.0110395389110841,-0.14797256798756,0.0193818509344308,-4.09319650061587,0.0658138536003042,0.109058524331545,-0.0608402184673565,0.17668901316575,-0.0231011014786819
"SL18-OD-5",-0.0128525412659106,-0.144311570586359,-0.0327578570718363,0.84540885202973,0.0276498271210572,0.00157921945876951,-0.00988598216059368,-0.0443100850787629,-0.00782138062578729
"SL18-OD-6",-0.0295820909755728,-0.393950643784105,-0.0214935224081085,3.45000031770451,0.452001504658424,0.355083613671736,0.0890311174173796,0.537563381056766,0.225771052029747
"SL18-OD-10",0.0304690938832783,0.174212775817021,0.244571472341002,-4.28757090968445,0.45690649959044,0.249206272129462,-0.0182771990540587,0.677222313604235,0.191223726476612
"SA18-CB-2",0.0325887177199807,0.347803333986624,-0.00852164507156471,8.03756782090159,-0.296854589694023,0.0289908610245532,-0.0825354783269051,0.555410746074393,0.299988933997165
"SL18-NC-15",-0.0567249699420531,-0.700862922580354,0.0558930846192535,-3.67272613832834,0.6732435465254,-0.0709322605781233,0.0333014727291721,0.261953918463877,0.0864401881051036
"SL18-BL-18",0.009966254724029,0.153286097705052,-0.0445881977095084,-0.920813472149975,0.0135980698875843,-0.0315772183211169,-0.000647014566179002,0.0541648358318677,0.024206600981797
"SL18-FW-21",0.00886494352869814,0.116536778714244,-0.0210266503862148,0.884601465242426,0.0194560304904873,-0.0149766433888933,0.0123598645156706,0.120350929542384,0.0370022156574048
"SL18-SF-17",-0.0149297323268599,-0.242920449147449,0.121282804487918,-12.8949788613273,0.0344383200270813,0.0923335983583267,0.0122294584239823,-0.409274293187707,-0.0773723812637602
"SL18-LL-9",0.00770592172305082,0.062040933093117,0.0927175479440093,3.4937501613866,0.106588420909965,-0.0362168717153417,0.0407398271697874,0.17230676796667,0.10019179000794
"SL18-LD-2",-0.0713701767065889,-0.88207243825041,0.254484317509571,-12.0966533523026,0.239148243714687,-0.0635212392622963,0.060121952812233,0.225620417684692,-0.0329818408290166
"SL18-FW-12",0.00895245746591379,0.119639147462839,-0.0414195743628411,1.13581205185493,0.0355419008658886,-0.0206976256301725,0.00612656494707268,0.136422580417352,0.0371669609745197
"SL18-SF-19",0.00450914075748045,0.0284828652552144,0.0571648929372651,-2.97884627460406,-0.0591811250933121,0.0534612347228418,-0.00416384171695906,-0.162308750642253,-0.0569768633367303
"SA18-CB-5",0.0173611086676581,0.192266180392867,-0.00213400037422356,3.49700590358841,-0.145664255727225,-0.034203656148985,-0.0230906229286235,0.200887909134135,0.0181941730988956
"SL18-SF-15",-0.0271827239318787,-0.405863746055695,0.250861543558974,-9.79337267323002,-0.342653943414682,0.0135007353742179,-0.105804169210077,-0.852997743071794,-0.37294313198844
"SL18-SF-18",0.00419914008000085,0.0467805048803391,0.00942599087020915,-2.09759516313519,0.00485089992086542,0.0948957586897421,0.0146435898083566,0.0799154052920673,0.0616551627062237
"SA18-CB-9",0.00245629437902209,0.0489588520626892,-0.0410741269120847,1.65725907756318,-0.0801655967896728,0.0286495819044423,-0.00579748483657415,0.218071304355405,0.104875938351159
"SL18-OI-7",0.0274112899683923,0.374984986147827,-0.0544302555130742,-6.43512269429648,-0.143227108092846,0.00556430817889841,-0.0500968172782592,-0.0230818945629453,0.113430378286999
"SL18-OI-9",0.000333591289237144,-0.0230851992136086,0.0305012713291383,-1.44366901753328,-0.00184999056732232,0.0557040459847449,-0.00338347466977488,0.0396054376948667,0.0189716836996056
"SL18-TI-5",0.00812244073213842,0.097336216753528,-0.00969934313209084,0.690869442717619,0.0627712197809757,-0.010227383397654,0.0212884813033995,0.102055495944784,0.0235535393446819
"SL18-CB-2",-0.00000000000000000548491982492801,-0.000000000000000293983939161058,0.000000000000000179381976064401,0.00000000000000726509675272799,-0.00000000000000119744755477675,-0.00000000000000121431712847505,-0.000000000000000433979936547625,-0.00000000000000330614538098271,-0.00000000000000168283541818362
"SL18-CB-3",0.0000000000000000608725695406762,0.000000000000000472041697127069,0.000000000000000277174679228246,0.00000000000000547155774414088,0.000000000000000358786194169027,0.000000000000000651650782572777,0.0000000000000000598217511337303,0.00000000000000152266037577831,0.000000000000000512899736532738
"SL18-CB-4",0.0000000000000000631625720640484,0.000000000000000353672896991628,0.000000000000000390737078407214,0.0000000000000112841920206311,0.00000000000000110565828744393,0.00000000000000119462854052398,0.000000000000000385527591392301,0.00000000000000301250335778983,0.00000000000000191794250137638
"SL18-CB-7",0.0000000000000000755894175936221,0.00000000000000126094038730504,-0.0000000000000002272998016683,0.0000000000000108921516392619,0.000000000000000858781325472977,-0.0000000000000000504099717946585,-0.000000000000000235749299900927,0.000000000000000802453832670539,0.0000000000000000852045344561056
"SL18-TI-6",0.0000000000000000710170105254773,0.000000000000000754553635175315,0.0000000000000000275618364039321,0.0000000000000270004332767788,0.000000000000000166665287677365,-0.0000000000000000417330653108862,0.0000000000000000578509829849285,-0.000000000000000573324004757299,-0.000000000000000592006955260917
"SL18-OD-1",-0.0000000000000000655742391369789,-0.000000000000000799740459018175,0.000000000000000218935901443133,-0.00000000000000503159508816542,0.000000000000000242773808167295,-0.00000000000000000249829495774499,0.0000000000000000218046820763619,0.00000000000000119409119518837,0.000000000000000349830589892715
"SL18-OD-4",0.0000000000000000919098313303924,0.00000000000000122224570957434,-0.000000000000000108059800904115,-0.00000000000000518591793264549,-0.000000000000000628477382370942,-0.0000000000000000966246915926349,0.000000000000000129744783808459,-0.000000000000000472042660918629,-0.000000000000000356866539834341
"SL19-LR-5",-0.0000000000000000545449674197956,-0.000000000000000727441556474718,-0.0000000000000000208634304389592,0.00000000000000419666742629007,-0.00000000000000069327088497637,0.000000000000000756321297858994,-0.0000000000000000695974344239177,-0.0000000000000000692147655339143,0.00000000000000046389771457937
"SL19-LR-2",0.0000000000000000347276755064093,0.000000000000000190236972204952,0.000000000000000322718452436392,0.0000000000000110734521996227,0.000000000000000849435073255803,-0.000000000000000928704949942287,0.000000000000000267559706970031,0.000000000000000768848595464834,-0.0000000000000000723297205083115
"SL18-DB-6",-0.00000000000000000683882649776877,-0.000000000000000027517903545665,-0.000000000000000143549205940604,-0.0000000000000043458079038573,0.000000000000000343535082036346,0.000000000000000517396546221074,0.00000000000000014522344325114,0.00000000000000174002589062733,0.000000000000000922759365151957
"SL18-CB-10",0.00000000000000000346742891380772,-0.0000000000000000989175779599054,0.000000000000000173558884177817,-0.0000000000000133897229859287,-0.000000000000000742880129982717,-0.000000000000000411041084006621,-0.000000000000000181073312223368,0.00000000000000239448367717389,0.000000000000000634719104621177
"SA18-CB-10-FG1",0.0702184100951375,0.529803833919347,0.219974254796709,13.138212340216,-0.00659561786152088,0.08530414606429,-0.0268241248600196,0.403105540683007,0.111018623527084
"SL18-LD-10-FG1",-0.00138585369958518,0.00186977691653343,-0.0215836691996889,0.209526359110531,-0.0742639022465595,0.00836559898714962,-0.00722819982323305,0.123505020504526,0.0597918168414814
"SL18-NL-6-FG1",-0.00453562685602859,0.00150873861789786,-0.0894848377579059,3.84538646135086,-0.0721175024535499,0.0236387495980699,0.0199352055653467,0.137880532694463,0.0662142403367245
"SL18-LD-10-FG2",-0.00460776530889789,-0.0599130917789827,0.0545176954508192,-2.1534476410112,0.00682082230832781,-0.0239192010615492,0.00140016533178953,-0.124963844148838,-0.0597097350297252
"SL18-NL-9-FG2",-0.0121651617011192,-0.126544837086374,-0.0583085958105253,-0.108051045452218,-0.051737549367722,0.0120561695135347,-0.00861883968247452,0.150046206891536,0.0725541963290845
"SL18-OI-15-FG1",0.0157896345363292,0.201641161678755,-0.069802216843933,-0.282158820126353,-0.00646981921919876,0.0760238276141319,0.0134896457762099,0.149375260249886,0.101219650915993
"SL18-OI-16-FG3",-0.0137797850958412,-0.124886976524231,-0.0829077145297484,-7.80076500966295,-0.0156258250029848,0.0415305023045983,-0.0114875214651847,-0.174051625100971,0.0251457829570991
"SL18-LD-13-FG2",-0.0174041695752224,-0.157197563996485,-0.00205782120800331,-8.44046275240786,0.0312316464742696,0.00518076663293576,-0.0471772093486194,-0.0734098162042938,-0.0946102446090328
"SL18-OI-17-FG1",0.00182371484316854,0.10745922319394,-0.0748721891897875,1.69868128341165,0.393030777089566,0.445626953076724,0.00322862793598339,1.12792123780986,0.471042418173509
"SL18-OI-18-FG1",-0.00950392172953078,-0.119044969293254,0.0344140113683091,-2.76783737548693,0.035504060761515,0.0208790642539865,0.000750521854384546,0.022466142201321,0.0357864123899882
"SL18-OI-18-FG2",-0.010041032034585,-0.144693306066478,0.102662895784428,-4.36624337919258,0.112178783295008,0.0631265245022807,0.00528197965772389,-0.154117038157857,-0.0246799304693793
"SL18-OI-2-FG2",0.00464086776165197,0.0690856775892898,0.00538415654520611,-0.853882464186856,-0.0154494055316882,-0.020524313309413,0.00645129437390992,-0.0929820007805755,-0.042783397731944
"SL18-LD-1-FG1",-0.0113594891414281,-0.163948707418585,0.0684970198326929,-4.56370369060291,-0.0434895837810129,-0.0760117617848315,0.0131974179652435,-0.247316546159325,-0.124879300341284
"SL18-OI-2-FG3",0.00596279515524229,0.10141468400747,-0.0334055123262835,-0.501935321773449,-0.0381600305513489,0.0097307878361916,-0.000813837671321587,-0.00351777357172325,0.00953321221068244
"SL18-OI-6-FG1",-0.00904542510611945,-0.127582228902433,0.0044656835592496,-0.996928636166175,-0.0840183707823245,0.0986281109353656,0.0579680612321541,0.221751563190537,0.124209014233101
"SL18-OI-9-FG1",-0.000208893517457413,-0.00626643366883558,-0.00789934329651764,-0.432810756365561,0.00977339470162904,0.0503246223586322,-0.00133766693919205,0.122938473201081,0.0514400389691345
"SL18-SF-13-FG1",0.00393696424080743,0.0579815053979889,-0.00216003451419887,-2.93477066259249,0.0264886233559051,0.0776671326650517,0.00891416493788596,-0.0821629913827894,0.00217826260891533
"SL18-LD-1-FG2",-0.00397234890933897,-0.0403966703468093,-0.0122104913873701,-1.69840442632477,-0.115111964070371,-0.0366932686039041,-0.00106864743827298,-0.0467588329115133,-0.0149779429906078
"SA18-CB-4-FG3",0.0454856831903392,0.461936677746946,0.0910492126395611,11.6553918612625,0.2799925070931,-0.00773512908934725,0.0924657006433211,0.338975281054384,0.131992023474271
"SL18-LD-2-FG2",-0.0281660193319694,-0.330867411428772,0.0779239874086236,-4.87016724624402,0.127440639084469,-0.012906112331641,0.0263688108599498,0.145566057013128,0.020941287000837
"SL18-LD-3-FG1",0.00262155658516006,0.00970191835131932,0.0804166896296687,-2.64774479926286,0.0132150428330677,-0.0424676853497562,0.00121568814282023,-0.218009347000487,-0.110405143390034
