"","BLUE_DwPM_2Yrs","CrossName","BLUE_DwPM_2019","BLUE_DwPM_2020","BLUE_DwPM_2019_2","BLUE_DwPM_2020_2","BV_DWpM"
"SL18-SF-17-FG1xSL18-LL-9-MG1",-0.288127888117815,"SL18-SF-17-FG1xSL18-LL-9-MG1",-0.191831831831831,NA,-0.191831831831826,NA,-0.0535738097555757
"SL18-SF-17-FG2xSA18-CB-1-MG13",0.318917352519654,"SL18-SF-17-FG2xSA18-CB-1-MG13",NA,-0.809733536000001,NA,-0.809733536000002,0.108599907649397
"SL18-SF-17-FG2xSA18-CB-7-MG2",0.270569582605689,"SL18-SF-17-FG2xSA18-CB-7-MG2",NA,-0.706585631499999,NA,-0.706585631500001,0.17259472327704
"SL18-SF-17-FG2xSA18-CB-7-MG3",1.55497742644075,"SL18-SF-17-FG2xSA18-CB-7-MG3",NA,0.314494204000001,NA,0.314494203999995,0.178249274634822
"SL18-SF-17-FG2xSL18-NC-1-MG1",-0.0145044528221311,"SL18-SF-17-FG2xSL18-NC-1-MG1",NA,-1.11555315675,NA,-1.11555315675,-0.00829584460587212
"SL18-SF-17-FG2xSL18-NC-12-MG1",0.0412713587918137,"SL18-SF-17-FG2xSL18-NC-12-MG1",NA,-0.995706167499997,NA,-0.995706167500001,0.0122740627298791
"SL18-SF-17-FG2xSL18-OI-4-MG3",-0.0705632001011442,"SL18-SF-17-FG2xSL18-OI-4-MG3",NA,-1.242656285,NA,-1.242656285,-0.010312829434267
"SL18-SF-17-FG3xSA18-CB-10-MG1",-0.126963796970441,"SL18-SF-17-FG3xSA18-CB-10-MG1",-0.107237237237237,NA,-0.107237237237232,NA,0.0962877014945525
"SL18-SF-17-FG3xSA18-CB-3-MG3",-0.159400500441521,"SL18-SF-17-FG3xSA18-CB-3-MG3",-0.0235735735735727,NA,-0.023573573573568,NA,0.0754522871218655
"SL18-SF-17-FG3xSL18-LD-2-MG1",-0.218129123911246,"SL18-SF-17-FG3xSL18-LD-2-MG1",-0.163933933933933,NA,-0.163933933933929,NA,-0.0227088345035873
"SL18-SF-17-FG3xSL18-NL-10-MG2",-0.302114049518574,"SL18-SF-17-FG3xSL18-NL-10-MG2",-0.219819819819819,NA,-0.219819819819814,NA,-0.0463390716280823
"SL18-SF-17-FG3xSL18-NL-2-MG3",-0.229977851143757,"SL18-SF-17-FG3xSL18-NL-2-MG3",-0.138648648648648,NA,-0.138648648648643,NA,-0.0313780880242811
"SL18-SF-17-FG3xSL18-NL-9-MG1",-0.26870523882005,"SL18-SF-17-FG3xSL18-NL-9-MG1",-0.216906906906906,NA,-0.216906906906901,NA,-0.0694634104345208
"SL18-SF-17-FG3xSL18-OI-7-MG1",-0.245582663470403,"SL18-SF-17-FG3xSL18-OI-7-MG1",-0.228348348348347,NA,-0.228348348348343,NA,0.025974749194128
"SL18-SF-17-FG3xSL18-OI-9-MG3",-0.215582663470404,"SL18-SF-17-FG3xSL18-OI-9-MG3",-0.198348348348347,NA,-0.198348348348343,NA,0.021278878381322
