"","AshFDwPM","AshOnly","DWpM","WWP","PDW","BD"
"SL18-OI-4",0.0372415780467149,0.155618616541224,0.0282162585386961,0.0563219082547604,0.0922381270359002,29.7307615762581
"SL18-OI-5",-0.0179750574759833,-0.328560403133358,-0.0785506848328302,-0.299030750092555,0.0768317722597703,-10.8347524416981
"SL18-OI-6",0.171614331903926,-0.624821350268202,0.144503842280921,0.329927857289714,0.278160915852077,-19.0402103894095
"SL18-OI-11",0.0313697031275307,0.259669012275991,0.033955908869286,0.157028047288653,0.00367089406441562,11.6699946545666
"SL18-OI-15",0.0560651272482832,0.218787432034903,0.0819194889199679,0.31890396432488,0.0290114102328711,46.3329422256138
"SL18-OI-16",-0.0378818757152975,0.120574685162384,-0.0536577320092951,-0.136284359187069,0.0651184362020526,15.1619912679648
"SL18-OI-17",0.0390651233713721,-0.252687371485743,0.0260851202692519,0.0509346878022276,-0.0259380501869777,-4.78295224396023
"SL18-OI-18",-0.00224153228951412,-0.161327297438991,-0.00791232512379978,-0.0661656685298984,0.138204016759771,-36.1733456199013
"SL18-LD-1",0.0136733619552154,-0.130194470389972,-0.0461771438493855,-0.24509224598926,0.12661258325173,-14.5448513923101
"SL18-LD-3",0.00522938024617375,0.106589498888519,-0.0173857945096105,-0.0852764765910799,0.053125503618687,-6.62250351860428
"SL18-LD-4",0.010778512681389,0.00587585525542877,-0.0304371803675306,-0.135573639087233,0.0592567216305231,-11.9520720174133
"SL18-LD-5",-0.00504354516611699,-0.0747201686897986,-0.0436132710050086,-0.0653105550089616,0.000380381282419229,-14.0040972101034
"SL18-LD-9",0.00712023892089744,-0.124849623387441,-0.00454864167071642,-0.0451764037494268,0.0537402893111165,-21.8134072156682
"SL18-LD-10",0.00852048176648394,0.0852996951045806,0.00149794270883545,-0.0102306445567438,0.0520445099354839,2.6617081138596
"SL18-LD-13",-0.0305072101851952,-0.202771026849931,-0.0254560274580017,-0.08144509158015,0.0625026817082142,22.3827960837332
"SL18-FW-2",-0.0111136805755515,-0.5295137281113,0.0298342207172145,0.0874597494547934,0.0145603200290093,10.988867869833
"SL18-FI-1",-0.0127416658897935,-0.667598271420618,0.0268343369817782,0.0794967344202196,0.00523441040029204,13.1007738830421
"SL18-FI-2",-0.015274587761563,-0.581949163976426,0.02410598716822,0.0732400560236857,0.00849702639883075,9.6738780206001
"SL18-CC-1",-0.00332363577572124,1.09513840990195,0.00204962149237853,0.0298248503565586,0.037305564720846,4.16671899001163
"SL18-CC-2",0.0565388802801613,0.266801348797271,0.0852535050577021,0.272944807234755,-0.0569613405623963,2.61012897707493
"SL18-CC-3",0.0679536060855678,0.0817844454583763,0.0799319261296093,0.186444636287907,0.0522283486855097,-0.342246879782167
"SL18-CC-4",0.00694055386921732,0.199148855491372,-0.00299219352062699,0.00961900231022937,-0.0168351826588284,-10.9482055824206
"SL18-CC-5",0.0746476153140162,0.345159612287452,0.08535613265355,0.329082855761911,-0.0972819139351989,-5.08203385907544
"SL18-CC-6",-0.0224688661777335,0.470401076810495,-0.031764488530472,0.000581298307602408,-0.0477819495982092,-20.3223701208771
"SL18-CC-7",0.0397834714334173,0.164604526191156,0.068009450207777,0.255536629242662,-0.0417506575498981,8.59366499847019
"SL18-CC-8",-0.0216574858904206,-0.0943658443709358,-0.044245550674258,-0.083820341567625,-0.0644913746442486,-9.66173298337931
"SL18-CC-9",0.00686185557816,0.217467792669914,0.00163110276345067,0.0177555314812401,-0.0278809809683107,-0.795852505149242
"SL18-CC-12",0.0897343209447543,0.492195539193958,0.138036949638977,0.426962416962189,0.0061361057801585,33.1777011711889
"SL18-FW-14",-0.0159236030877864,-0.561288755168077,0.0223434667242752,0.0526588336080334,0.0200599995470977,6.29316477621464
"SL18-NC-2",0.0475853737639939,0.537714359483209,0.0841530234895183,0.288076889641033,-0.0514557597410043,9.34776644869982
"SL18-NC-1",-0.0359163820942075,-0.0511769402497381,-0.0685509358788117,-0.199656294972211,-0.0396341969494272,-7.81774942048866
"SL18-NC-5",-0.0674996101159293,0.759550240234593,-0.131825981701664,-0.495095883085752,-0.102675227689316,-16.2180276326709
"SL18-JS-6",0.0816158588181878,0.199399767328781,0.137014298607703,0.262567265880539,0.315456285870092,-10.2529908347711
"SL18-JS-5",-0.0395545020863075,0.189019466342287,-0.078863052636979,-0.157018694732907,-0.180571069600991,-25.8897534116919
"SL18-JS-9",-0.0827314599321462,0.313446946093219,-0.151801502002294,-0.43481621004277,-0.0719626504092633,-21.9812546604476
"SL18-NC-8",-0.0526161239909908,0.431945514960596,-0.0919787839059349,-0.272046426609431,0.0170775384407488,-21.4689918920515
"SL18-NC-10",-0.0752192176251981,0.177684869665254,-0.130207065486733,-0.301888986263196,-0.273393782673112,-9.14963016284026
"SL18-NC-9",-0.030639148335373,-0.0877473529319642,-0.0392197081269969,-0.0550403763277826,0.0390638734233371,-9.11572898467156
"SL18-NC-12",-0.0549487111575303,0.308021622532336,-0.0737796413081381,-0.164394676870915,-0.0286968316819852,-9.57581974398556
"SL18-NL-2",-0.0589448413029346,0.18317330183145,-0.0600067605545349,-0.198510493426381,-0.0467522866779099,-15.59492751541
"SL18-NL-3",-0.0333545250373963,0.837319193045699,-0.0416456403382914,-0.0878390709579326,-0.0796735722468649,-17.6038153829788
"SL18-NL-5",-0.00836487856230224,0.392670030822822,-0.0395781458769176,-0.213208419427631,-0.0234062813795945,-8.33729569701975
"SL18-NL-7",-0.0378918512051638,0.712628780252151,-0.0717662065499913,-0.322947780711743,0.0287441679385315,-34.8447807623118
"SL18-NL-6",-0.0202580597716418,0.294191096326538,0.00327001548000972,0.0753960013160747,-0.118600236862399,64.0075857925077
"SL18-NL-9",-0.031619959617278,0.275154925416531,-0.0549883133600672,-0.134497806074174,-0.166162632276779,-5.00938260024725
"SL18-NL-10",-0.0265047933939987,0.30239435778893,-0.0478075865869828,-0.191849608036633,-0.0536531795398876,12.1496862977315
"SL18-JS-19",-0.065868527564103,0.00279392037292331,-0.0940925254924056,-0.220797426896904,-0.0212167633726504,-42.3830263944449
"SL18-JS-16",-0.0592704634639636,0.519212939370753,-0.0883501084691754,-0.209428265821118,-0.0411393090804396,-21.5667365603696
"SL18-JS-11",-0.0498301609495783,0.136890940953705,-0.0881487772328656,-0.286529496106211,-0.103228075911044,0.733202558794967
"SL18-BL-10",-0.0186097587490025,-0.598073898668239,0.0176632922157917,0.0572002243842832,0.0107950888212771,10.7595841139022
"SL18-BL-11",-0.0126565619928893,-0.63574465547434,0.0251565016979567,0.0721693292661676,0.0130789212073892,9.82341618061244
"SL18-BL-12",-0.00943783840750721,-0.607440251410866,0.0303222948522732,0.0864313188438448,0.0303090622161946,10.0683475699781
"SL18-BL-13",-0.0136743932206341,-0.557917108417336,0.02733553698961,0.0911111555488658,0.00867349138256463,10.5982995798721
"SL18-BL-14",-0.0109212178969826,-0.623360495966029,0.0285370391322445,0.0824470742632291,0.0189715627194475,9.26903514938466
"SL18-BL-15",-0.0127951057515117,-0.622939921806458,0.026096053805593,0.0777582646546069,0.018608894466745,10.5322807265891
"SL18-BL-16",-0.00635793932647276,-0.608959762863598,0.0383126637951083,0.10462695003653,0.0498161193135583,8.42962640486203
"SL18-CC-10",0.0421926822745191,0.0977876986112336,0.0576661333717564,0.17826119846657,0.0119011226173423,-0.504812894610951
"SL18-CC-11",0.104841252747533,0.442849306217291,0.151350568470243,0.514598800214865,-0.0748205717206271,57.982950495228
"SL18-SF-13",0.0489215974917533,0.195598888928715,0.101247726501233,0.305398138041416,0.0930137626244363,24.137559960187
"SL18-OI-2",0.0046051726364615,-0.094748700402827,-0.0422648704195357,-0.146613036176332,0.099693707190352,-18.5821294752799
"SL18-OI-14",0.051102207702151,0.627425010237946,0.0546307513478716,0.0762577508714715,0.063810811319762,-40.0677366656765
"SL18-PI-1",-0.0376849730786735,-0.56803763937359,0.0032471366558977,0.0233833753928645,-0.0122763874967091,11.6831841927969
"SA18-CB-1",0.0428693252312118,-0.410660876018815,0.0354866792540548,0.117010265727845,-0.0255150259542839,10.663003082614
