Culture ID,Culture Code,Location,Updated Species 2019,Form,Tray ID,Biomass,Shelf / Location,Observations,Last Media Change
SL18-OD-3-MG1,SL-OD-3-MG-1,Outer Dock,Saccharina latissima,Flask,1010A,M,4L,B,1/6/2021
SL18-OD-3-MG3,SL-OD-3-MG-3,Outer Dock,Saccharina latissima,Flask,1010A,M,4L,,1/6/2021
SL18-OD-5-MG1,SL-OD-5-MG-1,Outer Dock,Saccharina latissima,Flask,1010A,H,4L,,1/6/2021
SL18-OD-5-MG2,SL-OD-5-MG-2,Outer Dock,Saccharina latissima,Flask,1010A,H,4L,,1/6/2021
SL18-FI-1-MG2,SL-FI-1-MG-2,Fisher's Island,Saccharina latissima,Flask,1011A,L,4L,,1/6/2021
SL18-FI-2-MG3,SL-FI-2-MG-3,Fisher's Island,Saccharina latissima,Flask,1011A,M,4L,,1/6/2021
SL18-PI-1-MG4,SL-PI-1-MG-4,Pine Island,Saccharina latissima,Flask,1011A,M,4L,,1/6/2021
SL18-LD-1-MG1,SL-LD-1-MG-1,Lubec Dock,Saccharina latissima,Flask,1012A,H,4L,,1/6/2021
SL18-LD-1-MG3,SL-LD-1-MG-3,Lubec Dock,Saccharina latissima,Flask,1012A,M,4L,B,1/6/2021
SL18-LD-3-MG2,SL-LD-3-MG-2,Lubec Dock,Saccharina latissima,Flask,1012A,L,4L,,1/6/2021
SL18-FI-1-FG11,SL-FI-1-FG-11,Fisher's Island,Saccharina latissima,Flask,1013A,L,Floor,,1/21/2021
SL18-OD-5-FG1,SL-OD-5-FG-1,Outer Dock,Saccharina latissima,Flask,1013A,M,Floor,B,1/21/2021
SL18-TI-4-FG3,SL-TI-4-FG-3,Thimble Island,Saccharina latissima,Flask,1013A,L,Floor,,1/21/2021
SL18-CC-1-FG1,SL-CC-1-FG-1,Cape Cod Canal,Saccharina latissima,Flask,1014A,M,Floor,,1/21/2021
SL18-CC-1-FG3,SL-CC-1-FG-3,Cape Cod Canal,Saccharina latissima,Flask,1014A,L,Floor,,1/21/2021
SL18-CC-8-FG1,SL-CC-8-FG-1,Cape Cod Canal,Saccharina latissima,Flask,1014A,M,Floor,G,1/21/2021
SL18-OI-15-FG3,SL-OI-15-FG-3,Orr's Island,Saccharina latissima,Flask,1015A,M,Floor,,1/21/2021
SL18-OI-2-FG2,SL-OI-2-FG-2,Orr's Island,Saccharina latissima,Flask,1015A,M,Floor,,1/21/2021
SL18-OI-9-FG2,SL-OI-9-FG-2,Orr's Island,Saccharina latissima,Flask,1015A,L,Floor,,1/21/2021
SL18-PI-1-FG10,SL-PI-1-FG-10,Pine Island,Saccharina latissima,Flask,1015A,L,Floor,B,1/21/2021
SL18-CC-5-FG1,SL-CC-5-FG-1,Cape Cod Canal,Saccharina latissima,Flask,1016A,L,Floor,,1/22/2021
SL18-NC-15-FG2,SL-NC-15-FG-2,Newcastle,Saccharina latissima,Flask,1016A,M,Floor,,1/22/2021
SL18-NC-15-FG3,SL-NC-15-FG-3,Newcastle,Saccharina latissima,Flask,1016A,M,Floor,,1/22/2021
SL18-OD-3-FG2,SL-OD-3-FG-2,Outer Dock,Saccharina latissima,Flask,1016A,L,Floor,,1/22/2021
SL18-PI-1-FG3,SL-PI-1-FG-3,Pine Island,Saccharina latissima,Flask,1016A,L,Floor,,1/22/2021
SL18-BL-11-FG2,SL-BL-11-FG-2,Black Ledge,Saccharina latissima,Flask,1017A,L,Floor,,1/22/2021
SL18-BL-18-FG10,SL-BL-18-FG-10,Black Ledge,Saccharina latissima,Flask,1017A,M,Floor,,1/22/2021
SL18-BL-18-FG11,SL-BL-18-FG-11,Black Ledge,Saccharina latissima,Flask,1017A,M,Floor,,1/22/2021
SL18-FI-2-FG1,SL-FI-2-FG-1,Fisher's Island,Saccharina latissima,Flask,1018A,L,Floor,,1/22/2021
SL1818-S11-FG1,SL18-S11-FG-1,S-Crosses,Saccharina latissima,Flask,1019A,M,Floor,,1/22/2021
SL1818-S11-FG2,SL18-S11-FG-2,S-Crosses,Saccharina latissima,Flask,1019A,L,Floor,,1/22/2021
SL1818-S11-FG3,SL18-S11-FG-3,S-Crosses,Saccharina latissima,Flask,1019A,L,Floor,,1/22/2021
SL1818-S143-FG1,SL18-S143-FG-1,S-Crosses,Saccharina latissima,Flask,1019A,M,Floor,B,1/22/2021
SL1818-S2-FG3,SL18-S2-FG-3,S-Crosses,Saccharina latissima,Flask,1019A,L,Floor,B,1/22/2021
SL1818-S32-FG1,SL18-S32-FG-1,S-Crosses,Saccharina latissima,Flask,1019A,L,Floor,,1/22/2021
SL1818-S32-FG3,SL18-S32-FG-3,S-Crosses,Saccharina latissima,Flask,1019A,L,Floor,B,1/22/2021
SA18-CB-9-FG1,SA-CB-9-FG-1,Casco Bay,Saccharina angustissima,Flask,1020A,L,Floor,B,1/22/2021
SL18-CC-12-FG2,SL-CC-12-FG-2,Cape Cod Canal,Saccharina latissima,Flask,1020A,L,Floor,,1/22/2021
SL18-OI-17-FG1,SL-OI-17-FG-1,Orr's Island,Saccharina latissima,Flask,1020A,L,Floor,,1/22/2021
SL18-LD-13-FG2,SL-LD-13-FG-2,Lubec Dock,Saccharina latissima,Flask,1020A,L,Floor,,1/22/2021
SL18-NL-6-FG3,SL-NL-6-FG-3,Nubble Lighthouse,Saccharina latissima,Flask,1020A,L,Floor,,1/22/2021
SL18-SF-13-FG2,SL-SF-13-FG-2,Sullivan Falls,Saccharina latissima,Flask,1020A,L,Floor,,1/22/2021
SL18-AK-10-FG21,SL-AK-10-FG-21,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-10-FG22,SL-AK-10-FG-22,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-10-MG21,SL-AK-10-MG-21,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-10-MG22,SL-AK-10-MG-22,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-11-FG21,SL-AK-11-FG-21,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-11-MG21,SL-AK-11-MG-21,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-4-21,SL-AK-4-21,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-4-22,SL-AK-4-22,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-6-21,SL-AK-6-21,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-6-23,SL-AK-6-23,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-6-24,SL-AK-6-24,Alaska,Saccharina latissima,Flask,1021A,L,1B,None,9/17/2020
SL18-AK-7-FG21,SL-AK-7-FG-21,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-7-MG21,SL-AK-7-MG-21,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL18-AK-7-MG22,SL-AK-7-MG-22,Alaska,Saccharina latissima,Flask,1021A,L,1B,,9/17/2020
SL1818-S142-FG1,SL18-S142-FG-1,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,,2/4/2021
SL1818-S142-FG2,SL18-S142-FG-2,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,,2/4/2021
SL1818-S142-FG3,SL18-S142-FG-3,S-Crosses,Saccharina latissima,Flask,1024A,L,Floor,,2/4/2021
SL1818-S143-FG2,SL18-S143-FG-2,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,,2/4/2021
SL1818-S143-FG3,SL18-S143-FG-3,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,,2/4/2021
SL1818-S157-FG1,SL18-S157-FG-1,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,,2/4/2021
SL1818-S157-FG2,SL18-S157-FG-2,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,,2/4/2021
SL1818-S157-FG3,SL18-S157-FG-3,S-Crosses,Saccharina latissima,Flask,1024A,L,Floor,,2/4/2021
SL1818-S158-FG1,SL18-S158-FG-1,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,,2/4/2021
SL1818-S2-FG1,SL18-S2-FG-1,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,B,2/4/2021
SL1818-S2-FG3,SL18-S2-FG-3,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,,2/4/2021
SL1818-S57-FG2,SL18-S57-FG-2,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,B,2/4/2021
SL1818-S57-FG3,SL18-S57-FG-3,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,B,2/4/2021
SL1818-S78-FG1,SL18-S78-FG-1,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,,2/4/2021
SL1818-S94-FG2,SL18-S94-FG-2,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,B,2/4/2021
SL1818-S94-FG3,SL18-S94-FG-3,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,B,2/4/2021
SL18-NC-8-FG1,SL-NC-8-FG-1,Newcastle,Saccharina latissima,Flask,1024A,L,Floor,,2/4/2021
SL18-F1-1-FG3,SL-F1-1-FG-3,Fisher's Island,Saccharina latissima,Flask,1025A,L,4R,,2/10/2021
SL18-NC-10-FG3,SL-NC-10-FG-3,Newcastle,Saccharina latissima,Flask,1025A,M,4R,,2/10/2021
SL18-NC-11-FG1,SL-NC-11-FG-1,Newcastle,Saccharina latissima,Flask,1025A,L,4R,,2/10/2021
SL18-NL-2-FG3,SL-NL-2-FG-3,Nubble Lighthouse,Saccharina latissima,Flask,1025A,H,4R,B,2/10/2021
SL18-NL-7-FG3,SL-NL-7-FG-3,Nubble Lighthouse,Saccharina latissima,Flask,1025A,L,4R,B,2/10/2021
SL18-JS-6-FG3,SL-JS-6-FG-3,Fort Stark,Saccharina latissima,Flask,1026A,M,4R,B,2/10/2021
SL18-NC-15-FG1,SL-NC-15-FG-1,Newcastle,Saccharina latissima,Flask,1026A,M,4R,,2/10/2021
SL18-NC-1-FG1,SL-NC-1-FG-1,Newcastle,Saccharina latissima,Flask,1026A,L,4R,,2/10/2021
SL18-NC-5-FG2,SL-NC-5-FG-2,Newcastle,Saccharina latissima,Flask,1026A,L,4R,,2/10/2021
SL18-NC-5-FG3,SL-NC-5-FG-3,Newcastle,Saccharina latissima,Flask,1026A,L,4R,,2/10/2021
SL18-NC-5-FG3 ⍺,SL-NC-5-FG-3 ⍺,Newcastle,Saccharina latissima,Flask,1026A,M,4R,,2/10/2021
SL18-JS-16-FG1,SL-JS-16-FG-1,Fort Stark,Saccharina latissima,Flask,1027A,L,4R,,2/10/2021
SL18-JS-16-FG3,SL-JS-16-FG-3,Fort Stark,Saccharina latissima,Flask,1027A,L,4R,,2/10/2021
SL18-JS-19-FG5,SL-JS-19-FG-5,Fort Stark,Saccharina latissima,Flask,1027A,L,4R,,2/10/2021
SL18-JS-5-FG1,SL-JS-5-FG-1,Fort Stark,Saccharina latissima,Flask,1027A,M,4R,,2/10/2021
SL18-JS-5-FG2,SL-JS-5-FG-2,Fort Stark,Saccharina latissima,Flask,1027A,M,4R,B,2/10/2021
SL18-JS-6-FG2,SL-JS-6-FG-2,Fort Stark,Saccharina latissima,Flask,1027A,H,4R,,2/10/2021
SL18-JS-9-FG3,SL-JS-9-FG-3,Fort Stark,Saccharina latissima,Flask,1027A,M,4R,,2/10/2021
SL18-BL-11-FG1,SL-BL-11-FG-1,Black Ledge,Saccharina latissima,Flask,1028A,M,5R,B,2/10/2021
SL18-BL-12-FG1,SL-BL-12-FG-1,Black Ledge,Saccharina latissima,Flask,1028A,L,5R,,2/10/2021
SL18-BL-17-FG3,SL-BL-17-FG-3,Black Ledge,Saccharina latissima,Flask,1028A,M,5R,,2/10/2021
SL18-JS-19-FG3,SL-JS-19-FG-3,Fort Stark,Saccharina latissima,Flask,1028A,M,5R,B,2/10/2021
SL18-NC-12-FG2,SL-NC-12-FG-2,Newcastle,Saccharina latissima,Flask,1028A,M,5R,,2/10/2021
SL18-NL-2-FG2,SL-NL-2-FG-2,Nubble Lighthouse,Saccharina latissima,Flask,1029A,M,5R,,1/27/2021
SL18-NL-2-FG3,SL-NL-2-FG-3,Nubble Lighthouse,Saccharina latissima,Flask,1029A,M,5R,,1/27/2021
SL18-NL-3-FG3,SL-NL-3-FG-3,Nubble Lighthouse,Saccharina latissima,Flask,1029A,M,5R,B,1/27/2021
SL18-NL-5-FG1,SL-NL-5-FG-1,Nubble Lighthouse,Saccharina latissima,Flask,1029A,M,5R,,1/27/2021
SL18-NL-6-FG2,SL-NL-6-FG-2,Nubble Lighthouse,Saccharina latissima,Flask,1029A,M,5R,,1/27/2021
SL18-OI-16-FG3,SL-OI-16-FG-3,Orr's Island,Saccharina latissima,Flask,1030A,H,5R,G,1/27/2021
SA18-CB-1-FG2,SA-CB-1-FG-2,Casco Bay,Saccharina angustissima,Flask,1031A,M,5R,B,2/2/2021
SA18-CB-5-FG3,SA-CB-5-FG-3,Casco Bay,Saccharina angustissima,Flask,1031A,M,5R,,2/2/2021
SA18-CB-10-MG3,SA-CB-10-MG-3,Casco Bay,Saccharina angustissima,Flask,1032A,L,6R,B,2/3/2021
SA18-CB-7-MG3,SA-CB-7-MG-3,Casco Bay,Saccharina angustissima,Flask,1032A,H,6R,,2/3/2021
SL18-JS-6-MG3,SL-JS-6-MG-3,Fort Stark,Saccharina latissima,Flask,1032A,L,6R,,2/3/2021
SL18-OI-4-MG2,SL-OI-4-MG-2,Orr's Island,Saccharina latissima,Flask,1032A,H,6R,,2/3/2021
SL18-OI-5-MG2,SL-OI-5-MG-2,Orr's Island,Saccharina latissima,Flask,1032A,L,6R,,2/3/2021
SL18-OI-5-MG3,SL-OI-5-MG-3,Orr's Island,Saccharina latissima,Flask,1032A,H,6R,,2/3/2021
SL18-OI-7-MG1,SL-OI-7-MG-1,Orr's Island,Saccharina latissima,Flask,1032A,M,6R,,2/3/2021
SL18-OI-7-MG2,SL-OI-7-MG-2,Orr's Island,Saccharina latissima,Flask,1032A,M,6R,,2/3/2021
SL18-JS-19-MG2,SL-JS-19-MG-2,Fort Stark,Saccharina latissima,Flask,1033A,L,6R,,2/17/2021
SL18-JS-5-MG1,SL-JS-5-MG-1,Fort Stark,Saccharina latissima,Flask,1033A,L,6R,,2/17/2021
SL18-LD-2-MG3,SL-LD-2-MG-3,Lubec Dock,Saccharina latissima,Flask,1033A,M,6R,,2/17/2021
SL18-TI-1-MG2,SL-TI-1-MG-2,Thimble Island,Saccharina latissima,Flask,1033A,M,6R,,2/17/2021
SL18-TI-2-MG3,SL-TI-2-MG-3,Thimble Island,Saccharina latissima,Flask,1033A,H,6R,,2/17/2021
SL18-TI-3-MG1,SL-TI-3-MG-1,Thimble Island,Saccharina latissima,Flask,1033A,L,6R,,2/17/2021
SL18-TI-5-MG3,SL-TI-5-MG-3,Thimble Island,Saccharina latissima,Flask,1033A,L,6R,,2/17/2021
SL18-BL-13-MG3,SL-BL-13-MG-3,Black Ledge,Saccharina latissima,Flask,1034A,L,6R,,2/17/2021
SL18-BL-16-MG3,SL-BL-16-MG-3,Black Ledge,Saccharina latissima,Flask,1034A,L,6R,,2/17/2021
SL18-NC-15-MG4,SL-NC-15-MG-4,Newcastle,Saccharina latissima,Flask,1034A,M,6R,,2/17/2021
SL18-NC-5-MG1,SL-NC-5-MG-1,Newcastle,Saccharina latissima,Flask,1034A,H,6R,,2/17/2021
SL18-OI-2-MG2,SL-OI-2-MG-2,Orr's Island,Saccharina latissima,Flask,1034A,H,6R,,2/17/2021
SL18-OI-4-MG3,SL-OI-4-MG-3,Orr's Island,Saccharina latissima,Flask,1034A,H,6R,,2/17/2021
SA18-CB-1-MG11,SA-CB-1-MG-11,Casco Bay,Saccharina angustissima,Flask,1035A,L,6R,,2/17/2021
SA18-CB-1-MG13,SA-CB-1-MG-13,Casco Bay,Saccharina angustissima,Flask,1035A,M,6R,,2/17/2021
SA18-CB-4-MG1,SA-CB-4-MG-1,Casco Bay,Saccharina angustissima,Flask,1035A,M,6R,B,2/17/2021
SA18-CB-5-MG3,SA-CB-5-MG-3,Casco Bay,Saccharina angustissima,Flask,1035A,M,6R,,2/17/2021
SA18-CB-7-MG1,SA-CB-7-MG-1,Casco Bay,Saccharina angustissima,Flask,1035A,M,6R,,2/17/2021
SA18-CB-3-MG3,SA-CB-3-MG-3,Casco Bay,Saccharina angustissima,Flask,1035A,M,6R,,2/17/2021
SA18-CB-2-MG2,SA-CB-2-MG-2,Casco Bay,Saccharina angustissima,Flask,1035A,M,6R,B,2/17/2021
SL18-CC-9-MG4,SL-CC-9-MG-4,Cape Cod Canal,Saccharina latissima,Flask,1035A,L,6R,,2/17/2021
SL18-NL-2-MG1,SL-NL-2-MG-1,Nubble Lighthouse,Saccharina latissima,Flask,1036A,L,7R,,2/19/2021
SL18-NL-2-MG2,SL-NL-2-MG-2,Nubble Lighthouse,Saccharina latissima,Flask,1036A,L,7R,,2/19/2021
SL18-NL-2-MG3,SL-NL-2-MG-3,Nubble Lighthouse,Saccharina latissima,Flask,1036A,H,7R,,2/19/2021
SL18-NL-5-MG1,SL-NL-5-MG-1,Nubble Lighthouse,Saccharina latissima,Flask,1036A,L,7R,B,2/19/2021
SL18-NL-5-MG2,SL-NL-5-MG-2,Nubble Lighthouse,Saccharina latissima,Flask,1036A,M,7R,,2/19/2021
SL18-NL-5-MG3,SL-NL-5-MG-3,Nubble Lighthouse,Saccharina latissima,Flask,1036A,H,7R,,2/19/2021
SL18-NL-7-MG1,SL-NL-7-MG-1,Nubble Lighthouse,Saccharina latissima,Flask,1036A,L,7R,,2/19/2021
SL18-NL-9-MG2,SL-NL-9-MG-2,Nubble Lighthouse,Saccharina latissima,Flask,1036A,H,7R,,2/19/2021
SL18-NL-9-MG3,SL-NL-9-MG-3,Nubble Lighthouse,Saccharina latissima,Flask,1036A,M,7R,,2/19/2021
SL18-OI-16-MG1,SL-OI-16-MG-1,Orr's Island,Saccharina latissima,Flask,1037A,M,7R,,2/19/2021
SL18-OI-16-MG2,SL-OI-16-MG-2,Orr's Island,Saccharina latissima,Flask,1037A,H,7R,,2/19/2021
SL18-OI-16-MG3,SL-OI-16-MG-3,Orr's Island,Saccharina latissima,Flask,1037A,H,7R,,2/19/2021
SL18-OI-9-MG3,SL-OI-9-MG-3,Orr's Island,Saccharina latissima,Flask,1037A,M,7R,,2/19/2021
SL18-OI-17-MG1,SL-OI-17-MG-1,Orr's Island,Saccharina latissima,Flask,1038A,M,7R,,1/21/2021
SL18-OI-17-MG3,SL-OI-17-MG-3,Orr's Island,Saccharina latissima,Flask,1038A,M,7R,,1/21/2021
SL18-OI-18-MG1,SL-OI-18-MG-1,Orr's Island,Saccharina latissima,Flask,1038A,M,7R,,1/21/2021
SL18-OI-18-MG3,SL-OI-18-MG-3,Orr's Island,Saccharina latissima,Flask,1038A,H,7R,,1/21/2021
SL18-OI-18-MG4,SL-OI-18-MG-4,Orr's Island,Saccharina latissima,Flask,1038A,H,7R,,1/21/2021
SL18-OI-4-MG1,SL-OI-4-MG-1,Orr's Island,Saccharina latissima,Flask,1038A,L,7R,,1/21/2021
SL18-OD-10-MG1,SL-OD-10-MG-1,Outer Dock,Saccharina latissima,Flask,1039A,L,7R,,2/17/2021
SL18-OD-10-MG2,SL-OD-10-MG-2,Outer Dock,Saccharina latissima,Flask,1039A,L,7R,,2/17/2021
SL18-OD-3-MG2,SL-OD-3-MG-2,Outer Dock,Saccharina latissima,Flask,1039A,L,7R,,2/17/2021
SL18-OD-6-MG2,SL-OD-6-MG-2,Outer Dock,Saccharina latissima,Flask,1039A,M,7R,,2/17/2021
SL18-CC-12-FG3,SL-CC-12-FG-3,Cape Cod Canal,Saccharina latissima,Flask,1040A,M,1R,,2/8/2021
SL18-CC-1-FG2,SL-CC-1-FG-2,Cape Cod Canal,Saccharina latissima,Flask,1040A,H,1R,,2/8/2021
SL18-CC-6-FG1,SL-CC-6-FG-1,Cape Cod Canal,Saccharina latissima,Flask,1040A,L,1R,,2/8/2021
SL18-CC-6-FG3,SL-CC-6-FG-3,Cape Cod Canal,Saccharina latissima,Flask,1040A,M,1R,,2/8/2021
SL18-CC-9-FG1,SL-CC-9-FG-1,Cape Cod Canal,Saccharina latissima,Flask,1040A,M,1R,,2/8/2021
SL18-NC-12-FG1,SL-NC-12-FG-1,Newcastle,Saccharina latissima,Flask,1040A,M,1R,,2/8/2021
SL18-NL-5-FG3,SL-NL-5-FG-3,Nubble Lighthouse,Saccharina latissima,Flask,1040A,L,1R,,2/8/2021
SL18-BL-11-FG3,SL-BL-11-FG-3,Black Ledge,Saccharina latissima,Flask,1041A,M,1R,,2/8/2021
SL18-BL-12-FG2,SL-BL-12-FG-2,Black Ledge,Saccharina latissima,Flask,1041A,M,1R,B,2/8/2021
SL18-BL-17-FG2,SL-BL-17-FG-2,Black Ledge,Saccharina latissima,Flask,1041A,L,1R,,2/8/2021
SL18-LL-9-FG1,SL-LL-9-FG-1,Lubec Lighthouse,Saccharina latissima,Flask,1041A,L,1R,B,2/8/2021
SL18-NC-9-FG2,SL-NC-9-FG-2,Newcastle,Saccharina latissima,Flask,1041A,L,1R,,2/8/2021
SL18-NC-9-FG3,SL-NC-9-FG-3,Newcastle,Saccharina latissima,Flask,1041A,M,1R,,2/8/2021
SL18-FI-1-FG10,SL-FI-1-FG-10,Fisher's Island,Saccharina latissima,Flask,1042A,L,1R,B,2/8/2021
SL18-FI-1-FG2,SL-FI-1-FG-2,Fisher's Island,Saccharina latissima,Flask,1042A,L,1R,,2/8/2021
SL18-FI-2-FG10,SL-FI-2-FG-10,Fisher's Island,Saccharina latissima,Flask,1042A,M,1R,,2/8/2021
SL18-JS-19-FG2,SL-JS-19-FG-2,Fort Stark,Saccharina latissima,Flask,1042A,L,1R,B,2/8/2021
SL18-JS-9-FG2,SL-JS-9-FG-2,Fort Stark,Saccharina latissima,Flask,1042A,M,1R,B,2/8/2021
SL18-FW-14-FG12,SL-FW-14-FG-12,Fort Wetherill,Saccharina latissima,Flask,1043A,L,1R,B,2/8/2021
SL18-FW-14-FG13,SL-FW-14-FG-13,Fort Wetherill,Saccharina latissima,Flask,1043A,L,1R,B,2/8/2021
SL18-TI-3-MG11,SL-TI-3-MG-11,Thimble Island,Saccharina latissima,Flask,1044A,L,2R,B,1/13/2021
SL18-TI-3-MG14,SL-TI-3-MG-14,Thimble Island,Saccharina latissima,Flask,1044A,H,2R,,1/13/2021
SL18-TI-3-MG2,SL-TI-3-MG-2,Thimble Island,Saccharina latissima,Flask,1044A,M,2R,,1/13/2021
SL18-TI-3-MG3,SL-TI-3-MG-3,Thimble Island,Saccharina latissima,Flask,1044A,H,2R,,1/13/2021
SL18-TI-4-MG1,SL-TI-4-MG-1,Thimble Island,Saccharina latissima,Flask,1044A,L,2R,,1/13/2021
SL18-TI-4-MG2,SL-TI-4-MG-2,Thimble Island,Saccharina latissima,Flask,1044A,M,2R,,1/13/2021
SL18-TI-4-MG3,SL-TI-4-MG-3,Thimble Island,Saccharina latissima,Flask,1044A,M,2R,,1/13/2021
SL18-TI-5-MG1,SL-TI-5-MG-1,Thimble Island,Saccharina latissima,Flask,1044A,H,2R,,1/13/2021
SL18-TI-5-MG2,SL-TI-5-MG-2,Thimble Island,Saccharina latissima,Flask,1044A,M,2R,,1/13/2021
SL18-NL-3-MG1,SL-NL-3-MG-1,Nubble Lighthouse,Saccharina latissima,Flask,1045A,M,2R,,1/13/2021
SL18-NL-6-MG1,SL-NL-6-MG-1,Nubble Lighthouse,Saccharina latissima,Flask,1045A,H,2R,,1/13/2021
SL18-NL-6-MG2,SL-NL-6-MG-2,Nubble Lighthouse,Saccharina latissima,Flask,1045A,H,2R,,1/13/2021
SL18-NL-6-MG3,SL-NL-6-MG-3,Nubble Lighthouse,Saccharina latissima,Flask,1045A,H,2R,,1/13/2021
SL18-SF-13-MG3,SL-SF-13-MG-3,Sullivan Falls,Saccharina latissima,Flask,1045A,L,2R,,1/13/2021
SL18-TI-6-MG1,SL-TI-6-MG-1,Thimble Island,Saccharina latissima,Flask,1045A,L,2R,,1/13/2021
SL18-TI-6-MG2,SL-TI-6-MG-2,Thimble Island,Saccharina latissima,Flask,1045A,H,2R,,1/13/2021
SL18-TI-6-MG3,SL-TI-6-MG-3,Thimble Island,Saccharina latissima,Flask,1045A,M,2R,,1/13/2021
SL18-CC-1-MG11,SL-CC-1-MG-11,Cape Cod Canal,Saccharina latissima,Flask,1046A,H,2R,,1/13/2021
SL18-CC-1-MG2,SL-CC-1-MG-2,Cape Cod Canal,Saccharina latissima,Flask,1046A,H,2R,,1/13/2021
SL18-CC-4-MG11,SL-CC-4-MG-11,Cape Cod Canal,Saccharina latissima,Flask,1046A,H,2R,,1/13/2021
SL18-CC-6-MG11,SL-CC-6-MG-11,Cape Cod Canal,Saccharina latissima,Flask,1046A,M,2R,,1/13/2021
SL18-CC-6-MG2,SL-CC-6-MG-2,Cape Cod Canal,Saccharina latissima,Flask,1046A,H,2R,,1/13/2021
SL18-CC-8-MG3,SL-CC-8-MG-3,Cape Cod Canal,Saccharina latissima,Flask,1046A,H,2R,Dup,1/13/2021
SL18-CC-3-MG1,SL-CC-3-MG-1,Cape Cod Canal,Saccharina latissima,Flask,1047A,H,2R,,1/13/2021
SL18-CC-9-MG3,SL-CC-9-MG-3,Cape Cod Canal,Saccharina latissima,Flask,1047A,M,2R,,1/13/2021
SL1818-S158-FG3,SL18-S158-FG-3,S-Crosses,Saccharina latissima,Flask,1049A,L,3R,B,2/5/2021
SL1818-S2-FG2,SL18-S2-FG-2,S-Crosses,Saccharina latissima,Flask,1049A,M,3R,B,2/5/2021
SL1818-S4-FG1,SL18-S4-FG-1,S-Crosses,Saccharina latissima,Flask,1049A,H,3R,B,2/5/2021
SL1818-S4-FG2,SL18-S4-FG-2,S-Crosses,Saccharina latissima,Flask,1049A,L,3R,B,2/5/2021
SL1818-S4-FG3,SL18-S4-FG-3,S-Crosses,Saccharina latissima,Flask,1049A,M,3R,B,2/5/2021
SL1818-S5-FG3,SL18-S5-FG-3,S-Crosses,Saccharina latissima,Flask,1049A,L,3R,,2/5/2021
SL1818-S11-FG1,SL18-S11-FG-1,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,,2/9/2021
SL1818-S143-FG1,SL18-S143-FG-1,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,,2/9/2021
SL1818-S143-FG2,SL18-S143-FG-2,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,B,2/9/2021
SL1818-S143-FG3,SL18-S143-FG-3,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,B,2/9/2021
SL1818-S158-FG1,SL18-S158-FG-1,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,B,2/9/2021
SL1818-S2-FG3,SL18-S2-FG-3,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,B,2/9/2021
SL1818-S32-FG1,SL18-S32-FG-1,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,B,2/9/2021
SL1818-S32-FG2,SL18-S32-FG-2,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,B,2/9/2021
SL1818-S32-FG3,SL18-S32-FG-3,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,,2/9/2021
SL1818-S5-FG1,SL18-S5-FG-1,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,,2/9/2021
SL1818-S78-FG2,SL18-S78-FG-2,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,B,2/9/2021
SL1818-S94-FG1,SL18-S94-FG-1,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,,2/9/2021
