Culture ID,Culture Code,Location,Updated Species 2019,Form,Tray ID,Biomass,Shelf / Location,Observations,Last Media Change
SL-TI-6-MG14,SL-TI-6-MG-14,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-TI-6-FG15,SL-TI-6-FG-15,Thimble Island,S.latissima,Backup vial Sibling,1037B,H,C8L,bleached,1/8/2021
SL-TI-3-FG15,SL-TI-3-FG-15,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-TI-2-FG15,SL-TI-2-FG-15,Thimble Island,S.latissima,Backup vial Sibling,1037B,none,C8L,,1/8/2021
SL-TI-5-MG15,SL-TI-5-MG-15,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,Dup,1/8/2021
SL-TI-6-FG16,SL-TI-6-FG-16,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-TI-5-FG16,SL-TI-5-FG-16,Thimble Island,S.latissima,Backup vial Sibling,1037B,M,C8L,bleached,1/8/2021
SL-TI-3-FG16,SL-TI-3-FG-16,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-TI-2-FG16,SL-TI-2-FG-16,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-TI-6-MG16,SL-TI-6-MG-16,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-TI-1-MG16,SL-TI-1-MG-16,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-TI-1-MG15,SL-TI-1-MG-15,Thimble Island,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-TI-1-MG14,SL-TI-1-MG-14,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-TI-2-MG14,SL-TI-2-MG-14,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-TI-5-MG16,SL-TI-5-MG-16,Thimble Island,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-TI-2-MG16,SL-TI-2-MG-16,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-TI-2-MG15,SL-TI-2-MG-15,Thimble Island,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-TI-5-MG14,SL-TI-5-MG-14,Thimble Island,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-LD-3-FG15,SL-LD-3-FG-15,Lubec Dock,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-LD-1-MG14,SL-LD-1-MG-14,Lubec Dock,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-LD-9-FG14,SL-LD-9-FG-14,Lubec Dock,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-LD-3-FG14,SL-LD-3-FG-14,Lubec Dock,S.latissima,Backup vial Sibling,1037B,H,C8L,,1/8/2021
SL-LD-2-FG14,SL-LD-2-FG-14,Lubec Dock,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-LD-1-MG15,SL-LD-1-MG-15,Lubec Dock,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-LD-13-FG14,SL-LD-13-FG-14,Lubec Dock,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-LD-3-FG16,SL-LD-3-FG-16,Lubec Dock,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-LD-2-MG14,SL-LD-2-MG-14,Lubec Dock,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-LD-1-MG16,SL-LD-1-MG-16,Lubec Dock,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-LD-9-MG14,SL-LD-9-MG-14,Lubec Dock,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-LD-13-MG14,SL-LD-13-MG-14,Lubec Dock,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-LD-2-MG15,SL-LD-2-MG-15,Lubec Dock,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-LD-2-FG16,SL-LD-2-FG-16,Lubec Dock,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-LD-9-MG15,SL-LD-9-MG-15,Lubec Dock,S.latissima,Backup vial Sibling,1037B,L,C8L,bleached,1/8/2021
SL-LD-9-MG16,SL-LD-9-MG-16,Lubec Dock,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-LD-13-MG15,SL-LD-13-MG-15,Lubec Dock,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-LD-13-MG16,SL-LD-13-MG-16,Lubec Dock,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-LD-2-MG16,SL-LD-2-MG-16,Lubec Dock,S.latissima,Backup vial Sibling,1037B,L,C8L,bleached,1/8/2021
SL-SF-19-MG10,SL-SF-19-MG-10,Sullivan Falls,S.latissima,Backup vial Sibling,1037B,L,C8L,bleached,1/8/2021
SL-SF-13-MG12,SL-SF-13-MG-12,Sullivan Falls,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-NL-3-FG15,SL-NL-3-FG-15,Nubble Lighthouse,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-BL-10-MG14,SL-BL-10-MG-14,Black Ledge,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-BL-10-FG14,SL-BL-10-FG-14,Black Ledge,S.latissima,Backup vial Sibling,1037B,H,C8L,,1/8/2021
SL-SF-19-MG10,SL-SF-19-MG-10,Sullivan Falls,S.latissima,Backup vial Sibling,1037B,none,C8L,,1/8/2021
SL-NL-3-FG14,SL-NL-3-FG-14,Nubble Lighthouse,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-SF-13-MG11,SL-SF-13-MG-11,Sullivan Falls,S.latissima,Backup vial Sibling,1037B,none,C8L,,1/8/2021
SL-BL-10-FG15,SL-BL-10-FG-15,Black Ledge,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-JS-16-FG3,SL-JS-16-FG-3,Fort Stark,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-NL-10-FG14,SL-NL-10-FG-14,Nubble Lighthouse,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-BL-10-MG16,SL-BL-10-MG-16,Black Ledge,S.latissima,Backup vial Sibling,1037B,M,C8L,,1/8/2021
SL-BL-10-FG16,SL-BL-10-FG-16,Black Ledge,S.latissima,Backup vial Sibling,1037B,L,C8L,,1/8/2021
SL-OI-2-FG14,SL-OI-2-FG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-2-FG15,SL-OI-2-FG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-2-FG16,SL-OI-2-FG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-2-MG14,SL-OI-2-MG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-2-MG15,SL-OI-2-MG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-2-MG16,SL-OI-2-MG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,,C8L,bleached,1/8/2021
SL-OI-4-FG14,SL-OI-4-FG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,M,C8L,,1/8/2021
SL-OI-4-FG15,SL-OI-4-FG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-4-FG16,SL-OI-4-FG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,,C8L,bleached,1/8/2021
SL-OI-4-MG14,SL-OI-4-MG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-4-MG15,SL-OI-4-MG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-4-MG16,SL-OI-4-MG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-5-FG14,SL-OI-5-FG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,M,C8L,,1/8/2021
SL-OI-5-FG15,SL-OI-5-FG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-5-FG16,SL-OI-5-FG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-5-MG14,SL-OI-5-MG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-5-MG15,SL-OI-5-MG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,,C8L,bleached,1/8/2021
SL-OI-6-FG14,SL-OI-6-FG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,M,C8L,,1/8/2021
SL-OI-6-FG15,SL-OI-6-FG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-6-FG16,SL-OI-6-FG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-6-MG14,SL-OI-6-MG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,M,C8L,,1/8/2021
SL-OI-6-MG15,SL-OI-6-MG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-6-MG16,SL-OI-6-MG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-7-FG14,SL-OI-7-FG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-7-FG15,SL-OI-7-FG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-7-FG16,SL-OI-7-FG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-7-MG14,SL-OI-7-MG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-7-MG15,SL-OI-7-MG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-7-MG16,SL-OI-7-MG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-9-FG14,SL-OI-9-FG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-9-FG15,SL-OI-9-FG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,bleached,1/8/2021
SL-OI-9-FG16,SL-OI-9-FG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-9-MG14,SL-OI-9-MG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-9-MG15,SL-OI-9-MG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-9-MG16,SL-OI-9-MG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,bleached,1/8/2021
SL-OI-11-FG14,SL-OI-11-FG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-11-FG15,SL-OI-11-FG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-11-FG16,SL-OI-11-FG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-11-MG14,SL-OI-11-MG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-11-MG15,SL-OI-11-MG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-11-MG16,SL-OI-11-MG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-14-FG14,SL-OI-14-FG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-14-FG15,SL-OI-14-FG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,M,C8L,,1/8/2021
SL-OI-14-FG16,SL-OI-14-FG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-14-MG14,SL-OI-14-MG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-14-MG15,SL-OI-14-MG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-14-MG16,SL-OI-14-MG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-16-MG14,SL-OI-16-MG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-16-MG15,SL-OI-16-MG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-16-MG16,SL-OI-16-MG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-16-FG14,SL-OI-16-FG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-17-FG14,SL-OI-17-FG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-17-FG15,SL-OI-17-FG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,H,C8L,,1/8/2021
SL-OI-17-FG16,SL-OI-17-FG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-17-MG14,SL-OI-17-MG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,M,C8L,,1/8/2021
SL-OI-17-MG15,SL-OI-17-MG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-17-MG16,SL-OI-17-MG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,M,C8L,,1/8/2021
SL-OI-18-FG14,SL-OI-18-FG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-18-FG15,SL-OI-18-FG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,L,C8L,,1/8/2021
SL-OI-18-FG16,SL-OI-18-FG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,M,C8L,,1/8/2021
SL-OI-18-MG14,SL-OI-18-MG-14,Orr's Island,S.latissima,Backup vial Sibling,1038B,M,C8L,,1/8/2021
SL-OI-18-MG15,SL-OI-18-MG-15,Orr's Island,S.latissima,Backup vial Sibling,1038B,M,C8L,,1/8/2021
SL-OI-18-MG16,SL-OI-18-MG-16,Orr's Island,S.latissima,Backup vial Sibling,1038B,M,C8L,,1/8/2021
SL-AK1-FG1,SL-AK1-FG1,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK1-FG2,SL-AK1-FG2,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK1-FG3,SL-AK1-FG3,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK1-FG4,SL-AK1-FG4,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK1-FG5,SL-AK1-FG5,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK1-FG6,SL-AK1-FG6,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK1-MG1,SL-AK1-MG1,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK1-MG2,SL-AK1-MG2,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK1-MG3,SL-AK1-MG3,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK1-MG4,SL-AK1-MG4,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK1-MG5,SL-AK1-MG5,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK1-MG6,SL-AK1-MG6,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK2-FG1,SL-AK2-FG1,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK2-FG2,SL-AK2-FG2,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK2-FG3,SL-AK2-FG3,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK2-FG4,SL-AK2-FG4,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK2-FG5,SL-AK2-FG5,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK2-FG6,SL-AK2-FG6,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK2-MG1,SL-AK2-MG1,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK2-MG2,SL-AK2-MG2,Juneau,S. latissima,Backup vial,1034B,H,C8L,,1/15/2021
SL-AK2-MG3,SL-AK2-MG3,Juneau,S. latissima,Backup vial,1034B,M,C8L,,1/15/2021
SL-AK2-MG4,SL-AK2-MG4,Juneau,S. latissima,Backup vial,1034B,M,C8L,,1/15/2021
SL-AK2-MG5,SL-AK2-MG5,Juneau,S. latissima,Backup vial,1034B,M,C8L,,1/15/2021
SL-AK2-MG6,SL-AK2-MG6,Juneau,S. latissima,Backup vial,1034B,M,C8L,,1/15/2021
SL-AK10-MG,SL-AK10-MG,Juneau,S. latissima,Backup vial,1035B,H,C8L,,1/15/2021
SL-AK10-FG,SL-AK10-FG,Juneau,S. latissima,Backup vial,1035B,H,C8L,,1/15/2021
SL-AK10-FG,SL-AK10-FG,Juneau,S. latissima,Backup vial,1035B,H,C8L,,1/15/2021
SL-AK10-FG,SL-AK10-FG,Juneau,S. latissima,Backup vial,1035B,H,C8L,,1/15/2021
SL-AK10-MG,SL-AK10-MG,Juneau,S. latissima,Backup vial,1035B,H,C8L,,1/15/2021
SL-AK10-MG,SL-AK10-MG,Juneau,S. latissima,Backup vial,1035B,H,C8L,,1/15/2021
SL-AK10-FG,SL-AK10-FG,Juneau,S. latissima,Backup vial,1035B,L,C8L,,1/15/2021
SL-AK10-FG,SL-AK10-FG,Juneau,S. latissima,Backup vial,1035B,H,C8L,,1/15/2021
SL-AK10-MG,SL-AK10-MG,Juneau,S. latissima,Backup vial,1035B,L,C8L,,1/15/2021
SL-AK10-FG,SL-AK10-FG,Juneau,S. latissima,Backup vial,1035B,H,C8L,,1/15/2021
SL-AK10-FG,SL-AK10-FG,Juneau,S. latissima,Backup vial,1035B,H,C8L,,1/15/2021
SL-AK10-MG,SL-AK10-MG,Juneau,S. latissima,Backup vial,1035B,M,C8L,,1/15/2021
SL-AK10-MG,SL-AK10-MG,Juneau,S. latissima,Backup vial,1035B,L,C8L,,1/15/2021
SL-AK10-FG,SL-AK10-FG,Juneau,S. latissima,Backup vial,1035B,M,C8L,,1/15/2021
SL-AK6,SL-AK6,Juneau,S. latissima,Backup vial,1035B,L,C8L,,1/15/2021
SL-AK6,SL-AK6,Juneau,S. latissima,Backup vial,1035B,L,C8L,,1/15/2021
SL-AK6,SL-AK6,Juneau,S. latissima,Backup vial,1035B,L,C8L,,1/15/2021
SL-AK6,SL-AK6,Juneau,S. latissima,Backup vial,1035B,L,C8L,,1/15/2021
SL-AK6,SL-AK6,Juneau,S. latissima,Backup vial,1035B,L,C8L,,1/15/2021
SL-AK6,SL-AK6,Juneau,S. latissima,Backup vial,1035B,L,C8L,,1/15/2021
SL-AK6,SL-AK6,Juneau,S. latissima,Backup vial,1035B,L,C8L,,1/15/2021
SL-AK6,SL-AK6,Juneau,S. latissima,Backup vial,1035B,M,C8L,,1/15/2021
SL-AK4,SL-AK4,Juneau,S. latissima,Backup vial,1035B,L,C8L,Bleached,1/15/2021
SL-AK4,SL-AK4,Juneau,S. latissima,Backup vial,1035B,L,C8L,Bleached,1/15/2021
SL-AK4,SL-AK4,Juneau,S. latissima,Backup vial,1035B,L,C8L,Bleached,1/15/2021
SK-AK11-MG,SK-AK11-MG,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SK-AK11-MG,SK-AK11-MG,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SK-AK11-MG,SK-AK11-MG,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SK-AK11-FG,SK-AK11-FG,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SK-AK11-FG,SK-AK11-FG,Juneau,S. latissima,Backup vial,1033B,L,C8L,,1/14/2021
SK-AK11-MG,SK-AK11-MG,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SK-AK11-MG,SK-AK11-MG,Juneau,S. latissima,Backup vial,1033B,L,C8L,,1/14/2021
SK-AK11-FG,SK-AK11-FG,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SK-AK11-FG,SK-AK11-FG,Juneau,S. latissima,Backup vial,1033B,L,C8L,Bleached,1/14/2021
SL-AK9,SL-AK9,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SL-AK9,SL-AK9,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SL-AK9,SL-AK9,Juneau,S. latissima,Backup vial,1033B,H,C8L,,1/14/2021
SL-AK9,SL-AK9,Juneau,S. latissima,Backup vial,1033B,H,C8L,,1/14/2021
SL-AK9,SL-AK9,Juneau,S. latissima,Backup vial,1033B,H,C8L,,1/14/2021
SL-AK9,SL-AK9,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SL-AK9,SL-AK9,Juneau,S. latissima,Backup vial,1033B,L,C8L,,1/14/2021
SL-AK9,SL-AK9,Juneau,S. latissima,Backup vial,1033B,H,C8L,,1/14/2021
SL-AK9,SL-AK9,Juneau,S. latissima,Backup vial,1033B,H,C8L,,1/14/2021
SL-AK9,SL-AK9,Juneau,S. latissima,Backup vial,1033B,H,C8L,,1/14/2021
SL-AK9,SL-AK9,Juneau,S. latissima,Backup vial,1033B,L,C8L,,1/14/2021
SL-AK8,SL-AK8,Juneau,S. latissima,Backup vial,1033B,L,C8L,,1/14/2021
SL-AK8,SL-AK8,Juneau,S. latissima,Backup vial,1033B,H,C8L,,1/14/2021
SL-AK8,SL-AK8,Juneau,S. latissima,Backup vial,1033B,L,C8L,,1/14/2021
SL-AK8,SL-AK8,Juneau,S. latissima,Backup vial,1033B,L,C8L,,1/14/2021
SL-AK8,SL-AK8,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SL-AK8,SL-AK8,Juneau,S. latissima,Backup vial,1033B,L,C8L,,1/14/2021
SL-AK8-FG,SL-AK8-FG,Juneau,S. latissima,Backup vial,1033B,L,C8L,,1/14/2021
SL-AK8-FG,SL-AK8-FG,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SL-AK8,SL-AK8,Juneau,S. latissima,Backup vial,1033B,M,C8L,,1/14/2021
SL-AK8-MG,SL-AK8-MG,Juneau,S. latissima,Backup vial,1033B,L,C8L,,1/14/2021
SL-AK8-FG,SL-AK8-FG,Juneau,S. latissima,Backup vial,1033B,L,C8L,,1/14/2021
SL-NC-10-FG15,SL-NC-10-FG-15,Newcastle,S. latissima,Backup vial Sibling,1027B,H,C7L,,12/30/2020
SL-NC-10-FG16,SL-NC-10-FG-16,Newcastle,S. latissima,Backup vial Sibling,1027B,H,C7L,Bleached,12/30/2020
SL-NC-10-MG14,SL-NC-10-MG-14,Newcastle,S. latissima,Backup vial Sibling,1025B,M,C7L,,1/18/2021
SL-NC-10-MG15,SL-NC-10-MG-15,Newcastle,S. latissima,Backup vial Sibling,1025B,L,C7L,,1/18/2021
SL-NC-10-MG16,SL-NC-10-MG-16,Newcastle,S. latissima,Backup vial Sibling,1025B,L,C7L,,1/18/2021
SL-NC-11-FG14,SL-NC-11-FG-14,Newcastle,S. latissima,Backup vial Sibling,1027B,L,C7L,Dup,12/30/2020
SL-NC-11-FG15,SL-NC-11-FG-15,Newcastle,S. latissima,Backup vial Sibling,1027B,H,C7L,Bleached,12/30/2020
SL-NC-11-MG14,SL-NC-11-MG-14,Newcastle,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-NC-11-MG15,SL-NC-11-MG-15,Newcastle,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-NC-11-MG16,SL-NC-11-MG-16,Newcastle,S. latissima,Backup vial Sibling,1025B,L,C7L,,1/18/2021
SL-NC-12-FG14,SL-NC-12-FG-14,Newcastle,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-NC-15-FG14,SL-NC-15-FG-14,Newcastle,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-NC-15-FG15,SL-NC-15-FG-15,Newcastle,S. latissima,Backup vial Sibling,1027B,H,C7L,,12/30/2020
SL-NC-2-FG14,SL-NC-2-FG-14,Newcastle,S. latissima,Backup vial Sibling,1025B,L,C7L,,1/18/2021
SL-NC-2-FG15,SL-NC-2-FG-15,Newcastle,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-NC-2-FG16,SL-NC-2-FG-16,Newcastle,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-NC-5-MG15,SL-NC-5-MG-15,Newcastle,S. latissima,Backup vial Sibling,1025B,L,C7L,Dup,1/18/2021
SL-NC-5-MG16,SL-NC-5-MG-16,Newcastle,S. latissima,Backup vial Sibling,1025B,M,C7L,,1/18/2021
SL-NC-6-FG14,SL-NC-6-FG-14,Newcastle,S. latissima,Backup vial Sibling,1027B,H,C7L,,12/30/2020
SL-NC-6-FG15,SL-NC-6-FG-15,Newcastle,S. latissima,Backup vial Sibling,1025B,L,C7L,Dup,1/18/2021
SL-NC-6-FG16,SL-NC-6-FG-16,Newcastle,S. latissima,Backup vial Sibling,1025B,L,C7L,Dup,1/18/2021
SL-NC-6-MG14,SL-NC-6-MG-14,Newcastle,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-NC-6-MG15,SL-NC-6-MG-15,Newcastle,S. latissima,Backup vial Sibling,1027B,H,C7L,,12/30/2020
SL-NC-6-MG16,SL-NC-6-MG-16,Newcastle,S. latissima,Backup vial Sibling,1027B,H,C7L,,12/30/2020
SL-NC-8-FG14,SL-NC-8-FG-14,Newcastle,S. latissima,Backup vial Sibling,1025B,M,C7L,,1/18/2021
SL-NC-8-FG15,SL-NC-8-FG-15,Newcastle,S. latissima,Backup vial Sibling,1027B,H,C7L,,12/30/2020
SL-NC-2-MG14,SL-NC-2-MG-14,Newcastle,S. latissima,Backup vial Sibling,1025B,M,C7L,,1/18/2021
SL-NC-8-FG16,SL-NC-8-FG-16,Newcastle,S. latissima,Backup vial Sibling,1027B,M,C7L,,12/30/2020
SL-NC-8-MG14,SL-NC-8-MG-14,Newcastle,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-NC-8-MG15,SL-NC-8-MG-15,Newcastle,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-NC-8-MG16,SL-NC-8-MG-16,Newcastle,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-SF-13-FG14,SL-SF-13-FG-14,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,M,C7L,,1/11/2021
