"","AshFDwPM","AshOnly","DWpM","WWP","PDW","BD"
"SL18-TI-1",-0.00898005804272901,-0.412461200543551,0.0216305401926769,0.0688706184341508,0.0187394149416655,6.16374589105882
"SL18-TI-2",-0.0126379621314351,-0.37373897205666,0.0148499583967105,0.0404696143535976,0.0248802397817286,5.64937880479853
"SL18-TI-3",-0.0172644309122978,-0.63503916885467,0.0170761199722493,0.0469115998748893,0.0255504619654853,6.28346993759834
"SL18-TI-4",-0.0214835001593734,-0.656519477599861,0.0214001649762578,0.079343328952194,-0.00124674794375657,9.83662530768351
"SL18-BL-17",-0.0205476169804467,-0.541849842132199,0.0249539179306965,0.0715654588501057,0.0327522849206078,11.6255839021388
"SL18-OD-3",-0.0389950876948159,0.342016923972943,-0.0585047428136385,-0.166050901578338,0.0114625599688764,-16.6232244904905
"SL18-OD-5",-0.044359499881242,-0.318054245524158,-0.0786975543285526,-0.242776269380809,-0.0699058494223493,-6.99255586828777
"SL18-OD-6",0.0194313142831137,0.560909566603147,0.0572458790484925,0.197162531264606,0.0781906426383133,-8.08755003724217
"SL18-OD-10",0.020529892794538,0.249046910595271,0.0355788084182235,0.1401293358078,-0.0138621873260412,4.56560394489331
"SA18-CB-2",0.0759463127481617,0.0417876018226683,0.0393089115850618,0.0951212280533071,-0.0192865397719601,-2.17434963684059
"SL18-NC-15",-0.0206318692124431,0.611677160540977,-0.016473875328529,0.0145887082221177,-0.0899933963955612,65.5536973144241
"SL18-BL-18",-0.0236059289099234,-0.555893525428187,0.00863622032713516,0.0409721093348376,0.0033052687058038,8.99502068201232
"SL18-FW-21",-0.0156519870325454,-0.398681740636774,0.0266636235872676,0.0845678698084556,0.00794228189990988,9.80602752023874
"SL18-SF-17",0.0337470636063298,-0.0148133529884755,0.0322102413805623,0.115775973766441,-0.0121742868487119,5.69208176074473
"SL18-LL-9",0.00956629063080112,0.118260566378586,-0.0747838221643604,-0.288679111748571,-0.0738528461897883,-10.076497845827
"SL18-LD-2",0.00845393110056626,0.312786949156387,-0.0131760252723947,-0.180720769655516,0.450364388769753,-49.5304462468181
"SL18-FW-12",-0.0325992471679991,-0.570696268835999,0.0079876221820602,0.0366412829597125,-0.0264306316968084,0.943696538231323
"SL18-SF-19",-0.00829076943310928,-0.0320335089868319,-0.0121566433528501,-0.0356958275829036,0.271540430438794,47.312390145798
