"","crossID","Order_1","Year","plotNo","Region","plotNo_Numeric","date","GrowDays","Paint2Plant","femaPar","femaParLoc","malePar","maleParLoc","Crosses","CrossLoc","PlantingDens","development","line","position","block","PhotoScore","wetWgtPlot","lengthPlot","wetWgtPerM","percDryWgt","dryWgtPerM","AshFreedryWgtPerM","Ash.Free..","densityBlades","Carbon..Celignis.","Hydrogen..Celignis.","Nitrogen..Celignis.","Sulphur..Celignis.","Oxygen..Celignis.","Ash..Celignis.","Ash..WHOI.","Moisture","HHV","LHV","Total.Sugars","Mannuronic","Guluronic","Glucuronic","Mannitol","Fucose","Glucan","Xylan","Mannan","Galactan","B11","Na23","Mg26","Al27","P31","S34","K39","Ca44","Fe54","Mn55","Co59","Ni60","Cu63","Zn66","As75","Se78","Rb85","Sr88","Mo98","Cd111","C..UCONN.","N..UCONN.","C.N..UCONN.","Ash","C_N1","C_N_Combine","AshFDwPM","popChk","withinLoc","isSelf"
"471","SL18-UCONN-S17",17,"2019","2019_17","GOM","17","5_30_2019","122",NA,"SL18-LD-1-FG1","LD","SL18-NL-2-MG2","NL","SL18-LD-1-FG1xSL18-NL-2-MG2","LD X NL",2,1,"3",4,"1",3,1.95,0.87,2.24137931,8.62,0.17,0.095619256,56.246621,340,NA,NA,NA,NA,NA,43.75,NA,8.8,NA,NA,31.93,10.27,8.54,0.91,4.62,0.59,5.55,0.26,0.38,0.8,173.1806595,36293.6244,13840.3307,123.052617,2757.727222,11066.05194,84950.42819,10646.28587,348.3631325,8.91095664,0.107956198,0.280227526,1.406782758,48.90364954,34.7777683,0.069020331,26.99543672,848.1026452,0.230689308,1.167428675,25.88,1.71,15.13,43.75,NA,15.13,0.108678879293625,"ES","0","0"
"364","SL18-UCONN-S170",168,"2019","2019_170","GOM","170","5_29_2019","122",NA,"SL18-OI-2-FG3","OI","SL18-NL-9-MG1","NL","SL18-OI-2-FG3xSL18-NL-9-MG1","OI X NL",2,1,"2",43,"8",2,0.67,0.78,0.858974359,12.18,0.08,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"544","SL18-UCONN-S172",170,"2019","2019_172","GOM","172","5_31_2019","122",NA,"SL18-OI-2-FG3","OI","SL18-SF-17-MG1","SF","SL18-OI-2-FG3xSL18-SF-17-MG1","OI X SF",2,1,"4",11,"2",3,1.74,0.92,1.891304348,9.64,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"365","SL18-UCONN-S174",172,"2019","2019_174","GOM","174","5_30_2019","122",NA,"SL18-OI-6-FG1","OI","SA18-CB-2-MG1","CB","SL18-OI-6-FG1xSA18-CB-2-MG1","OI X CB",2,1,"1",23,"4",2,0.57,1,0.57,12.82,0.07,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"545","SL18-UCONN-S175",173,"2019","2019_175","GOM","175","5_30_2019","122",NA,"SL18-OI-6-FG1","OI","SA18-CB-4-MG1","CB","SL18-OI-6-FG1xSA18-CB-4-MG1","OI X CB",2,4,"1",20,"4",3,2.75,0.91,3.021978022,6.92,0.19,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"337","SL18-UCONN-S176",174,"2019","2019_176","GOM","176","5_29_2019","122",NA,"SL18-OI-6-FG1","OI","SL18-LD-13-MG2","LD","SL18-OI-6-FG1xSL18-LD-13-MG2","OI X LD",1,1,"2",17,"3",2,1.58,0.65,2.430769231,9.9,0.16,0.096904152,60.565095,180,NA,NA,NA,NA,NA,39.43,NA,8.99,NA,NA,30.68,10.28,5.88,0.9,5.06,0.57,6.43,0.24,0.41,0.92,175.0874677,21689.23344,10451.44964,296.7787538,3119.317215,9260.58457,87080.45338,10755.33657,240.3036815,15.91709461,0.101931265,0.528184867,6.096305956,97.67828314,42.96338403,0.073129471,27.59137964,828.271812,0.213436562,1.106092875,26.45,1.98,13.36,39.43,NA,13.36,0.145759375398453,"ES","0","0"
"546","SL18-UCONN-S177",175,"2019","2019_177","GOM","177","5_31_2019","122",NA,"SL18-OI-6-FG1","OI","SL18-LD-2-MG1","LD","SL18-OI-6-FG1xSL18-LD-2-MG1","OI X LD",2,1,"4",4,"1",3,2.36,0.88,2.681818182,9.83,0.23,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"547","SL18-UCONN-S178",176,"2019","2019_178","GOM","178","5_31_2019","122",NA,"SL18-OI-6-FG1","OI","SL18-LD-5-MG1","LD","SL18-OI-6-FG1xSL18-LD-5-MG1","OI X LD",2,1,"3",52,"9",3,3.76,0.97,3.87628866,4.29,0.16,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"548","SL18-UCONN-S18",18,"2019","2019_18","GOM","18","5_30_2019","122",NA,"SL18-LD-1-FG1","LD","SL18-OI-18-MG1","OI","SL18-LD-1-FG1xSL18-OI-18-MG1","LD X OI",1,1,"3",5,"1",3,1.9,0.86,2.209302326,9.74,0.18,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"366","SL18-UCONN-S180",178,"2019","2019_180","GOM","180","5_31_2019","122",NA,"SL18-OI-6-FG1","OI","SL18-NL-9-MG1","NL","SL18-OI-6-FG1xSL18-NL-9-MG1","OI X NL",1,1,"4",7,"2",2,1.73,0.76,2.276315789,10.87,0.19,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"549","SL18-UCONN-S181",179,"2019","2019_181","GOM","181","5_31_2019","122",NA,"SL18-OI-6-FG1","OI","SL18-SF-15-MG1","SF","SL18-OI-6-FG1xSL18-SF-15-MG1","OI X SF",2,1,"4",14,"3",3,2.67,0.82,3.256097561,8.81,0.24,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"550","SL18-UCONN-S182",180,"2019","2019_182","GOM","182","5_31_2019","122",NA,"SL18-OI-6-FG1","OI","SL18-SF-19-MG1","SF","SL18-OI-6-FG1xSL18-SF-19-MG1","OI X SF",2,1,"4",12,"2",3,1.47,0.84,1.75,8.22,0.12,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"551","SL18-UCONN-S183",181,"2019","2019_183","GOM","183","5_30_2019","122",NA,"SL18-OI-7-FG3","OI","SA18-CB-2-MG3","CB","SL18-OI-7-FG3xSA18-CB-2-MG3","OI X CB",2,1,"3",30,"5",3,1.67,0.75,2.226666667,9.71,0.16,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"473","SL18-UCONN-S186",184,"2019","2019_186","GOM","186","5_29_2019","122",NA,"SL18-OI-9-FG1","OI","SL18-LL-9-MG2","LL","SL18-OI-9-FG1xSL18-LL-9-MG2","OI X LL",2,1,"2",50,"9",3,2,0.85,2.352941176,8.49,0.17,0.094980323,55.870778,300,NA,NA,NA,NA,NA,44.13,NA,8.34,NA,NA,35.02,12.94,7.57,0.65,6.91,0.78,4.82,0.21,0.41,0.74,240.3214858,23650.23381,9808.550528,44.06222497,3118.475249,9792.243208,116949.0198,8861.077999,129.6560308,6.062398309,0.197624587,0.318198206,5.737837,44.20179683,40.01044847,0.041602562,36.21694466,755.6576773,0.176186674,1.343004484,25.31,1.69,14.98,44.13,NA,14.98,0.111608541154149,"ES","0","0"
"552","SL18-UCONN-S189",187,"2019","2019_189","GOM","189","5_30_2019","122",NA,"SL18-SF-13-FG1","SF","SL18-LL-9-MG3","LL","SL18-SF-13-FG1xSL18-LL-9-MG3","SF X LL",2,4,"3",19,"4",3,2.04,0.93,2.193548387,12.02,0.25,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"499","SL18-UCONN-S19",19,"2019","2019_19","GOM","19","5_30_2019","122",NA,"SL18-LD-1-FG2","LD","SA18-CB-4-MG3","CB","SL18-LD-1-FG2xSA18-CB-4-MG3","LD X CB",2,1,"3",16,"3",3,5.14,0.77,6.675324675,8.91,0.46,0.239662194,52.100477,180,NA,NA,NA,NA,NA,47.9,NA,9.93,NA,NA,33.71,12.83,8.29,0.79,3.79,0.58,5.83,0.24,0.48,0.77,183.3947742,31142.61127,12148.12644,100.5759412,2804.926231,8664.019422,98907.77023,9432.615287,302.3467072,6.866937415,0.140699321,0.43151969,1.058045422,43.2100045,38.38844047,0.051292245,28.95120887,788.5201046,0.238828502,0.96558122,23.63,1.64,14.41,47.9,NA,14.41,0.309875914270642,"ES","0","0"
"367","SL18-UCONN-S190",188,"2019","2019_190","GOM","190","5_30_2019","122",NA,"SL18-SF-17-FG1","SF","SL18-LL-9-MG1","LL","SL18-SF-17-FG1xSL18-LL-9-MG1","SF X LL",2,1,"1",53,"9",2,1.01,0.91,1.10989011,10.27,0.1,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"476","SL18-UCONN-S192",190,"2019","2019_192","GOM","192","5_30_2019","122",NA,"SL18-SF-17-FG3","SF","SA18-CB-10-MG1","CB","SL18-SF-17-FG3xSA18-CB-10-MG1","SF X CB",2,4,"1",6,"1",3,4.25,0.9,4.722222222,7.46,0.32,0.177372138,55.428793,420,NA,NA,NA,NA,NA,44.57,NA,8.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.4528558,23520.20112,9185.522302,67.92231861,4250.135309,10931.705,151484.1735,11259.19775,184.9359529,10.09468926,0.127209273,0.300961867,1.477073563,45.90832239,41.53568672,0.117889679,28.40446689,728.0620854,0.216202102,0.96614973,26.57,1.94,13.7,44.57,NA,13.7,0.195267572213033,"ES","0","0"
"553","SL18-UCONN-S193",191,"2019","2019_193","GOM","193","5_30_2019","122",NA,"SL18-SF-17-FG3","SF","SA18-CB-3-MG3","CB","SL18-SF-17-FG3xSA18-CB-3-MG3","SF X CB",2,4,"1",24,"4",3,1.97,0.83,2.373493976,8.83,0.17,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"352","SL18-UCONN-S194",192,"2019","2019_194","GOM","194","5_31_2019","122",NA,"SL18-SF-17-FG3","SF","SL18-LD-2-MG1","LD","SL18-SF-17-FG3xSL18-LD-2-MG1","SF X LD",2,1,"4",35,"6",2,1.59,0.92,1.72826087,9.29,0.15,0.083590022,55.726681,240,NA,NA,NA,NA,NA,44.27,NA,9.12,NA,NA,29.29,8.73,8.52,0.83,3.76,0.54,5.51,0.23,0.42,0.75,155.2705851,38069.88737,14188.62901,243.8242236,2559.501948,11335.56368,86232.43985,10814.50574,558.6462519,15.39942469,0.145245904,0.76134204,1.824012314,110.3588706,30.11806135,0.10017771,24.47670806,947.04952,0.296296232,0.916322042,25.36,1.77,14.33,44.27,NA,14.33,0.0894775438268579,"ES","0","0"
"368","SL18-UCONN-S195",193,"2019","2019_195","GOM","195","5_30_2019","122",NA,"SL18-SF-17-FG3","SF","SL18-NL-10-MG2","NL","SL18-SF-17-FG3xSL18-NL-10-MG2","SF X NL",3,1,"1",44,"8",2,0.55,0.95,0.578947368,10.99,0.06,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"554","SL18-UCONN-S196",194,"2019","2019_196","GOM","196","5_31_2019","122",NA,"SL18-SF-17-FG3","SF","SL18-NL-2-MG3","NL","SL18-SF-17-FG3xSL18-NL-2-MG3","SF X NL",3,4,"4",22,"4",3,2.64,0.81,3.259259259,8.47,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"492","SL18-UCONN-S197",195,"2019","2019_197","GOM","197","5_31_2019","122",NA,"SL18-SF-17-FG3","SF","SL18-NL-9-MG1","NL","SL18-SF-17-FG3xSL18-NL-9-MG1","SF X NL",3,1,"4",51,"9",3,2.75,0.89,3.08988764,8.55,0.24,0.126481272,52.70053,260,NA,NA,NA,NA,NA,47.3,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.7935755,25998.67249,10537.88037,192.2629165,3450.352834,12179.75373,142927.7669,14305.72391,434.0387254,13.07376814,0.208883944,0.467348696,34.90652595,50.3148844,30.6073278,0.156470935,30.28585269,1005.9363,0.265882718,0.850471516,26.76,1.99,13.45,47.3,NA,13.45,0.13922570222694,"ES","0","0"
"488","SL18-UCONN-S198",196,"2019","2019_198","GOM","198","5_29_2019","122",NA,"SL18-SF-17-FG3","SF","SL18-OI-7-MG1","OI","SL18-SF-17-FG3xSL18-OI-7-MG1","SF X OI",3,1,"2",52,"9",3,2.8,0.81,3.456790123,8.35,0.23,0.122450096,53.239172,500,NA,NA,NA,NA,NA,46.76,NA,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.5885315,34530.22034,10803.45563,120.6740086,4156.490756,11836.67611,134681.9256,11441.63202,271.5599921,10.08177716,0.150687728,0.261532433,5.119595199,44.69326268,41.6519813,0.130519682,32.16378445,757.2096567,0.212335007,1.167142825,26.39,1.79,14.74,46.76,NA,14.74,0.153672987634014,"ES","0","0"
"501","SL18-UCONN-S199",197,"2019","2019_199","GOM","199","5_29_2019","122",NA,"SL18-SF-17-FG3","SF","SL18-OI-9-MG3","OI","SL18-SF-17-FG3xSL18-OI-9-MG3","SF X OI",3,1,"2",53,"9",3,2.88,0.8,3.6,9.16,0.26,0.134874516,51.874814,380,NA,NA,NA,NA,NA,48.13,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7662434,20255.53118,6881.076862,28.42198282,3414.401107,8102.472724,186338.8232,7807.729176,103.816619,6.241716968,0.095013601,0.390958074,0.866479989,41.72019463,43.63246657,0.156782155,34.97935057,547.1239878,0.170634162,1.011064551,26.64,1.85,14.4,48.13,NA,14.4,0.171046512,"ES","0","0"
"555","SL18-UCONN-S2",2,"2019","2019_2","GOM","2","5_31_2019","122",NA,"SA18-CB-10-FG2","CB","SL18-LL-9-MG1","LL","SA18-CB-10-FG2xSL18-LL-9-MG1","CB X LL",1,1,"4",34,"6",3,2.16,0.86,2.511627907,9.1,0.2,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"556","SL18-UCONN-S20",20,"2019","2019_20","GOM","20","5_31_2019","122",NA,"SL18-LD-1-FG2","LD","SL18-SF-13-MG3","SF","SL18-LD-1-FG2xSL18-SF-13-MG3","LD X SF",2,1,"3",32,"6",3,2.42,0.84,2.880952381,9.16,0.22,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"557","SL18-UCONN-S21",21,"2019","2019_21","GOM","21","5_30_2019","122",NA,"SL18-LD-1-FG2","LD","SL18-SF-15-MG1","SF","SL18-LD-1-FG2xSL18-SF-15-MG1","LD X SF",2,1,"2",34,"6",3,3.66,0.94,3.893617021,7.28,0.27,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"369","SL18-UCONN-S23",23,"2019","2019_23","GOM","23","5_31_2019","122",NA,"SL18-LD-1-FG3","LD","SL18-NL-5-MG1","NL","SL18-LD-1-FG3xSL18-NL-5-MG1","LD X NL",2,1,"4",42,"7",2,0.97,0.92,1.054347826,10.08,0.1,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"485","SL18-UCONN-S24",24,"2019","2019_24","GOM","24","5_29_2019","122",NA,"SL18-LD-1-FG3","LD","SL18-OI-11-MG2","OI","SL18-LD-1-FG3xSL18-OI-11-MG2","LD X OI",2,1,"2",16,"3",3,2.65,0.84,3.154761905,11.31,0.3,0.162782568,54.260856,300,NA,NA,NA,NA,NA,45.74,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.7898177,24869.83523,9155.208125,78.68505423,4424.801866,12168.26466,124897.1645,9286.66308,165.4857803,11.41323609,0.160521881,1.064551376,1.176191493,47.66641713,38.7934063,0.0853909,29.80063019,625.2744827,0.216163747,1.268524242,24.38,1.6,15.24,45.74,NA,15.24,0.193601617871754,"ES","0","0"
"558","SL18-UCONN-S25",25,"2019","2019_25","GOM","25","5_30_2019","122",NA,"SL18-LD-1-FG3","LD","SL18-OI-15-MG1","OI","SL18-LD-1-FG3xSL18-OI-15-MG1","LD X OI",2,1,"1",31,"6",3,1.78,0.85,2.094117647,7.79,0.14,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"559","SL18-UCONN-S26",26,"2019","2019_26","GOM","26","5_31_2019","122",NA,"SL18-LD-1-FG3","LD","SL18-OI-16-MG1","OI","SL18-LD-1-FG3xSL18-OI-16-MG1","LD X OI",2,1,"4",53,"9",3,1.3,1,1.3,8.58,0.11,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"560","SL18-UCONN-S27",27,"2019","2019_27","GOM","27","5_30_2019","122",NA,"SL18-LD-1-FG3","LD","SL18-OI-6-MG2","OI","SL18-LD-1-FG3xSL18-OI-6-MG2","LD X OI",2,1,"1",32,"6",3,1.57,0.78,2.012820513,10.01,0.16,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"561","SL18-UCONN-S28",28,"2019","2019_28","GOM","28","5_29_2019","122",NA,"SL18-LD-1-FG3","LD","SL18-OI-7-MG1","OI","SL18-LD-1-FG3xSL18-OI-7-MG1","LD X OI",2,1,"2",39,"7",3,2.21,0.94,2.35106383,8.41,0.19,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"562","SL18-UCONN-S29",29,"2019","2019_29","GOM","29","5_30_2019","122",NA,"SL18-LD-1-FG3","LD","SL18-OI-9-MG3","OI","SL18-LD-1-FG3xSL18-OI-9-MG3","LD X OI",2,1,"1",42,"7",3,2.2,0.89,2.471910112,8.96,0.2,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"513","SL18-UCONN-S3",3,"2019","2019_3","GOM","3","5_30_2019","122",NA,"SA18-CB-4-FG3","CB","SA18-CB-4-MG3","CB","SA18-CB-4-FG3xSA18-CB-4-MG3","CB X CB",3,4,"1",51,"9",3,2.68,0.96,2.791666667,8.3,0.22,0.10636842,48.349282,160,NA,NA,NA,NA,NA,51.65,NA,8.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.5592517,28750.72511,11400.20021,177.5052273,4329.755014,12040.27893,114980.1729,13447.06141,376.0012255,10.76768507,0.217900489,0.763364089,1.719390643,34.2528717,38.75848975,0.097634119,26.05989504,915.404008,0.388358211,0.797464564,21.3,1.71,12.46,51.65,NA,12.46,0.112030979180044,"ES","1","1"
"370","SL18-UCONN-S30",30,"2019","2019_30","GOM","30","5_31_2019","122",NA,"SL18-LD-1-FG3","LD","SL18-NL-9-MG2","SF","SL18-LD-1-FG3xSL18-NL-9-MG2","LD X SF",1,1,"4",43,"8",2,1.03,0.87,1.183908046,11,0.11,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"563","SL18-UCONN-S31",31,"2019","2019_31","GOM","31","5_30_2019","122",NA,"SL18-LD-1-FG3","LD","SL18-OI-15-MG2","SF","SL18-LD-1-FG3xSL18-OI-15-MG2","LD X SF",2,1,"1",2,"1",3,2.47,0.91,2.714285714,9.87,0.24,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"564","SL18-UCONN-S32",32,"2019","2019_32","GOM","32","5_29_2019","122",NA,"SL18-LD-2-FG2","LD","SA18-CB-3-MG3","CB","SL18-LD-2-FG2xSA18-CB-3-MG3","LD X CB",2,1,"2",42,"7",3,3.01,0.89,3.382022472,7.07,0.21,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
"491","SL18-UCONN-S33",33,"2019","2019_33","GOM","33","5_29_2019","122",NA,"SL18-LD-2-FG2","LD","SL18-LL-9-MG2","LL","SL18-LD-2-FG2xSL18-LL-9-MG2","LD X LL",2,1,"2",6,"1",3,2.5,0.9,2.777777778,9.49,0.24,0.126546775,52.727823,200,NA,NA,NA,NA,NA,47.27,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.5978776,16211.01163,7517.935027,122.5859255,2782.813329,10746.70016,161485.7062,10983.81596,179.2958557,7.711322729,0.169213583,0.711726929,2.165112052,36.38186857,31.09229659,0.108042397,25.61350199,772.3778639,0.226795585,0.820665943,23.38,1.35,17.32,47.27,NA,17.32,0.139002138900009,"ES","0","0"
"371","SL18-UCONN-S34",34,"2019","2019_34","GOM","34","5_31_2019","122",NA,"SL18-LD-2-FG2","LD","SL18-NL-9-MG1","NL","SL18-LD-2-FG2xSL18-NL-9-MG1","LD X NL",2,1,"3",36,"6",2,0.43,0.71,0.605633803,9.82,0.04,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","0","0"
