"","V1"
"1",0.0242492724761514
"2",0.168417251429625
"3",0.0696921782742444
"4",0.0372835748660703
"5",0.143161560114044
"6",0.100677841417948
"7",0.0675301412965292
"8",0.110432615395278
"9",0.121293967223384
"10",0.19292006464027
"11",0.0652194357338772
"12",0.176728423518847
"13",0.134228327758027
"14",0.11141716240187
"15",0.00315225663341723
"16",0.128844314640632
"17",0.0239718281899962
"18",0.0745712527287052
"19",0.0993596782069586
"20",0.0668989275358074
