"","x"
"1",0.958348681856663
"2",0.995309404968769
"3",0.951405958062971
"4",0.990593510959001
"5",0.977385812223024
"6",0.946278749820119
"7",0.966045177417169
"8",0.974473288859635
"9",0.976419853168267
"10",0.973523092532046
"11",0.981146072610419
