"","wetWgtPerM","percDryWgt","dryWgtPerM","Ash","AshFDwPM","densityBlades","bladeLength","bladeMaxWidth","bladeThickness","stipeLength","stipeDiameter"
"1",0.188249714794821,0.0438261719236203,0.160423172287984,0.0844685889126669,0.175015965714874,0.117398092592227,0.18522865906513,0.0465951577992058,0.300052990613167,-0.0566067778229839,0.519869052869228
"2",0.236845735896088,0.0554320629344357,0.191587356714009,0.0155804468355907,0.165720093391612,0.198318657457208,0.151958183375781,0.0846521767217705,0.315048787483068,0.0352591482489734,0.498506293794198
"3",0.230573676759976,0.0407181368431179,0.183342216448328,0.0752089756978531,0.152137992686454,0.208981154943907,0.118323287115207,0.0975773000116725,0.297208065076658,-0.0061351161694458,0.480631417354437
"4",0.232206579481457,0.0298262226784694,0.190779211077689,0.0622978189534,0.159890608662277,0.164873047525897,0.14189710765459,0.0166081139889181,0.256379508587724,-0.018658700543999,0.488041320305338
"5",0.224126281930056,-0.00288392866137268,0.180621829436127,0.0670213238217416,0.159558774817043,0.135888372390569,0.209361902060379,0.0736125334101518,0.279398759441622,-0.0127686917019036,0.480896557232781
"6",0.242186885816348,-0.00458597540506606,0.206919161510626,0.0717239483117996,0.168242785273234,0.179478883788218,0.157622990571441,0.00733812592918815,0.24556635625433,0.00893995014398349,0.469364075506227
"7",0.198147247086603,0.00821025833831121,0.151481555445167,0.0582082654285703,0.145548887740266,0.185534351207304,0.179228618645177,0.0412076925758356,0.26033498834844,-0.0293052868115401,0.423793230400425
"8",0.188653488542309,-0.0267127812638246,0.137904203741253,0.0844018736855578,0.109253111552578,0.14352923259416,0.151590763343304,-0.000105958767121794,0.277071839908517,-0.0175930847022526,0.479415026550527
"9",0.232832290143799,0.0230444983403518,0.183493815788766,0.0836210806751012,0.170831647506737,0.182189381167786,0.110424621879119,0.0401707349041709,0.276707848925873,0.0250933506208672,0.474921963767783
"10",0.203041008755845,-0.00833524772471016,0.184308658076048,0.0660498616699283,0.136166416484943,0.158404743936422,0.186262756611034,0.039406981841341,0.254681471853706,-0.024729039367524,0.480082539548887
"11",0.263890835578253,0.0438523060206638,0.225286294289622,0.0574044410273858,0.189749228206441,0.131952836801997,0.133539541032914,0.110027669634559,0.265449461208514,0.0229071357481579,0.528421180812201
"12",0.249208866003764,0.0108415172962668,0.213479307749085,0.0813201225724293,0.183269941645195,0.227862341755267,0.195248696723614,0.0824339401636834,0.308775705788389,-0.00461193307965517,0.504624383278491
"13",0.235603455294897,0.0174312885489333,0.174734130935735,0.0115941347663947,0.142711922923096,0.171426463532027,0.217362097405563,0.0468417085853473,0.276823488983419,0.00201362788928194,0.463729736699302
"14",0.221607731993492,0.00569100917674917,0.182175604177714,0.0642248217930091,0.165559739447942,0.184124661282014,0.199422756831274,0.0362109195617691,0.238611562729582,-0.0153066069587963,0.495456751075039
"15",0.228754757191226,0.0144347337986708,0.18477695257445,0.0667701357081317,0.148628543528652,0.178366967317247,0.148248446433122,0.0259426396898965,0.280433488075861,-0.0419104428103165,0.475000544442866
"16",0.199827679690117,-0.0394336520941362,0.155348854720056,0.0697422962824404,0.129981323664185,0.170570323099782,0.225943603938119,0.0740039551367808,0.28686370845221,0.00420863131573604,0.451382969398775
"17",0.206282981713197,-0.00774483085238113,0.186417213815449,0.0693694070302976,0.160192969911093,0.129079149044052,0.161168055856495,0.0429803621390326,0.271638122878634,0.0725330158671416,0.520108116889623
"18",0.229065737658362,0.0216888127166268,0.175289213630263,0.0905887630680918,0.140988675559308,0.13423213090785,0.150080454105779,0.0611111222648113,0.26488378659627,0.00672933363728239,0.472539749061201
"19",0.233845894324419,0.0139575991146009,0.19957716147805,0.0736466561455992,0.159806319252195,0.186799603291736,0.173144532440546,0.090559958260303,0.273274478724495,0.0193013486248348,0.49526601437058
"20",0.20971068150416,-0.0457472588232447,0.16028654250974,0.0836099382684487,0.112987692066447,0.202781638986119,0.171986139677397,0.0763032972286576,0.229903011594084,-0.0247617571227315,0.441415081986375
