"","wetWgtPerM","percDryWgt","dryWgtPerM","Ash","AshFDwPM","densityBlades","bladeLength","bladeMaxWidth","bladeThickness","stipeLength","stipeDiameter"
"corMean",0.0348279721652848,-0.0638625876763027,-0.0291805884198512,0.00275075139108647,-0.153145112780387,-0.141071109726723,0.0373754653855823,0.0722739261819724,-0.0147270282065379,0.0402725090679561,0.200693856732923
"StdErr",0.00129887698897193,0.00110973892511781,0.001560506552395,0.00259035353430778,0.00376279669141831,0.00143595713882425,0.00132282031562864,0.00160117037913237,0.00281215653116857,0.0022030832367438,0.00224931915998022
