"","wetWgtPerM","percDryWgt","dryWgtPerM","Ash","AshFDwPM","densityBlades","bladeLength","bladeMaxWidth","bladeThickness","stipeLength","stipeDiameter"
"corMean",0.0816947428430767,-0.0746815799989754,0.0132625684497957,0.0321750803386883,-0.1550884679405,-0.015411277669128,0.016604466135149,0.056571841830718,-0.013934100202017,0.0199138072884191,0.193551233457252
"StdErr",0.00176812934165639,0.000846864802536795,0.00138382324119887,0.00279705134587287,0.00342877715945522,0.00195840691475137,0.00127826525168902,0.00131830562681168,0.00219357275073658,0.0025397131478729,0.0026921325410546
