"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30"
"SL18-NL-6-FG1",388.095855245535,-312.187702670477,-108.028551052384,-61.9839122986696,-45.6612833442916,-46.009281953485,-2.17839521077855,38.5730428384,-12.3763540739678,-17.9267593043636,8.78212664586988,32.2669655352279,14.8124660756576,-16.6103887675214,34.436029610332,19.5100288248219,34.6808826201674,6.03324727593279,13.3042833811022,-36.8715554303602,41.6654786944098,14.3776718243631,-31.351335433047,34.2429184608074,-14.1503045970095,47.9878705687516,-55.5627510690621,10.6041931240024,4.98030989033408,-3.17983424647014
"SL18-NL-6-MG2",137.5161828385,-98.7360267873637,-152.00629426343,-123.845080790129,-140.423779695795,88.0869351668937,25.3534895588567,57.8064778919183,-22.3479520968658,-26.2157669556868,42.9253435694293,-25.4514071219206,-61.233483978423,26.9743351016425,44.9781133434527,163.457390616545,99.5918379539555,-12.1047774795348,-13.9784204887895,25.5707971475906,150.396567344079,-93.2383033954793,-10.8950506078851,39.2538971005951,-12.8402453945526,289.97737329335,-411.87264379437,-18.6338993881979,106.683887451013,179.404794094477
"SL18-OI-11-FG3",-13.7691670122448,-59.2814889792114,72.094629605666,-131.180875913142,59.0246075386288,-22.3735231078971,3.21862292660224,75.7583171987688,5.66484171574443,-42.8084391024183,47.6050184795106,-32.5887132765072,-96.1659841211888,24.2250628126833,-3.40038591649346,-25.3436945083639,1.98696967947221,-58.55103766588,202.901574158209,-144.077068116822,46.8859634429074,-60.2823749864246,-19.5970664538451,-146.811272091156,-232.829713603969,58.1647625433123,274.921958944106,-59.9948916597055,243.908302588255,377.48150352598
"SL18-OI-15-FG1",176.889267114998,-94.2183199005692,-4.04731563735528,-161.791882989897,134.720874842366,-71.8397222395407,-82.2439430163579,180.212975884965,-94.3616365292843,-65.5220409554424,58.5437872568382,-111.429194085226,-234.123021474516,233.311503791843,93.8165762429773,-295.562443287957,-36.4909121786248,58.0585084655421,-32.9744781203375,124.421248899664,-48.1140430145346,90.1991311495133,-64.4295327022968,-14.2741313390761,41.5948673856647,-56.1903920726216,-57.4167056372685,6.19580758910213,-18.9363059365489,19.0669703778787
"SL18-OI-15-MG2",-31.6545869320673,195.752415964074,115.603587795569,-139.079073163911,170.591762133964,72.4625935430112,-140.410341575782,243.181788928392,-75.8633485304043,-67.4593662584013,156.305383047396,-200.500087476807,-351.685746274893,360.940214537096,34.4676071408347,-415.65406618625,40.2742567190809,79.4486864291283,-76.7177294295974,146.858664648922,-33.6877835299017,10.6348106341787,77.1002259272528,50.5354651354522,81.223800126388,-31.8614717806308,-27.0750180910675,-11.9476241223098,-34.7042449651864,5.62529563693871
"SL18-OI-16-FG3",-19.1970993973143,-109.41207854257,117.40537742904,-54.7605708697859,56.0555394250112,-63.2347422236818,-6.89702309322622,28.1686067006043,-86.819037702084,-62.2902596631506,42.173745609192,-2.25109456242195,-118.065931539366,0.598003141298683,161.443001445155,96.6428361601672,-69.7724522814178,11.1875360102262,61.1268457888748,-91.6311372028527,142.98811229271,-258.868185081429,423.095545956854,-399.02701686977,-196.665901620744,-18.1388504784729,-199.26080673815,-16.7232097793944,-199.623083274501,-19.4484640051058
"SL18-OI-17-FG4",92.0524312257236,-211.104968408146,100.471486909723,-151.6238123028,-3.65283145374012,-65.5780580801932,1.86854521821074,94.2378071868781,-18.4581262936565,-73.797468613189,-108.999878537323,-3.36972348615435,-26.6174916773922,52.9542010537672,-37.8571444659246,-22.6031948412502,-150.383942957185,-61.8773952865379,133.044665590817,-128.689290437576,8.17806284699275,-95.9526219029847,2.84280595410859,-46.0509024132444,-141.680835428582,-147.927240804629,323.557045789266,-308.133656842933,-44.9802497773764,-213.151898283602
"SL18-OI-4-MG1",-160.730116381598,-11.1104762031697,594.696228896911,-249.371457152235,-326.148949799426,-200.020754177247,154.566241186775,-47.1423840924636,9.22614326290501,-54.0830738204938,-38.7100635702297,19.0153603535134,85.7966858503591,-18.9229089816191,97.6586210345004,-44.820320275256,23.1657334776356,33.870074885426,-42.0983512136775,35.798486843175,48.2480422941129,103.872741475326,-45.5129086584089,-19.0525025823348,58.8298531790155,10.0207688812624,-54.6315061030755,-9.79208329790142,31.0193861611031,-33.6790616399522
"SL18-OI-5-MG2",-105.942220867359,23.6638901959856,311.320991905363,-183.11650641003,-21.1899717333024,170.06887552118,29.0728551599139,70.383323251771,119.51921176066,-18.202701279621,98.5240320491557,-188.332575810445,56.4125929155737,31.6992154495592,-129.430089559909,108.439356750358,243.196625236952,-213.11961467562,73.4796110780882,-163.444843121087,-479.857361779804,-102.95507988892,101.437912177226,280.251985257688,-214.755816825355,12.2412138212662,-36.5731274055378,46.604426001946,-223.817058807261,66.2385468674779
"SL18-OI-6-FG1",-62.3909399210961,160.683025038806,131.02932459962,-213.209350887436,462.990952004139,34.8266610436879,-188.527221300781,91.4050542672745,-137.694471930672,-179.187841380453,79.6054639903061,412.97759748802,86.3735780421086,-129.101309072034,-50.9461593435106,36.6461034125455,37.2082075928816,-78.9223675027644,-36.61667567492,-28.8869658973068,33.7143009889885,19.6392191109286,-11.3290912040914,37.9961298669813,74.3684014607033,34.4988927034106,-17.9379900006844,20.0658546778383,28.1192292687129,-66.5576077508527
"SL18-SF-13-FG2",-54.4668681700955,96.8825421930595,7.97009828210858,-111.434073851545,337.260266978588,132.410270214794,51.6426871765389,-76.6299403957817,-24.6932215018511,112.254145206033,52.5658112972054,-189.670239865708,-252.224947875654,64.8817365925966,190.701189009627,504.458129486085,18.8760912378573,130.027906721563,53.7505850766897,-123.990670765403,-121.886371449006,359.305535976385,-207.168236243929,-146.032621514659,70.1529185317442,-139.614359430015,-98.5094601414083,-168.146134825364,-39.2680212033062,-53.9999487028781
"SL18-OI-4-MG3",-148.223486665935,26.4515365581281,567.332998278213,-198.43096383327,-295.911762964694,-147.750677462505,81.1990468747695,-49.6943668948873,-12.2648795509731,-76.7210373843052,20.5511237251508,22.7367143132305,44.1569923985262,-22.7081277362082,93.9960644026587,24.4491042614888,67.1893913066434,31.9466171537187,-57.4540082532622,-35.3975939612645,-13.9933947115581,138.134332160088,13.8394637186324,20.2227007338158,39.2535531473407,57.0041351151139,-8.91396077813613,7.20317609315642,-24.6463946415858,-17.7688071828092
"SL18-CC-7-MG1",-305.320564650725,-90.2791566376409,21.9654393218462,172.091959249376,-102.789935726491,96.4201535086699,-141.76736005942,48.8107805783537,119.794243008524,47.8083832023786,29.3022190159981,-68.6183125403462,33.1941629122047,-13.7640205425997,-56.6420270376011,-150.632417041891,174.435291750099,138.336193501714,-220.911045267698,-511.111541031144,4.53364510308158,-204.590911300821,-11.4911385951337,-20.9858029267021,260.766974748803,-13.0136086499386,-56.3943912164411,-246.317871559333,216.479221953883,-160.764003392348
"SA18-CB-7-MG3",280.938973184292,482.346841969759,250.022843840138,398.045948530145,-46.4538987586157,71.9591160889738,153.345511403808,-196.001703671574,98.1124480252715,74.8823809420119,54.7330662989378,148.947814708265,-162.266352736457,89.2005670774289,-140.213465857501,-23.4194395549496,4.26214006593864,-49.8363274637355,-53.2084961180706,-8.43599789679378,10.8291119812696,-24.7212333058197,5.69820863570373,-31.4792020023574,-0.58326468819378,12.0959208831062,11.1812121108987,-25.5540508705942,-16.6922891626096,43.5011315216531
"SA18-CB-10-MG3",144.975115494536,346.662907551556,145.323795563776,159.004411146855,68.299090250295,36.5308598403836,-234.733548965378,114.573966126223,-26.2272370148796,-44.8260589202784,-206.178818107775,-310.857904037782,247.584714149182,-124.502418062937,139.725368167315,-48.1468483620774,-48.2037731762001,10.6782985110001,-123.834768240262,-35.7555325897049,127.347289933638,65.9973233651849,-125.739614059909,-53.516121273645,-192.602802576202,106.215929626546,47.5273759398886,17.0980810343596,-60.8576185597712,-50.5588146605075
"SL18-JS-6-MG2",-182.080043084453,110.74144539774,-139.460950582915,-41.5004877926276,-381.108647187354,384.518097367951,-85.1996602594248,-112.035948868088,-485.3520802119,144.51090611435,42.0346326340281,153.582200297454,16.1910798670789,-31.5417018449498,54.9180599898684,-73.306546979705,-28.2638181115958,-0.806922732651156,34.9570793393874,-9.80600658884548,-22.3166738541368,28.9489316537141,-7.80850859946797,-23.4269828631243,-23.6618159350865,-74.3203510628963,35.9722253883673,1.79928760108307,11.7690578967927,-6.74595270853882
"SL18-JS-9-MG2",-155.198367596278,67.6896402523668,-187.512927869865,-76.1651790058839,-245.486700110842,327.961307999467,-150.340926710943,-139.603615659869,399.09469517591,-454.845174186403,-67.1691937532394,5.19197606141683,-100.468921432303,-63.1510061319103,-26.8644850043096,-12.890586076072,-63.2145643800979,42.3123273608849,11.0301921334978,33.6719196151817,-5.18915780722116,104.762162982639,49.3422077299039,-15.023061339798,-2.5480193161213,-56.8456570222846,-69.8353744348123,42.4508580153861,31.4894984909816,6.06572194488922
"SL18-OI-6-FG2",-64.5502711717525,148.874209642024,126.136164870767,-218.941174552058,430.102649833553,32.692038407658,-202.530304034846,102.848891545688,-111.93999110052,-200.150665181111,106.259747143605,454.143376495977,63.3306642221147,-179.667517919443,-82.7050815910158,-1.40347314454362,91.997863403585,-56.2903383365271,0.308780656125891,-23.5204680197708,25.4478984309108,52.1777818441177,11.4180187988723,45.9685120580301,13.6851117485694,49.3085860758302,-6.47011567414419,9.17818268136179,42.339530717458,-3.76412819207862
"SL18-CC-3-FG1",-358.409866850234,-305.353278539448,88.0330185595322,421.282302397287,120.698677146624,200.390575405765,302.746366609335,244.466838192284,-13.6640074198573,-65.500666193305,-71.7306968928648,35.7668165426307,25.3571113922877,-1.86620000206982,7.09835600646906,-8.4083729282278,-15.026097521155,-21.540224151585,-15.7471352133789,76.3802908927106,18.2312542429449,48.6842906814395,1.97534387783875,1.08026970635117,-27.6815213749312,31.3061309308284,15.8286498124172,23.9745214103405,1.59747133008818,37.7161600374018
"SL18-CC-3-FG2",-380.575403095899,-294.737351768487,66.0830407048144,397.155273893211,104.832971281185,180.15665205845,248.934924163535,247.132586217952,-40.8207978143425,-61.8313155801123,-101.231587322596,37.3509373283166,40.1593128181499,-24.49611024043,20.2558026643999,-21.073334275086,-10.2313578111571,-23.3144990248534,5.94426311476678,44.8505765771536,38.174129601092,15.7563903043795,-9.06226894206479,20.3205839923084,31.4279911127381,11.5632685586174,-0.751376958104825,6.6005995404539,-14.4726498578436,15.3164285799862
"SL18-CC-3-FG3",-297.634452390387,-325.565485058878,82.188076911905,393.08775641396,104.376416320193,163.709958524407,264.040431967736,242.843468568126,-33.6628732138527,-58.3598151081362,-64.3236333762315,7.7973790985876,72.6232362703016,2.82065493322355,24.5588205940593,-23.3776858750102,-64.7607645828977,-19.9474266044765,10.2313166496662,45.81680582672,-28.2918924956234,99.7663312721626,-8.34886906807371,-2.56591941470994,11.6160478851642,13.2030227056577,-43.7632463632783,0.590784925299321,-25.075357478215,19.5327935351635
"SL18-CC-5-FG2",-228.603683517199,-104.423016080667,15.0097588931901,224.559703710963,-49.5045913262007,-286.030172280133,-294.47480891631,-47.439033170776,-129.028089675977,30.3515877457996,-124.830427797668,-138.277814308465,-318.804578228325,-286.977307882001,-167.269078373627,7.4210798955428,14.6156693653828,-141.748203109834,52.1115615455407,41.151701978118,-64.4007707573204,84.4183515711206,12.3797321342244,-19.9932861846865,16.7104087230062,20.1166921455379,-63.1103708607822,32.7342790551807,-10.330921945016,-23.1368970212703
"SL18-CC-5-FG3",-210.829960367455,-191.72410335332,-28.039302316697,214.093911289502,-82.7058778595124,-259.857385132814,-271.688036887802,-69.5780363834634,-70.0718013768827,42.7617059332904,-126.575705477123,-111.651587917811,-313.329836683597,-298.443136688808,-199.007612090395,-47.0129380842976,18.9219536227966,-194.402092116956,47.1879427863533,70.7240886846327,-95.992484949522,64.9427199856506,-21.378411893433,-64.0473437100082,39.2459132090313,79.2684240675174,4.78717097684287,44.8903664528894,61.3218650781215,-52.8792196618
"SL18-CC-8-FG1",-148.956062384764,-216.712972315109,3.64088643479279,220.736876861719,-2.4829639274645,-143.141040278353,-297.641770489234,-113.331751298189,117.774604801558,49.2137102425355,137.201872468429,64.8372754446301,236.797325505654,353.506335551241,70.8938249114308,58.837529024728,7.29264648047684,-166.984516146991,145.814490281981,77.8263480051559,49.0131926569567,71.9388133516596,-49.7232461069216,-83.1684422039547,-41.6973064035891,70.2919117852256,39.2711557627163,1.89545919028431,74.9855648750192,-88.6063008976479
"SL18-CC-12-FG2",-242.960546040649,-123.245227446833,4.89768866473025,97.7666874074747,25.3338440834857,-165.348783099809,-156.159271942092,-92.4391340684016,-18.0364990394179,45.6391741426772,11.4987485699394,34.7483800952426,11.3017366018777,31.8776774460441,-137.465110374473,-23.0999421379271,-70.6035297507292,153.349891620754,167.614775656886,-196.88073010645,295.438117611019,-96.9727363600356,-203.607569583148,244.287375949081,52.8814206983287,-350.544656746673,-110.331400516717,75.1905392208242,-297.404127513112,300.91310474205
"SA18-CB-2-FG3",444.400494315108,-101.796324247046,-10.3447292438929,102.963096397298,-0.961824698492738,-33.3372629146086,-12.6873909258575,-11.2721522079312,11.9337990486471,12.4886572251587,0.0063179768321784,55.0519088533136,-34.4358520890338,1.25036203041653,45.0115641752212,-0.684100546166786,21.0509167428313,20.5145826779185,20.503360155696,-37.6899728772345,30.7704052588413,6.42894387174859,-28.6809694295802,24.6517320587574,-3.57605851903447,-13.8120426068184,4.2340606001119,22.5541230622715,13.7859928076197,-34.2651617797684
"SA18-CB-4-FG6",180.319688036496,159.603865264178,41.4426940831008,141.141429456563,94.4222227765339,-95.0506303098651,17.5594789463109,33.5294614425665,-42.8882018636926,-52.3554523270448,-100.51434203875,-59.4360385246137,169.425393809284,-72.0684076642312,27.8584066310386,84.0344060209877,-43.1031330777108,273.990777510929,243.932926912985,193.045358987218,-260.781717038441,-141.243562241867,80.6081605591331,-14.0447166891471,92.6662781296291,-285.618246612359,-13.8506542813672,84.481190777767,253.15876176333,-55.7267164588378
"SL18-JS-9-FG3",-38.282975556195,-51.7806086783152,-232.032914767402,-63.2785362158354,-122.052952779175,239.050150284069,-64.5555045984927,-186.786677172776,387.369175772966,-468.405084506154,-28.086196108273,42.3334733181014,-83.4588872996826,-52.2013552980526,23.1746229857445,-19.0350694350643,-100.619102206449,-10.7417399722557,12.672314426225,57.2107479054037,14.4860048779983,26.4460067360318,-17.9993609307595,-53.7188604355678,-27.7489267703041,-111.089302640962,10.4278093862112,-4.66695511095997,-22.3811205984362,-32.8390785408133
"SL18-JS-19-FG3",-129.273424369643,55.692117868961,-217.562129138863,-160.788367442363,79.9293037146458,-63.8683991930757,157.636641621653,-183.878537471549,0.178927295542384,119.061373150795,-503.06261745541,113.652776145364,-18.7315342393497,179.726627732619,-2.47127607165719,-89.292600737712,192.902863345988,56.7563873912598,125.810919307505,-68.4305793553721,7.28581797107392,95.8875942267277,34.3188617868355,-23.3632892662647,-11.0112963598641,70.7454732478144,-83.6667275317493,3.8410383079031,-19.3360336074017,-39.2278796421891
"SL18-NC-10-FG1",43.0293170971305,27.0040518098773,-264.102783131259,-52.1071365661775,12.8644618218719,-180.514070687256,245.77772106457,-112.247676549758,-229.568520663945,-202.994240371685,196.160586759359,-207.194533060615,180.785235359983,28.2068133528763,-311.488809721618,-9.89651708979661,39.0595188918197,25.0477348105105,-2.15993652632221,-40.6054577628203,47.4984164370469,109.947638563865,0.796998881486104,-81.9825402498247,4.78140303276533,1.78463947355862,-11.4305918560947,33.3986290683321,4.52937991076707,-61.1065251757232
