"","dryWgtPerM","densityBlades","bladeLength","bladeMaxWidth","bladeThickness","stipeLength","stipeDiameter"
"corMean",0.294112200299087,0.2124078359963,-0.273761633249357,-0.13717831006504,0.0707064791594922,-0.0185399655390095,0.271926948825554
"StdErr",0.000646280289126416,0.000943243700638754,0.0006446620277972,0.00131844617463174,0.000645332196321102,0.00144478145333487,0.000571441465322861
