"","Indiv","Trait","Sex","Born","Breed","isCandidate","Age","Class","c0","c1","lb","oc","ub","Ne","oc_using_AshFDWpM","AshFDWpM","oc_using_DWpM","DWpM"
"SL18-LL-9-MG3","SL18-LL-9-MG3",-0.00531977253455007,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,6.78728580118601e-06,NA,"Ne60",6.78728580118601e-06,-0.00531977253455007,0.00108591343184867,-0.0238054853729467
"SA18-CB-10-MG1","SA18-CB-10-MG1",0.175295449096948,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,1.06471890104923e-06,NA,"Ne60",1.06471890104923e-06,0.175295449096948,0.00725344419208876,0.197475549126799
"SA18-CB-3-MG3","SA18-CB-3-MG3",0.143730337211587,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00769874045129632,NA,"Ne60",0.00769874045129632,0.143730337211587,0.0078654472079422,0.155804832149363
"SL18-NL-10-MG2","SL18-NL-10-MG2",-0.0640017360657878,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00121105719658003,NA,"Ne60",0.00121105719658003,-0.0640017360657878,2.89339237106536e-06,-0.087778367855232
"SL18-NL-2-MG3","SL18-NL-2-MG3",-0.130226595150593,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,1.71586282370651e-06,NA,"Ne60",1.71586282370651e-06,-0.130226595150593,0.00279606049222675,-0.0578564218370305
"SL18-SF-13-MG3","SL18-SF-13-MG3",-0.0096167286415591,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,7.30580649049564e-07,NA,"Ne60",7.30580649049564e-07,-0.0096167286415591,3.64970557953625e-08,-0.045321429482555
"SL18-OI-6-MG2","SL18-OI-6-MG2",0.182555605066055,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.000796117916511699,NA,"Ne60",0.000796117916511699,0.182555605066055,9.9434057598074e-08,0.15436936071873
"SL18-OI-15-MG2","SL18-OI-15-MG2",0.139174914528839,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00865742924943468,NA,"Ne60",0.00865742924943468,0.139174914528839,0.0123377134616389,0.205622787334948
"SL18-SF-17-MG3","SL18-SF-17-MG3",0.0844840370539264,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00169135893743951,NA,"Ne60",0.00169135893743951,0.0844840370539264,2.17545044722673e-07,0.0199364815482643
"SL18-NL-7-MG1","SL18-NL-7-MG1",-0.0691738042284543,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00253121502345987,NA,"Ne60",0.00253121502345987,-0.0691738042284543,0.000474073644057165,-0.110342582443677
"SL18-SF-13-MG1","SL18-SF-13-MG1",0.0513055823318817,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,6.86010246481545e-05,NA,"Ne60",6.86010246481545e-05,0.0513055823318817,0.00341459206420131,0.177450793747645
"SA18-CB-2-MG2","SA18-CB-2-MG2",0.02472511642762,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.000407557805293294,NA,"Ne60",0.000407557805293294,0.02472511642762,1.06427767804678e-07,0.0316457474894772
"SL18-NL-2-MG1","SL18-NL-2-MG1",-0.225214199143681,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,9.50184420817159e-08,NA,"Ne60",9.50184420817159e-08,-0.225214199143681,1.41818966992761e-07,-0.107075981709842
"SL18-CC-1-MG3","SL18-CC-1-MG3",0.00176316096041061,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00533983885784565,NA,"Ne60",0.00533983885784565,0.00176316096041061,0.00932807399332386,0.102124606275186
"SL18-NC-10-MG3","SL18-NC-10-MG3",-0.0647750952225837,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00438193519783424,NA,"Ne60",0.00438193519783424,-0.0647750952225837,0.000944395453825375,-0.14068937314082
"SA18-CB-7-MG3","SA18-CB-7-MG3",0.288819350323634,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0127972565145308,NA,"Ne60",0.0127972565145308,0.288819350323634,0.0132118661506622,0.25693744506697
"SL18-OI-14-MG1","SL18-OI-14-MG1",0.0167118273835429,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00259241506311303,NA,"Ne60",0.00259241506311303,0.0167118273835429,0.00430290666683863,0.091077873457437
"SL18-CC-3-MG1","SL18-CC-3-MG1",-0.0072635657569518,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,7.51023955416421e-08,NA,"Ne60",7.51023955416421e-08,-0.0072635657569518,2.02039403250581e-08,0.00818787879724615
"SL18-CC-4-MG11","SL18-CC-4-MG11",-0.0774988428397785,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,3.74783807888027e-07,NA,"Ne60",3.74783807888027e-07,-0.0774988428397785,5.88384492161224e-08,-0.0556726031105922
"SL18-JS-5-MG3","SL18-JS-5-MG3",-0.0931218856475162,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00400244768400171,NA,"Ne60",0.00400244768400171,-0.0931218856475162,0.00771533902722517,-0.033309758508742
"SL18-JS-9-MG1","SL18-JS-9-MG1",-0.186407043440326,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,2.03072813384136e-07,NA,"Ne60",2.03072813384136e-07,-0.186407043440326,3.15356221009952e-08,-0.203480704383338
"SL18-NC-1-MG1","SL18-NC-1-MG1",-0.0771633198332036,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00210204514191723,NA,"Ne60",0.00210204514191723,-0.0771633198332036,1.95551755831516e-07,-0.116152667557406
"SA18-CB-1-MG12","SA18-CB-1-MG12",-0.125608922945632,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,7.05014540714802e-08,NA,"Ne60",7.05014540714802e-08,-0.125608922945632,4.04050119422191e-08,-0.0219164812862446
"SL18-JS-5-MG2","SL18-JS-5-MG2",-0.191862733347809,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,1.33045216026182e-07,NA,"Ne60",1.33045216026182e-07,-0.191862733347809,1.21986899569316e-07,-0.132851275499307
"SA18-CB-10-MG3","SA18-CB-10-MG3",0.42493631086611,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0292281681652601,NA,"Ne60",0.0292281681652601,0.42493631086611,0.0105657852978582,0.223006347014982
"SL18-JS-6-MG3","SL18-JS-6-MG3",0.281574594722638,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0172936588996234,NA,"Ne60",0.0172936588996234,0.281574594722638,0.0168375317730036,0.292161924603584
"SL18-LD-2-MG2","SL18-LD-2-MG2",0.0890287728410865,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0113484122823403,NA,"Ne60",0.0113484122823403,0.0890287728410865,0.0119657641273142,0.048147286052185
"SL18-JS-6-MG2","SL18-JS-6-MG2",0.259722208164101,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0146785135059681,NA,"Ne60",0.0146785135059681,0.259722208164101,0.0147165191080557,0.269236923708095
"SL18-OI-2-MG2","SL18-OI-2-MG2",-0.00769576646077676,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0019413735952428,NA,"Ne60",0.0019413735952428,-0.00769576646077676,9.91308193900204e-08,-0.0988202413935916
"SL18-JS-19-MG2","SL18-JS-19-MG2",-0.0341626528508176,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00140442549201083,NA,"Ne60",0.00140442549201083,-0.0341626528508176,1.75548516593526e-08,-0.200326473443349
"SL18-OD-6-MG2","SL18-OD-6-MG2",-0.0304459756403276,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.000930003941812375,NA,"Ne60",0.000930003941812375,-0.0304459756403276,1.37228827920188e-07,0.0320045026105097
"SL18-NC-15-MG1","SL18-NC-15-MG1",-0.234101130841286,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,8.1684943728568e-08,NA,"Ne60",8.1684943728568e-08,-0.234101130841286,0.00253376907955557,-0.0291178261526381
"SA18-CB-4-MG2","SA18-CB-4-MG2",0.190131140333387,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0121172835954246,NA,"Ne60",0.0121172835954246,0.190131140333387,0.00668802355241126,0.133436835557009
"SL18-OD-6-MG1","SL18-OD-6-MG1",-0.0283502658990885,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00458368022395149,NA,"Ne60",0.00458368022395149,-0.0283502658990885,0.00975428213834925,0.107679042070872
"SA18-CB-1-MG13","SA18-CB-1-MG13",0.131740874556791,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00131804149870419,NA,"Ne60",0.00131804149870419,0.131740874556791,0.000548962671989421,0.117639312116809
"SL18-OI-4-MG3","SL18-OI-4-MG3",0.0953410889452695,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00121081845102151,NA,"Ne60",0.00121081845102151,0.0953410889452695,1.05927546983302e-08,-0.120186295236826
"SL18-NL-5-MG2","SL18-NL-5-MG2",-0.0634477562224147,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00208317837409945,NA,"Ne60",0.00208317837409945,-0.0634477562224147,0.00410925495152577,-0.0290513830264086
"SL18-NC-9-MG2","SL18-NC-9-MG2",-0.0492731499887784,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00526481223280419,NA,"Ne60",0.00526481223280419,-0.0492731499887784,0.00443624872056699,-0.0642296883979801
"SL18-OI-11-MG4","SL18-OI-11-MG4",0.0056247943690169,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,3.73279178925987e-07,NA,"Ne60",3.73279178925987e-07,0.0056247943690169,9.69590712290311e-08,-0.0252334761318684
"SL18-NC-2-MG1","SL18-NC-2-MG1",0.108174241474511,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0096907134171009,NA,"Ne60",0.0096907134171009,0.108174241474511,0.0117374514816547,0.144908729123681
"SL18-JS-11-MG3","SL18-JS-11-MG3",-0.00413269513363371,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00973147733225506,NA,"Ne60",0.00973147733225506,-0.00413269513363371,0.00214130228321111,-0.108144995817088
"SL18-JS-9-MG2","SL18-JS-9-MG2",-0.219429140895285,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,2.015276883554e-07,NA,"Ne60",2.015276883554e-07,-0.219429140895285,2.55012786414445e-08,-0.231827738351376
"SL18-JS-19-MG1","SL18-JS-19-MG1",0.0523850840645221,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00849224675873023,NA,"Ne60",0.00849224675873023,0.0523850840645221,0.00871794921012288,-0.00215822889911865
"SL18-OD-3-MG1","SL18-OD-3-MG1",-0.0319910697066161,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0023316205940648,NA,"Ne60",0.0023316205940648,-0.0319910697066161,9.39916478605127e-07,-0.085002667506151
"SA18-CB-3-MG1","SA18-CB-3-MG1",0.0334677328961907,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,1.99295897982476e-06,NA,"Ne60",1.99295897982476e-06,0.0334677328961907,0.00551571726836422,0.11488467910953
"SL18-OD-6-MG3","SL18-OD-6-MG3",-0.0356746301195865,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00233239062272188,NA,"Ne60",0.00233239062272188,-0.0356746301195865,0.00717426593743851,0.0908400078815834
"SA18-CB-3-MG2","SA18-CB-3-MG2",0.103039017007519,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00256339108362415,NA,"Ne60",0.00256339108362415,0.103039017007519,2.01676649333684e-08,-0.00509871754650883
"SL18-NC-12-MG1","SL18-NC-12-MG1",-0.0957624932813619,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00161711845454528,NA,"Ne60",0.00161711845454528,-0.0957624932813619,0.00296512539311464,-0.0750129286229385
"SL18-JS-11-MG2","SL18-JS-11-MG2",-0.162667037538204,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,1.093103072978e-07,NA,"Ne60",1.093103072978e-07,-0.162667037538204,2.26974643432124e-08,-0.212819642329844
"SL18-CC-6-MG2","SL18-CC-6-MG2",-0.0422769921659207,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00170951887949188,NA,"Ne60",0.00170951887949188,-0.0422769921659207,0.00284829560871978,0.00317547195979026
"SL18-OI-17-MG1","SL18-OI-17-MG1",0.111069369409268,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00320735520824152,NA,"Ne60",0.00320735520824152,0.111069369409268,7.18013670722364e-08,0.0133951479654484
"SL18-CC-7-MG1","SL18-CC-7-MG1",0.0270138289467603,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00521288232478513,NA,"Ne60",0.00521288232478513,0.0270138289467603,0.00913881431216158,0.125840367708686
"SL18-JS-6-MG1","SL18-JS-6-MG1",0.142139532403337,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00375893429399489,NA,"Ne60",0.00375893429399489,0.142139532403337,0.003411816693956,0.145106487785587
"SL18-LD-13-MG3","SL18-LD-13-MG3",-0.0947169080478795,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00166765453719277,NA,"Ne60",0.00166765453719277,-0.0947169080478795,0.0046251903211187,-0.0207882209723566
"SL18-OI-16-MG2","SL18-OI-16-MG2",-0.0311020716788156,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00102004542278637,NA,"Ne60",0.00102004542278637,-0.0311020716788156,1.7609539946913e-07,-0.0728664983640403
"SL18-LL-9-MG4","SL18-LL-9-MG4",0.148008693620874,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0151160644416443,NA,"Ne60",0.0151160644416443,0.148008693620874,0.00966640401264377,0.0515990758971195
"SL18-NL-7-MG2","SL18-NL-7-MG2",-0.0589584101065122,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0030055490542678,NA,"Ne60",0.0030055490542678,-0.0589584101065122,0.00375148070809012,-0.0756740478002361
"SL18-NC-11-MG2","SL18-NC-11-MG2",-0.128617386886764,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,1.0623076411245e-06,NA,"Ne60",1.0623076411245e-06,-0.128617386886764,1.52249159300482e-06,-0.106336852090568
"SL18-LD-1-MG1","SL18-LD-1-MG1",0.0465588416671004,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00191027836911211,NA,"Ne60",0.00191027836911211,0.0465588416671004,9.33275362231554e-08,-0.0838432968917023
"SL18-OI-11-FG1","SL18-OI-11-FG1",0.0868068029054476,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.000949392769252981,NA,"Ne60",0.000949392769252981,0.0868068029054476,5.30311237113831e-08,0.0270910920490442
"SL18-OI-17-FG2","SL18-OI-17-FG2",0.108830687808919,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.0014362318723059,NA,"Ne60",0.0014362318723059,0.108830687808919,2.15047262171243e-08,-0.0550379193238833
"SL18-OI-18-FG3","SL18-OI-18-FG3",0.0216991365014914,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.000783081587251017,NA,"Ne60",0.000783081587251017,0.0216991365014914,1.89022880790247e-05,-0.0229407038565274
"SL18-OI-18-FG5","SL18-OI-18-FG5",0.0541952447249217,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00414196452709673,NA,"Ne60",0.00414196452709673,0.0541952447249217,0.00211925891974667,0.00287493278909776
"SL18-OI-18-FG6","SL18-OI-18-FG6",-0.0017203627798713,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,9.66991899818921e-07,NA,"Ne60",9.66991899818921e-07,-0.0017203627798713,1.54660171742001e-06,-0.0247652933479967
"SL18-OI-7-FG3","SL18-OI-7-FG3",0.04724558558886,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.000309470233232801,NA,"Ne60",0.000309470233232801,0.04724558558886,2.75356872051854e-08,0.00547893127756996
"SL18-SF-17-FG1","SL18-SF-17-FG1",0.100819244382546,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,1.97606915144046e-05,NA,"Ne60",1.97606915144046e-05,0.100819244382546,9.89483645486631e-08,0.0145329450995544
"SL18-SF-17-FG3","SL18-SF-17-FG3",0.045846450194948,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,1.65968559116652e-07,NA,"Ne60",1.65968559116652e-07,0.045846450194948,4.83482363050039e-08,-0.00489999262433293
"SA18-CB-10-FG2","SA18-CB-10-FG2",0.199736946743686,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.000497705402079043,NA,"Ne60",0.000497705402079043,0.199736946743686,0.000243547801856686,0.138436233621143
"SL18-LD-1-FG3","SL18-LD-1-FG3",0.0307952131351863,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.000816825192956949,NA,"Ne60",0.000816825192956949,0.0307952131351863,7.03762378117311e-08,-0.0991851130732466
"SL18-LD-4-FG1","SL18-LD-4-FG1",-0.00112607984266051,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00209594706819862,NA,"Ne60",0.00209594706819862,-0.00112607984266051,0.000771926128694163,-0.0621790753774307
"SL18-LD-4-FG2","SL18-LD-4-FG2",-0.00112600165645749,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00209595284093481,NA,"Ne60",0.00209595284093481,-0.00112600165645749,7.56629267763761e-07,-0.0751943357335495
"SL18-LD-5-FG1","SL18-LD-5-FG1",-0.0754201416000014,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,3.10075486331107e-07,NA,"Ne60",3.10075486331107e-07,-0.0754201416000014,9.39853487889468e-08,-0.0987890303556811
"SL18-NL-10-FG3","SL18-NL-10-FG3",-0.0465880039519558,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00159213840768947,NA,"Ne60",0.00159213840768947,-0.0465880039519558,4.6992540296465e-07,-0.0845871188486012
"SL18-NL-3-FG2","SL18-NL-3-FG2",-0.0278150834429479,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00329825128176477,NA,"Ne60",0.00329825128176477,-0.0278150834429479,0.00654810682417723,0.01135543707383
"SL18-OI-5-FG5","SL18-OI-5-FG5",-0.0849286727420082,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,1.63078330936116e-07,NA,"Ne60",1.63078330936116e-07,-0.0849286727420082,1.21982473438361e-08,-0.188593624996966
"SL18-NC-11-FG1","SL18-NC-11-FG1",-0.218800690401142,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,6.86625545873436e-08,NA,"Ne60",6.86625545873436e-08,-0.218800690401142,3.1753960499204e-08,-0.155748438621529
"SL18-CC-11-FG3","SL18-CC-11-FG3",0.0758734086851409,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00348132309843924,NA,"Ne60",0.00348132309843924,0.0758734086851409,0.0149857391336429,0.295504918577678
"SL18-CC-1-FG3","SL18-CC-1-FG3",-0.0372241466269002,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,5.12330111818656e-07,NA,"Ne60",5.12330111818656e-07,-0.0372241466269002,1.9524230626001e-08,-0.0647155861770332
"SL18-OD-5-FG3","SL18-OD-5-FG3",-0.0548760299603299,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00163042341650649,NA,"Ne60",0.00163042341650649,-0.0548760299603299,1.89566599350298e-07,-0.0989838183460263
"SL18-LL-9-FG6","SL18-LL-9-FG6",-0.00342303220636821,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,8.27554886355363e-07,NA,"Ne60",8.27554886355363e-07,-0.00342303220636821,9.69882309659335e-09,-0.210719629278012
"SL18-OI-15-FG2","SL18-OI-15-FG2",0.0737302136625876,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.0011464403879664,NA,"Ne60",0.0011464403879664,0.0737302136625876,0.00368844735595133,0.118258939535694
"SA18-CB-5-FG4","SA18-CB-5-FG4",-0.0529683127744282,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,3.93950814479811e-07,NA,"Ne60",3.93950814479811e-07,-0.0529683127744282,1.91153801798315e-05,0.00555692069452547
"SL18-OI-4-FG2","SL18-OI-4-FG2",0.224110088313931,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.0161435303855348,NA,"Ne60",0.0161435303855348,0.224110088313931,0.01858503532405,0.222110584074359
"SL18-CC-8-FG2","SL18-CC-8-FG2",-0.0029694466746709,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00290026862358792,NA,"Ne60",0.00290026862358792,-0.0029694466746709,0.00560156094842267,0.0617845517946694
"SL18-OI-6-FG3","SL18-OI-6-FG3",0.246166101219293,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00586141948372674,NA,"Ne60",0.00586141948372674,0.246166101219293,0.00391450228187524,0.216129889359797
"SL18-CC-9-FG3","SL18-CC-9-FG3",-0.1189877910979,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,1.24445388879973e-07,NA,"Ne60",1.24445388879973e-07,-0.1189877910979,7.54701745510718e-08,-0.0324044630772141
"SL18-NC-9-FG2","SL18-NC-9-FG2",-0.0405356725302839,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00148516141195701,NA,"Ne60",0.00148516141195701,-0.0405356725302839,4.04469216136058e-07,-0.0773722940750766
"SL18-LD-9-FG4","SL18-LD-9-FG4",-0.0284242559447681,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,2.53810317628775e-06,NA,"Ne60",2.53810317628775e-06,-0.0284242559447681,0.00258795324767986,-0.0171789877810209
"SL18-OI-9-FG4","SL18-OI-9-FG4",-0.0571633593883721,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,2.58681092548173e-07,NA,"Ne60",2.58681092548173e-07,-0.0571633593883721,0.00292006712968149,0.0320314010617479
"SL18-CC-6-FG2","SL18-CC-6-FG2",-0.0251431756184866,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00100023138906431,NA,"Ne60",0.00100023138906431,-0.0251431756184866,0.000580543286770792,-0.0148744091598914
"SL18-NC-1-FG1","SL18-NC-1-FG1",-0.121760388704881,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,1.96766384733246e-07,NA,"Ne60",1.96766384733246e-07,-0.121760388704881,5.46896181590191e-08,-0.133101092987608
"SA18-CB-5-FG6","SA18-CB-5-FG6",-0.0529684227735697,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,3.93950608016405e-07,NA,"Ne60",3.93950608016405e-07,-0.0529684227735697,0.00312251802062104,0.0329058444231785
"SL18-CC-6-FG1","SL18-CC-6-FG1",-0.0251428906654789,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.0010002446476879,NA,"Ne60",0.0010002446476879,-0.0251428906654789,2.51550597867448e-08,-0.100022957468062
"SL18-JS-5-FG2","SL18-JS-5-FG2",-0.124313385841965,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,5.51367045271525e-07,NA,"Ne60",5.51367045271525e-07,-0.124313385841965,3.98020463241061e-08,-0.139318079254952
"SL18-CC-10-FG4","SL18-CC-10-FG4",0.147127502860828,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.011371524177962,NA,"Ne60",0.011371524177962,0.147127502860828,0.00877383467863256,0.128097810997849
"SL18-NC-5-FG3","SL18-NC-5-FG3",-0.0340991885449627,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,0.00168127016667509,NA,"Ne60",0.00168127016667509,-0.0340991885449627,4.60487750215095e-08,-0.156657940576692
"SL18-OI-16-FG2","SL18-OI-16-FG2",-0.0216145665671859,"female",1,"missing",TRUE,1,"missing.Age1.female",0.00205761316872428,0,0,5.68086296166232e-05,NA,"Ne60",5.68086296166232e-05,-0.0216145665671859,4.50418879227588e-08,-0.101547103870522
"SL18-SF-13-MG2","SL18-SF-13-MG2",0.0364129210129481,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,6.8697069818401e-06,NA,"Ne60",6.8697069818401e-06,0.0364129210129481,0.000509626605034982,0.117257508475925
"SL18-LD-10-MG1","SL18-LD-10-MG1",-0.0337986800616751,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.0010710428589752,NA,"Ne60",0.0010710428589752,-0.0337986800616751,0.00336694866771153,0.00225193410930762
"SL18-LL-9-MG1","SL18-LL-9-MG1",-0.00342267436793527,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,6.28997090114776e-07,NA,"Ne60",6.28997090114776e-07,-0.00342267436793527,1.88453183475424e-08,-0.121680562128931
"SL18-LD-1-MG2","SL18-LD-1-MG2",0.035991570116492,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.000681143671057255,NA,"Ne60",0.000681143671057255,0.035991570116492,4.56038393756154e-08,-0.104488287001814
"SL18-LD-5-MG1","SL18-LD-5-MG1",-0.0311649840429113,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.000614611557904966,NA,"Ne60",0.000614611557904966,-0.0311649840429113,7.21145901534644e-08,-0.0959242646000703
"SL18-LL-9-MG2","SL18-LL-9-MG2",-0.00145045650333437,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,6.20389082729577e-07,NA,"Ne60",6.20389082729577e-07,-0.00145045650333437,4.07015908145088e-08,-0.0701430001850857
"SL18-NL-9-MG2","SL18-NL-9-MG2",-0.0751763820114993,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,0.00115373256400098,NA,"Ne60",0.00115373256400098,-0.0751763820114993,0.00110912955569151,-0.0722532411927251
"SL18-JS-16-MG1","SL18-JS-16-MG1",-0.143866426081126,"male",1,"missing",TRUE,1,"missing.Age1.male",0.00182481751824818,0,0,3.79493485838689e-07,NA,"Ne60",3.79493485838689e-07,-0.143866426081126,0.00273916459427928,-0.0706668863324578
