"","Indiv","Row.names","AshFDwPM","AshOnly","DWpM","WWP","PDW","Sire","Dam","Sex","Born","equiGen","isCandidate","IndivNum","Breed","Age","Class","c0","c1","lb","oc","ub","oc240","oc600"
"SL18-UCONN-S142-FG2","SL18-UCONN-S142-FG2","SL18-UCONN-S142-FG2",0.0389407586363361,-0.365897497265097,0.0111627544462531,0.0972876670961036,-0.00382655714507421,NA,565,"female",4,1.25,TRUE,"796","missing",1,"missing.Age1.female",0.0125,0,0,0.0108390063600529,0.99999990831671,0.0108385546835397,0.0108389099420167
"SL18-UCONN-S142-FG3","SL18-UCONN-S142-FG3","SL18-UCONN-S142-FG3",0.0389407586363361,-0.365897497265098,0.0111627544462531,0.097287667096103,-0.00382655714507382,NA,565,"female",4,1.25,TRUE,"792","missing",1,"missing.Age1.female",0.0125,0,0,0.0108374029677241,0.99999990831671,0.0108384500124356,0.010841293679127
"SL18-LD-1-FG2","SL18-LD-1-FG2","SL18-LD-1-FG2",0.0385890317006769,0.0453831695087389,-0.0260322245305037,-0.141434735652752,0.129508363184708,NA,9,"female",2,0.5,TRUE,"122","missing",3,"missing.Age3.female",0,0,0,1.02876505574867e-09,0.99999990831671,1.30844459492568e-09,5.79869999653731e-11
"SL18-FI-1-FG11","SL18-FI-1-FG11","SL18-FI-1-FG11",0.0373086482552121,-0.0755090579126288,0.0598625358532351,0.192599677305212,-0.00949845823257339,NA,17,"female",2,0.5,TRUE,"409","missing",3,"missing.Age3.female",0,0,0,1.05213920820534e-10,0.99999990831671,0,2.91916404953304e-11
"SL18-CC-3-FG3","SL18-CC-3-FG3","SL18-CC-3-FG3",0.0365766405107122,0.0870558735164074,0.129700567230482,0.357613036631826,0.0859784192656826,NA,21,"female",2,0.5,TRUE,"163","missing",3,"missing.Age3.female",0,0,0,2.92162895350073e-11,0.99999990831671,0,5.02984113452869e-11
"SL18-FI-1-FG2","SL18-FI-1-FG2","SL18-FI-1-FG2",0.0346075947000724,-0.0897787093903093,0.0563160867423282,0.186415117948586,-0.00372200747263612,NA,17,"female",2,0.5,TRUE,"481","missing",3,"missing.Age3.female",0,0,0,9.22762594131329e-11,0.99999990831671,0,1.0992617866934e-11
"SL18-FI-1-FG4","SL18-FI-1-FG4","SL18-FI-1-FG4",0.0346075947000721,-0.0897787093903112,0.0563160867423272,0.186415117948582,-0.00372200747263563,NA,17,"female",2,0.5,TRUE,"509","missing",3,"missing.Age3.female",0,0,0,0,0.99999990831671,8.50173811489969e-11,6.38097935603185e-12
"SL18-FI-1-FG6","SL18-FI-1-FG6","SL18-FI-1-FG6",0.034607594700071,-0.0897787093903098,0.0563160867423263,0.18641511794858,-0.00372200747263775,NA,17,"female",2,0.5,TRUE,"515","missing",3,"missing.Age3.female",0,0,0,0,0.99999990831671,0,2.51968311201024e-11
"SL18-CC-2-FG1","SL18-CC-2-FG1","SL18-CC-2-FG1",0.0343252957423714,0.34545972641482,0.0776536879822681,0.281568982274484,-0.134727047319188,NA,20,"female",2,0.5,TRUE,"401","missing",3,"missing.Age3.female",0,0,0,0,0.99999990831671,0,5.40320048201537e-11
"SL18-PI-1-FG1","SL18-PI-1-FG1","SL18-PI-1-FG1",0.0337175397497568,-0.148747865121009,0.0178718206920728,0.0506876553052701,0.134873065763187,NA,62,"female",2,0.5,TRUE,"356","missing",3,"missing.Age3.female",0,0,0,1.14512881502159e-10,0.99999990831671,5.24010142454898e-10,1.73530477917472e-11
"SL18-BL-11-FG1","SL18-BL-11-FG1","SL18-BL-11-FG1",0.0335995818736049,0.0336867443480693,0.0646912604720981,0.239131540209629,-0.0111232860680658,NA,51,"female",2,0.5,TRUE,"403","missing",3,"missing.Age3.female",0,0,0,0,0.99999990831671,3.26815719868345e-10,4.2055672647964e-11
"SL18-TI-4-FG1","SL18-TI-4-FG1","SL18-TI-4-FG1",0.0325698540154092,-0.0762812018145813,0.0288773215289147,0.140466849093853,-0.0463405477203787,NA,72,"female",2,0.5,TRUE,"439","missing",3,"missing.Age3.female",0,0,0,0,0.99999990831671,4.17547322082852e-11,2.07453735228709e-11
