"","Indiv","Row.names","AshFDwPM","AshOnly","DWpM","WWP","PDW","Sire","Dam","Sex","Born","equiGen","isCandidate","IndivNum","Breed","Age","Class","c0","c1","lb","oc","ub","oc240","oc600"
"SL18-FI-1-FG4","SL18-FI-1-FG4","SL18-FI-1-FG4",0.0346075947000721,-0.0897787093903112,0.0563160867423272,0.186415117948582,-0.00372200747263563,NA,17,"female",2,0.5,TRUE,"509","missing",3,"missing.Age3.cohort",0,0,0,3.81065491741864e-15,0.999999999999448,1.39031843387303e-15,0
"SL18-FI-1-FG6","SL18-FI-1-FG6","SL18-FI-1-FG6",0.034607594700071,-0.0897787093903098,0.0563160867423263,0.18641511794858,-0.00372200747263775,NA,17,"female",2,0.5,TRUE,"515","missing",3,"missing.Age3.cohort",0,0,0,3.88849442304817e-15,0.999999999999448,1.11325920393977e-15,0
"SL18-BL-14-FG3","SL18-BL-14-FG3","SL18-BL-14-FG3",0.0268507398520886,0.0369996356595235,0.0558462047289722,0.225067924419828,-0.0142892762172217,NA,54,"female",2,0.5,TRUE,"405","missing",3,"missing.Age3.cohort",0,0,0,2.76554998017476e-15,0.999999999999448,7.70987455828778e-16,0
"SL18-UCONN-S157-FG1","SL18-UCONN-S157-FG1","SL18-UCONN-S157-FG1",0.0652751848546537,-0.278738403873098,0.0540094741770018,0.171380964953163,0.144621245600264,NA,578,"female",4,1.25,TRUE,"804","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,0,0.999999999999448,0,0
"SL18-UCONN-S157-FG2","SL18-UCONN-S157-FG2","SL18-UCONN-S157-FG2",0.0652751848546538,-0.278738403873098,0.0540094741770016,0.171380964953162,0.144621245600264,NA,578,"female",4,1.25,TRUE,"805","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,0,0.999999999999448,0,5.90807278523588e-18
"SL18-UCONN-S157-FG3","SL18-UCONN-S157-FG3","SL18-UCONN-S157-FG3",0.0652751848546534,-0.278738403873098,0.0540094741770014,0.171380964953161,0.144621245600264,NA,578,"female",4,1.25,TRUE,"806","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,0,0.999999999999448,0,0
"SL18-FW-14-FG2","SL18-FW-14-FG2","SL18-FW-14-FG2",0.0188282843643581,-0.0199732753452209,0.0533800947807379,0.147843879909881,-0.00251320052329885,NA,29,"female",2,0.5,TRUE,"351","missing",3,"missing.Age3.cohort",0,0,0,3.15040768766266e-15,0.999999999999448,1.53331638689479e-15,0
"SL18-UCONN-S143-FG2","SL18-UCONN-S143-FG2","SL18-UCONN-S143-FG2",0.0699282233638455,-0.0262472279085365,0.0530450492274169,0.152192847682073,0.060363238899029,NA,566,"female",4,1.25,TRUE,"799","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,3.43399351998109e-16,0.999999999999448,5.27190726890638e-17,0
"SL18-UCONN-S143-FG1","SL18-UCONN-S143-FG1","SL18-UCONN-S143-FG1",0.0699282233638459,-0.0262472279085362,0.0530450492274168,0.152192847682073,0.0603632388990293,NA,566,"female",4,1.25,TRUE,"798","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,1.68963849433169e-16,0.999999999999448,2.1598601233357e-16,6.05123076553441e-17
"SL18-UCONN-S143-FG3","SL18-UCONN-S143-FG3","SL18-UCONN-S143-FG3",0.0699282233638452,-0.0262472279085375,0.0530450492274159,0.15219284768207,0.0603632388990292,NA,566,"female",4,1.25,TRUE,"800","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,3.32213994118506e-16,0.999999999999448,4.50831888464481e-16,9.75010013914194e-17
